date,strategy,category,scheme_code,scheme_name,prediction_score,quintile,target_weight,opening_drifted_weight,closing_weight,nav_start,nav_end,fund_return,data_quality_flag
2024-07-31,HistGBM,Unknown,119498,Unknown,0,5,0.005405405405405406,0.0,0.005405405405405406,1,1.0,0.0,Missing
2024-07-31,HistGBM,Unknown,148729,Unknown,0,5,0.005405405405405406,0.0,0.005405405405405406,1,1.0,0.0,Missing
2024-07-31,HistGBM,Unknown,120718,Unknown,0,5,0.005405405405405406,0.0,0.005405405405405406,1,1.0,0.0,Missing
2024-07-31,HistGBM,Unknown,120754,Unknown,0,5,0.005405405405405406,0.0,0.005405405405405406,1,1.0,0.0,Missing
2024-07-31,HistGBM,Unknown,119016,Unknown,0,5,0.005405405405405406,0.0,0.005405405405405406,1,1.0,0.0,Missing
2024-07-31,HistGBM,Unknown,151620,Unknown,0,5,0.0022522522522522522,0.0,0.0022522522522522522,1,1.0,0.0,Missing
2024-07-31,HistGBM,Unknown,150627,Unknown,0,5,0.0022522522522522522,0.0,0.0022522522522522522,1,1.0,0.0,Missing
2024-07-31,HistGBM,Unknown,149129,Unknown,0,5,0.0022522522522522522,0.0,0.0022522522522522522,1,1.0,0.0,Missing
2024-07-31,HistGBM,Unknown,149345,Unknown,0,5,0.0022522522522522522,0.0,0.0022522522522522522,1,1.0,0.0,Missing
2024-07-31,HistGBM,Unknown,149993,Unknown,0,5,0.0022522522522522522,0.0,0.0022522522522522522,1,1.0,0.0,Missing
2024-07-31,HistGBM,Unknown,149307,Unknown,0,5,0.0022522522522522522,0.0,0.0022522522522522522,1,1.0,0.0,Missing
