date,strategy,scheme_code,opening_drifted_weight,target_weight,weight_change,buy_weight,sell_weight,one_way_turnover,cost_rate_bps,transaction_cost
2024-07-31,HistGBM,151681,0.0,0.0022522522522522522,0.0022522522522522522,0.0022522522522522522,0.0,0.0011261261261261261,50,5.630630630630631e-06
2024-07-31,HistGBM,150659,0.0,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.0,0.0033783783783783786,50,1.6891891891891892e-05
2024-07-31,HistGBM,143494,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,149129,0.0,0.0022522522522522522,0.0022522522522522522,0.0022522522522522522,0.0,0.0011261261261261261,50,5.630630630630631e-06
2024-07-31,HistGBM,150673,0.0,0.000819000819000819,0.000819000819000819,0.000819000819000819,0.0,0.0004095004095004095,50,2.0475020475020476e-06
2024-07-31,HistGBM,118419,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,148628,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,150677,0.0,0.000819000819000819,0.000819000819000819,0.000819000819000819,0.0,0.0004095004095004095,50,2.0475020475020476e-06
2024-07-31,HistGBM,151190,0.0,0.003861003861003861,0.003861003861003861,0.003861003861003861,0.0,0.0019305019305019305,50,9.652509652509653e-06
2024-07-31,HistGBM,146075,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,140444,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,150685,0.0,0.001001001001001001,0.001001001001001001,0.001001001001001001,0.0,0.0005005005005005005,50,2.5025025025025024e-06
2024-07-31,HistGBM,151708,0.0,0.0022522522522522522,0.0022522522522522522,0.0022522522522522522,0.0,0.0011261261261261261,50,5.630630630630631e-06
2024-07-31,HistGBM,120475,0.0,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.0,0.0045045045045045045,50,2.2522522522522523e-05
2024-07-31,HistGBM,150688,0.0,0.0018018018018018018,0.0018018018018018018,0.0018018018018018018,0.0,0.0009009009009009009,50,4.504504504504505e-06
2024-07-31,HistGBM,151713,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,148642,0.0,0.0018018018018018018,0.0018018018018018018,0.0018018018018018018,0.0,0.0009009009009009009,50,4.504504504504505e-06
2024-07-31,HistGBM,118942,0.0,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.0,0.0033783783783783786,50,1.6891891891891892e-05
2024-07-31,HistGBM,120484,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,130206,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,120486,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,130722,0.0,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.0,0.0045045045045045045,50,2.2522522522522523e-05
2024-07-31,HistGBM,120488,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,133801,0.0,0.001001001001001001,0.001001001001001001,0.001001001001001001,0.0,0.0005005005005005005,50,2.5025025025025024e-06
2024-07-31,HistGBM,120490,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,150187,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,151724,0.0,0.000819000819000819,0.000819000819000819,0.000819000819000819,0.0,0.0004095004095004095,50,2.0475020475020476e-06
2024-07-31,HistGBM,120492,0.0,0.003861003861003861,0.003861003861003861,0.003861003861003861,0.0,0.0019305019305019305,50,9.652509652509653e-06
2024-07-31,HistGBM,120494,0.0,0.0033783783783783786,0.0033783783783783786,0.0033783783783783786,0.0,0.0016891891891891893,50,8.445945945945946e-06
2024-07-31,HistGBM,151727,0.0,0.000819000819000819,0.000819000819000819,0.000819000819000819,0.0,0.0004095004095004095,50,2.0475020475020476e-06
2024-07-31,HistGBM,149679,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,149166,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,143537,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,148662,0.0,0.002702702702702703,0.002702702702702703,0.002702702702702703,0.0,0.0013513513513513514,50,6.7567567567567575e-06
2024-07-31,HistGBM,118968,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,150716,0.0,0.001001001001001001,0.001001001001001001,0.001001001001001001,0.0,0.0005005005005005005,50,2.5025025025025024e-06
2024-07-31,HistGBM,149185,0.0,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.0,0.0033783783783783786,50,1.6891891891891892e-05
2024-07-31,HistGBM,118979,0.0,0.001001001001001001,0.001001001001001001,0.001001001001001001,0.0,0.0005005005005005005,50,2.5025025025025024e-06
2024-07-31,HistGBM,118469,0.0,0.001001001001001001,0.001001001001001001,0.001001001001001001,0.0,0.0005005005005005005,50,2.5025025025025024e-06
2024-07-31,HistGBM,149190,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,120520,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,119498,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,119501,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,151757,0.0,0.001001001001001001,0.001001001001001001,0.001001001001001001,0.0,0.0005005005005005005,50,2.5025025025025024e-06
2024-07-31,HistGBM,150738,0.0,0.000819000819000819,0.000819000819000819,0.000819000819000819,0.0,0.0004095004095004095,50,2.0475020475020476e-06
2024-07-31,HistGBM,119511,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,119514,0.0,0.001001001001001001,0.001001001001001001,0.001001001001001001,0.0,0.0005005005005005005,50,2.5025025025025024e-06
2024-07-31,HistGBM,150751,0.0,0.002702702702702703,0.002702702702702703,0.002702702702702703,0.0,0.0013513513513513514,50,6.7567567567567575e-06
2024-07-31,HistGBM,151777,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,138472,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,119016,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,120043,0.0,0.002702702702702703,0.002702702702702703,0.002702702702702703,0.0,0.0013513513513513514,50,6.7567567567567575e-06
2024-07-31,HistGBM,118508,0.0,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.0,0.0045045045045045045,50,2.2522522522522523e-05
2024-07-31,HistGBM,150251,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,120046,0.0,0.003861003861003861,0.003861003861003861,0.003861003861003861,0.0,0.0019305019305019305,50,9.652509652509653e-06
2024-07-31,HistGBM,148721,0.0,0.000819000819000819,0.000819000819000819,0.000819000819000819,0.0,0.0004095004095004095,50,2.0475020475020476e-06
2024-07-31,HistGBM,151796,0.0,0.003861003861003861,0.003861003861003861,0.003861003861003861,0.0,0.0019305019305019305,50,9.652509652509653e-06
2024-07-31,HistGBM,133364,0.0,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.0,0.0045045045045045045,50,2.2522522522522523e-05
2024-07-31,HistGBM,148726,0.0,0.000819000819000819,0.000819000819000819,0.000819000819000819,0.0,0.0004095004095004095,50,2.0475020475020476e-06
2024-07-31,HistGBM,147704,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,150264,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,151290,0.0,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.0,0.0033783783783783786,50,1.6891891891891892e-05
2024-07-31,HistGBM,148729,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,148733,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,149254,0.0,0.000819000819000819,0.000819000819000819,0.000819000819000819,0.0,0.0004095004095004095,50,2.0475020475020476e-06
2024-07-31,HistGBM,151814,0.0,0.000819000819000819,0.000819000819000819,0.000819000819000819,0.0,0.0004095004095004095,50,2.0475020475020476e-06
2024-07-31,HistGBM,139527,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,148745,0.0,0.000819000819000819,0.000819000819000819,0.000819000819000819,0.0,0.0004095004095004095,50,2.0475020475020476e-06
2024-07-31,HistGBM,133386,0.0,0.0033783783783783786,0.0033783783783783786,0.0033783783783783786,0.0,0.0016891891891891893,50,8.445945945945946e-06
2024-07-31,HistGBM,118539,0.0,0.001001001001001001,0.001001001001001001,0.001001001001001001,0.0,0.0005005005005005005,50,2.5025025025025024e-06
2024-07-31,HistGBM,120073,0.0,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.0,0.0033783783783783786,50,1.6891891891891892e-05
2024-07-31,HistGBM,150797,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,146191,0.0,0.003861003861003861,0.003861003861003861,0.003861003861003861,0.0,0.0019305019305019305,50,9.652509652509653e-06
2024-07-31,HistGBM,149264,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,139538,0.0,0.0033783783783783786,0.0033783783783783786,0.0033783783783783786,0.0,0.0016891891891891893,50,8.445945945945946e-06
2024-07-31,HistGBM,120084,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,141588,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,118551,0.0,0.002702702702702703,0.002702702702702703,0.002702702702702703,0.0,0.0013513513513513514,50,6.7567567567567575e-06
2024-07-31,HistGBM,148760,0.0,0.002702702702702703,0.002702702702702703,0.002702702702702703,0.0,0.0013513513513513514,50,6.7567567567567575e-06
2024-07-31,HistGBM,151833,0.0,0.0033783783783783786,0.0033783783783783786,0.0033783783783783786,0.0,0.0016891891891891893,50,8.445945945945946e-06
2024-07-31,HistGBM,118557,0.0,0.001001001001001001,0.001001001001001001,0.001001001001001001,0.0,0.0005005005005005005,50,2.5025025025025024e-06
2024-07-31,HistGBM,149790,0.0,0.0018018018018018018,0.0018018018018018018,0.0018018018018018018,0.0,0.0009009009009009009,50,4.504504504504505e-06
2024-07-31,HistGBM,142110,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,150815,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,146721,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,149279,0.0,0.0022522522522522522,0.0022522522522522522,0.0022522522522522522,0.0,0.0011261261261261261,50,5.630630630630631e-06
2024-07-31,HistGBM,149283,0.0,0.000819000819000819,0.000819000819000819,0.000819000819000819,0.0,0.0004095004095004095,50,2.0475020475020476e-06
2024-07-31,HistGBM,149288,0.0,0.000819000819000819,0.000819000819000819,0.000819000819000819,0.0,0.0004095004095004095,50,2.0475020475020476e-06
2024-07-31,HistGBM,150313,0.0,0.000819000819000819,0.000819000819000819,0.000819000819000819,0.0,0.0004095004095004095,50,2.0475020475020476e-06
2024-07-31,HistGBM,150316,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,131373,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,123693,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,151853,0.0,0.001001001001001001,0.001001001001001001,0.001001001001001001,0.0,0.0005005005005005005,50,2.5025025025025024e-06
2024-07-31,HistGBM,120621,0.0,0.001001001001001001,0.001001001001001001,0.001001001001001001,0.0,0.0005005005005005005,50,2.5025025025025024e-06
2024-07-31,HistGBM,119605,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,150842,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,149307,0.0,0.0022522522522522522,0.0022522522522522522,0.0022522522522522522,0.0,0.0011261261261261261,50,5.630630630630631e-06
2024-07-31,HistGBM,140613,0.0,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.0,0.0033783783783783786,50,1.6891891891891892e-05
2024-07-31,HistGBM,149830,0.0,0.002702702702702703,0.002702702702702703,0.002702702702702703,0.0,0.0013513513513513514,50,6.7567567567567575e-06
2024-07-31,HistGBM,149318,0.0,0.001001001001001001,0.001001001001001001,0.001001001001001001,0.0,0.0005005005005005005,50,2.5025025025025024e-06
2024-07-31,HistGBM,150344,0.0,0.0018018018018018018,0.0018018018018018018,0.0018018018018018018,0.0,0.0009009009009009009,50,4.504504504504505e-06
2024-07-31,HistGBM,136007,0.0,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.0,0.0045045045045045045,50,2.2522522522522523e-05
2024-07-31,HistGBM,141642,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,119118,0.0,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.0,0.0033783783783783786,50,1.6891891891891892e-05
2024-07-31,HistGBM,150865,0.0,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.0,0.0045045045045045045,50,2.2522522522522523e-05
2024-07-31,HistGBM,149331,0.0,0.0018018018018018018,0.0018018018018018018,0.0018018018018018018,0.0,0.0009009009009009009,50,4.504504504504505e-06
2024-07-31,HistGBM,147796,0.0,0.000819000819000819,0.000819000819000819,0.000819000819000819,0.0,0.0004095004095004095,50,2.0475020475020476e-06
2024-07-31,HistGBM,146772,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,148822,0.0,0.0018018018018018018,0.0018018018018018018,0.0018018018018018018,0.0,0.0009009009009009009,50,4.504504504504505e-06
2024-07-31,HistGBM,149847,0.0,0.0018018018018018018,0.0018018018018018018,0.0018018018018018018,0.0,0.0009009009009009009,50,4.504504504504505e-06
2024-07-31,HistGBM,118615,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,151379,0.0,0.003861003861003861,0.003861003861003861,0.003861003861003861,0.0,0.0019305019305019305,50,9.652509652509653e-06
2024-07-31,HistGBM,120670,0.0,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.0,0.0045045045045045045,50,2.2522522522522523e-05
2024-07-31,HistGBM,119135,0.0,0.0033783783783783786,0.0033783783783783786,0.0033783783783783786,0.0,0.0016891891891891893,50,8.445945945945946e-06
2024-07-31,HistGBM,134494,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,149345,0.0,0.0022522522522522522,0.0022522522522522522,0.0022522522522522522,0.0,0.0011261261261261261,50,5.630630630630631e-06
2024-07-31,HistGBM,120684,0.0,0.000819000819000819,0.000819000819000819,0.000819000819000819,0.0,0.0004095004095004095,50,2.0475020475020476e-06
2024-07-31,HistGBM,150892,0.0,0.000819000819000819,0.000819000819000819,0.000819000819000819,0.0,0.0004095004095004095,50,2.0475020475020476e-06
2024-07-31,HistGBM,133791,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,149361,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,144754,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.002702702702702703,50,1.3513513513513515e-05
2024-07-31,HistGBM,147826,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.0,0.0022522522522522522,50,1.1261261261261261e-05
2024-07-31,HistGBM,150902,0.0,0.000819000819000819,0.000819000819000819,0.000819000819000819,0.0,0.0004095004095004095,50,2.0475020475020476e-06
2024-07-31,HistGBM,149878,0.0,0.0022522522522522522,0.0022522522522522522,0.0022522522522522522,0.0,0.0011261261261261261,50,5.630630630630631e-06
