Block,HistGBM_1m_Gross,HistGBM_1m_Net_50bps,Mom_1m_Gross,Mom_1m_Net_50bps,Bmk_1m_Gross,Bmk_1m_Net_50bps,Susp_Weight_Avg,Turnover_Total
2024-07-31,-0.008334263366924222,-0.019755537619936092,-0.012677777729954154,-0.021723857200307006,-0.003911743407817192,-0.00936060525257243,0.0,1.8193119455985063
2025-01-31,0.06762013004850309,0.05575632345070236,0.05562302597627666,0.047433679503575465,0.06470014326106921,0.06412563871499066,0.008298936837966326,2.2695530871467366
2025-07-31,0.01966923225913142,0.008150351915300114,0.038600595136703,0.03238916552058413,0.01939439138520016,0.019071710739608116,0.007830847788039432,2.2947032816669757
