scheme_code,scheme_name,normalized_underlying_name,AMC,plan_classification,classification_confidence,category,category_status,prediction_date,past_start_intended,past_start_actual,prediction_NAV_date,future_end_intended,future_end_actual,past_5y_CAGR,future_5y_CAGR,success_future_ge_12,identity_status,discontinuation_status,successor_scheme_code,window_status,source_file_ids
120377,ICICI Prudential Balanced Advantage Fund - Direct Plan -  Growth,balanced advantage fund,balanced,Direct Growth,high,Hybrid,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,12.6108,10.853,False,unverified,active,,complete,AMFI
120395,Invesco India PSU Equity Fund - Direct Plan - Growth,india psu equity fund,india,Direct Growth,high,Equity,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,12.4149,24.3832,True,unverified,active,,complete,AMFI
120484,JM Aggressive Hybrid Fund (Direct) - Growth Option,jm aggressive hybrid fund,jm,Direct Growth,high,Hybrid,current_category_proxy,2019-03-31,2014-03-31,2014-03-31,2019-03-31,2024-03-31,2024-03-31,11.2038,18.6893,True,unverified,active,,complete,AMFI
120490,JM Large Cap Fund (Direct) - Growth Option,jm large cap fund,jm,Direct Growth,high,Equity,current_category_proxy,2019-03-31,2014-03-31,2014-03-31,2019-03-31,2024-03-31,2024-03-31,12.5381,17.7556,True,unverified,active,,complete,AMFI
120490,JM Large Cap Fund (Direct) - Growth Option,jm large cap fund,jm,Direct Growth,high,Equity,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,11.4081,11.8608,False,unverified,active,,complete,AMFI
120517,Aditya Birla Sun Life Equity Hybrid'95 Fund - Direct Plan-Growth,equity hybrid'95 fund,equity,Direct Growth,high,Equity,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,11.6784,9.7375,False,unverified,active,,complete,AMFI
120524,Axis Multi Asset Allocation Fund - Direct Plan - Growth Option,multi asset allocation fund,multi,Direct Growth,high,Hybrid,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,12.4228,11.3911,False,unverified,active,,complete,AMFI
120591,ICICI Prudential Smallcap Fund - Direct Plan - Growth,smallcap fund,smallcap,Direct Growth,high,Other,current_category_proxy,2019-03-31,2014-03-31,2014-03-31,2019-04-01,2024-03-31,2024-03-31,12.8135,25.8796,True,unverified,active,,complete,AMFI
120603,ICICI Prudential All Seasons Bond Fund - Direct Plan - Growth,all seasons bond fund,all,Direct Growth,high,Debt,current_category_proxy,2018-03-31,2013-03-31,2013-04-02,2018-03-28,2023-03-31,2023-03-31,11.7148,8.0887,False,unverified,active,,complete,AMFI
120603,ICICI Prudential All Seasons Bond Fund - Direct Plan - Growth,all seasons bond fund,all,Direct Growth,high,Debt,current_category_proxy,2019-03-31,2014-03-31,2014-03-31,2019-03-29,2024-03-31,2024-03-31,11.202,8.3569,False,unverified,active,,complete,AMFI
120621,ICICI Prudential Infrastructure Fund - Direct Plan -  Growth,infrastructure fund,infrastructure,Direct Growth,high,Other,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,12.2441,24.3545,True,unverified,active,,complete,AMFI
120665,UTI Large & Mid Cap Fund - Direct Plan - Growth Option,large & mid cap fund,large,Direct Growth,high,Equity,current_category_proxy,2019-03-31,2014-03-31,2014-03-31,2019-04-01,2024-03-31,2024-03-31,12.9089,18.9501,True,unverified,active,,complete,AMFI
120665,UTI Large & Mid Cap Fund - Direct Plan - Growth Option,large & mid cap fund,large,Direct Growth,high,Equity,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,12.06,16.6881,True,unverified,active,,complete,AMFI
120674,UTI Aggressive Hybrid Fund -Direct Plan - Growth,aggressive hybrid fund,aggressive,Direct Growth,high,Hybrid,current_category_proxy,2019-03-31,2014-03-31,2014-03-31,2019-04-01,2024-03-31,2024-03-31,12.3465,15.8023,True,unverified,active,,complete,AMFI
120674,UTI Aggressive Hybrid Fund -Direct Plan - Growth,aggressive hybrid fund,aggressive,Direct Growth,high,Hybrid,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,11.7335,13.5293,True,unverified,active,,complete,AMFI
120679,ICICI Prudential Dynamic Asset Allocation Active FOF - Direct Plan - Growth,dynamic asset allocation active fof,dynamic,Direct Growth,high,FoF/International,current_category_proxy,2018-03-31,2013-03-31,2013-04-01,2018-04-02,2023-03-31,2023-03-31,12.4072,12.6876,True,unverified,active,,complete,AMFI
120679,ICICI Prudential Dynamic Asset Allocation Active FOF - Direct Plan - Growth,dynamic asset allocation active fof,dynamic,Direct Growth,high,FoF/International,current_category_proxy,2019-03-31,2014-03-31,2014-03-31,2019-04-01,2024-03-31,2024-03-31,12.0674,14.8619,True,unverified,active,,complete,AMFI
120682,UTI - MNC Fund - Growth Option - Direct,mnc fund,mnc,Direct Growth,high,Other,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,11.3089,9.0476,False,unverified,active,,complete,AMFI
120688,ICICI Prudential Exports & Services Fund - Direct Plan - Growth,exports & services fund,exports,Direct Growth,high,Other,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,11.5579,16.165,True,unverified,active,,complete,AMFI
120716,UTI Nifty 50 Index Fund - Growth Option- Direct,nifty 50 index fund,nifty,Direct Growth,high,Other,current_category_proxy,2019-03-31,2014-03-31,2014-03-31,2019-04-01,2024-03-31,2024-03-31,12.8059,14.8794,True,unverified,active,,complete,AMFI
120728,UTI Infrastructure Fund-Growth Option- Direct,infrastructure fund,infrastructure,Direct Growth,high,Other,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,12.4377,14.5873,True,unverified,active,,complete,AMFI
120751,UTI Value Fund - Direct Plan - Growth Option,value fund,value,Direct Growth,high,Other,current_category_proxy,2019-03-31,2014-03-31,2014-03-31,2019-04-01,2024-03-31,2024-03-31,12.2136,17.8126,True,unverified,active,,complete,AMFI
120779,UTI Conservative Hybrid Fund - Direct Plan - Growth Option,conservative hybrid fund,conservative,Direct Growth,high,Hybrid,current_category_proxy,2018-03-31,2013-03-31,2013-04-02,2018-03-28,2023-03-31,2023-03-31,11.8075,7.0876,False,unverified,active,,complete,AMFI
120780,UTI India Consumer Fund - Direct Plan - Growth Option,india consumer fund,india,Direct Growth,high,Other,current_category_proxy,2019-03-31,2014-03-31,2014-03-31,2019-04-01,2024-03-31,2024-03-31,11.2497,15.1302,True,unverified,active,,complete,AMFI
120780,UTI India Consumer Fund - Direct Plan - Growth Option,india consumer fund,india,Direct Growth,high,Other,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,12.0401,10.2425,False,unverified,active,,complete,AMFI
120782,UTI Healthcare Fund - Direct Plan - Growth Option,healthcare fund,healthcare,Direct Growth,high,Other,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,11.1036,15.4373,True,unverified,active,,complete,AMFI
120821,quant Multi Asset Allocation Fund-GROWTH OPTION-Direct Plan,quant multi asset allocation fund,quant,Direct Growth,high,Hybrid,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,12.0307,24.8338,True,unverified,active,,complete,AMFI
120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant mid cap fund,quant,Direct Growth,high,Equity,current_category_proxy,2018-03-31,2013-03-31,2013-04-01,2018-03-31,2023-03-31,2023-03-31,12.5214,19.9805,True,unverified,active,,complete,AMFI
120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant mid cap fund,quant,Direct Growth,high,Equity,current_category_proxy,2019-03-31,2014-03-31,2014-03-31,2019-03-31,2024-03-31,2024-03-31,11.3792,31.6638,True,unverified,active,,complete,AMFI
125711,Shriram Aggressive Hybrid Fund- Direct Growth,shriram aggressive hybrid fund,shriram,Direct Growth,high,Hybrid,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,11.3642,9.3164,False,unverified,active,,complete,AMFI
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,midcap fund,midcap,Direct Growth,high,Other,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,12.6414,21.246,True,unverified,active,,complete,AMFI
129193,HSBC Multi Asset Active FOF - Growth Direct,hsbc multi asset active fof,hsbc,Direct Growth,high,Hybrid,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,11.9334,12.442,True,unverified,active,,complete,AMFI
129200,HSBC Aggressive Hybrid Active FOF - Growth Direct,hsbc aggressive hybrid active fof,hsbc,Direct Growth,high,Hybrid,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,12.9623,11.1198,False,unverified,active,,complete,AMFI
129212,Sundaram Infrastructure Advantage Fund Direct Plan - Growth,infrastructure advantage fund,infrastructure,Direct Growth,high,Other,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,12.3131,18.2465,True,unverified,active,,complete,AMFI
130498,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,large and mid cap fund,large,Direct Growth,high,Equity,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,12.4926,16.3231,True,unverified,active,,complete,AMFI
130543,HDFC Income Plus Arbitrage Active FOF - Growth Option - Direct Plan,income plus arbitrage active fof,income,Direct Growth,high,Debt,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,12.8236,12.6197,True,unverified,active,,complete,AMFI
130860,Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Growth Option,japan equity fund,japan,Direct Growth,high,Equity,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,11.4197,8.9409,False,unverified,active,,complete,AMFI
130861,Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Bonus Option,japan equity fund,japan,Direct Growth,high,Equity,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,11.4197,8.9409,False,unverified,active,,complete,AMFI
131670,Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option,balanced advantage fund,balanced,Direct Growth,high,Hybrid,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,12.9642,10.6091,False,unverified,active,,complete,AMFI
131865,Aditya Birla Sun Life Multi Asset Omni FoF- Direct Plan - Growth Option,multi asset omni fof,multi,Direct Growth,high,Hybrid,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,12.453,13.6136,True,unverified,active,,complete,AMFI
132140,Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct plan - Growth Option,global emerging opportunities fund,global,Direct Growth,high,FoF/International,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,11.9403,9.61,False,unverified,active,,complete,AMFI
133801,Kotak Infrastructure & Economic Reform Fund- Direct Plan- Growth Option,infrastructure & economic reform fund,infrastructure,Direct Growth,high,Other,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,12.8062,19.9246,True,unverified,active,,complete,AMFI
135762,Axis Children's Fund - Lock in - Direct Growth,children's fund lock in,children's,Direct Growth,high,Other,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,12.883,8.2541,False,unverified,active,,complete,AMFI
135810,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,india pharma & healthcare fund,india,Direct Growth,high,Other,current_category_proxy,2021-03-31,2016-03-31,2016-03-31,2021-03-31,2026-03-31,2026-03-31,11.2722,15.5059,True,unverified,active,,complete,AMFI
