scheme_code,scheme_name,isin_growth,original_scheme_name,normalized_underlying_name,normalization_rule_version,is_direct,is_regular,is_growth,is_idcw,plan_classification,manual_classification,reviewer_reason,audit_timestamp
149119,Union Money Market Fund - Direct Plan - Daily IDCW Option,,Union Money Market Fund - Direct Plan - Daily IDCW Option,union money market fund daily,1.0,True,False,False,True,Direct IDCW,,,
134798,UTI FTIF Series XXII-IV (1098 Days) - Direct Plan - Maturity Div Option,INF789FB1VM6,UTI FTIF Series XXII-IV (1098 Days) - Direct Plan - Maturity Div Option,ftif series xxii iv 1098 days maturity,1.0,True,False,False,True,Direct IDCW,,,
120290,SaharaTax Gain-Dividend- Direct,INF515L01783,SaharaTax Gain-Dividend- Direct,saharatax gain,1.0,True,False,False,True,Direct IDCW,,,
148125,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW,INF789F1AQC9,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW,dynamic bond fund segregated 17022020 annual,1.0,True,False,False,True,Direct IDCW,,,
119384,BANK OF INDIA Short Term Income Fund-Direct Plan- Quarterly IDCW,INF761K01777,BANK OF INDIA Short Term Income Fund-Direct Plan- Quarterly IDCW,bank of india short term income fund quarterly,1.0,True,False,False,True,Direct IDCW,,,
118959,HDFC Floating Rate Debt Fund - Direct Plan - Daily IDCW,,HDFC Floating Rate Debt Fund - Direct Plan - Daily IDCW,floating rate debt fund daily,1.0,True,False,False,True,Direct IDCW,,,
127971,DHFL Pramerica Income Fund - Direct Plan - Quarterly Dividend Option,INF663L01EQ1,DHFL Pramerica Income Fund - Direct Plan - Quarterly Dividend Option,dhfl pramerica income fund quarterly,1.0,True,False,False,True,Direct IDCW,,,
148752,Invesco India ESG Integration Strategy Fund - Direct Plan - IDCW (Payout / Reinvestment),INF205KA1320,Invesco India ESG Integration Strategy Fund - Direct Plan - IDCW (Payout / Reinvestment),india esg integration strategy fund /,1.0,True,False,False,True,Direct IDCW,,,
124369,SBI DEBT FUND SERIES - 366 DAYS - 39 - DIRECT PLAN - DIVIDEND,INF200K013S0,SBI DEBT FUND SERIES - 366 DAYS - 39 - DIRECT PLAN - DIVIDEND,debt fund series 366 days 39,1.0,True,False,False,True,Direct IDCW,,,
133384,Motilal Oswal ELSS Tax Saver Fund Direct - IDCW Payout,INF247L01577,Motilal Oswal ELSS Tax Saver Fund Direct - IDCW Payout,elss tax saver fund,1.0,True,False,False,True,Direct IDCW,,,
135173,JM Arbitrage Fund (Direct) - Annual IDCW,INF192K01KY4,JM Arbitrage Fund (Direct) - Annual IDCW,jm arbitrage fund annual,1.0,True,False,False,True,Direct IDCW,,,
123743,Reliance Fixed Horizon Fund - XXIV - Series 15 -Direct Plan -Dividend Payout option,INF204KA1UM9,Reliance Fixed Horizon Fund - XXIV - Series 15 -Direct Plan -Dividend Payout option,reliance fixed horizon fund xxiv series 15,1.0,True,False,False,True,Direct IDCW,,,
125317,ICICI Prudential Fixed Maturity Plan-Series 71-366 Days Plan C - Direct Plan - Dividend,INF109KA19G8,ICICI Prudential Fixed Maturity Plan-Series 71-366 Days Plan C - Direct Plan - Dividend,fixed maturity series 71 366 days c,1.0,True,False,False,True,Direct IDCW,,,
120589,ICICI Prudential Gilt Fund - Direct Plan - IDCW,INF109K016C9,ICICI Prudential Gilt Fund - Direct Plan - IDCW,gilt fund,1.0,True,False,False,True,Direct IDCW,,,
120114,DHFL Pramerica Short Term Income Fund - Direct Plan-Monthly Dividend Option,INF663L01930,DHFL Pramerica Short Term Income Fund - Direct Plan-Monthly Dividend Option,dhfl pramerica short term income fund monthly,1.0,True,False,False,True,Direct IDCW,,,
139318,UTI FTIF Series XXIV-XII (1099 Days)- Direct Plan - Annual Div Option,INF789FC1741,UTI FTIF Series XXIV-XII (1099 Days)- Direct Plan - Annual Div Option,ftif series xxiv xii 1099 days annual,1.0,True,False,False,True,Direct IDCW,,,
126278,SBI Tax Advantage Fund-Series- III - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01X14,SBI Tax Advantage Fund-Series- III - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),tax advantage fund series iii income distribution cum capital withdrawal,1.0,True,False,False,True,Direct IDCW,,,
129956,Aditya Birla Sun Life Fixed Term Plan-Series LO (1142 days) - Direct Plan-Normal Dividend,INF209KA17F2,Aditya Birla Sun Life Fixed Term Plan-Series LO (1142 days) - Direct Plan-Normal Dividend,fixed term series lo 1142 days normal,1.0,True,False,False,True,Direct IDCW,,,
135565,SBI DEBT FUND SERIES B - 26 (1100 DAYS) - DIRECT PLAN - DIVIDEND,INF200KA1GU5,SBI DEBT FUND SERIES B - 26 (1100 DAYS) - DIRECT PLAN - DIVIDEND,debt fund series b 26 1100 days,1.0,True,False,False,True,Direct IDCW,,,
127478,Religare Invesco Fixed Maturity Plan - Series 22 - Plan K (367 Days) - Direct Plan - Dividend Payout Option,INF205K01ZH7,Religare Invesco Fixed Maturity Plan - Series 22 - Plan K (367 Days) - Direct Plan - Dividend Payout Option,religare invesco fixed maturity series 22 k 367 days,1.0,True,False,False,True,Direct IDCW,,,
119545,Sundaram Equity Hybrid Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01MN5,Sundaram Equity Hybrid Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),equity hybrid fund income distribution cum capital withdrawal,1.0,True,False,False,True,Direct IDCW,,,
142569,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 6 - DIRECT Plan - IDCW Option,INF204KB1VB9,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 6 - DIRECT Plan - IDCW Option,fixed horizon fund xxxvi series 6,1.0,True,False,False,True,Direct IDCW,,,
142733,IDFC Fixed Term Plan Series 142 Direct Plan -Halfyearly-IDCW (1139 Days),INF194KA12F7,IDFC Fixed Term Plan Series 142 Direct Plan -Halfyearly-IDCW (1139 Days),fixed term series 142 halfyearly 1139 days,1.0,True,False,False,True,Direct IDCW,,,
119703,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan E - Direct Plan - Dividend Payout,INF903J01PY5,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan E - Direct Plan - Dividend Payout,fixed income interval fund quarterly series e,1.0,True,False,False,True,Direct IDCW,,,
120787,UTI - CRTS 81 - Dividend Option- Direct,,UTI - CRTS 81 - Dividend Option- Direct,crts 81,1.0,True,False,False,True,Direct IDCW,,,
135182,ICICI Prudential Capital Protection Oriented Fund - Series VIII -1105 Days Plan H Direct Plan Dividend Option,INF109KB1LC4,ICICI Prudential Capital Protection Oriented Fund - Series VIII -1105 Days Plan H Direct Plan Dividend Option,capital protection oriented fund series viii 1105 days h,1.0,True,False,False,True,Direct IDCW,,,
129198,HSBC Income Plus Arbitrage Active FOF Direct Plan IDCW,INF336L01IN2,HSBC Income Plus Arbitrage Active FOF Direct Plan IDCW,hsbc income plus arbitrage active fof,1.0,True,False,False,True,Direct IDCW,,,
141571,UTI FTIF Series XXVII-III (1096 Days) - Direct Plan - Maturity Div Option,INF789FC1N41,UTI FTIF Series XXVII-III (1096 Days) - Direct Plan - Maturity Div Option,ftif series xxvii iii 1096 days maturity,1.0,True,False,False,True,Direct IDCW,,,
129270,UTI FTIF Series XVIII -VI (367 DAYS)-Quarterly Div Option - Direct,INF789FA1GI6,UTI FTIF Series XVIII -VI (367 DAYS)-Quarterly Div Option - Direct,ftif series xviii vi 367 days quarterly,1.0,True,False,False,True,Direct IDCW,,,
119515,Aditya Birla Sun Life Infrastructure Fund -  Direct - IDCW,INF209K01WG8,Aditya Birla Sun Life Infrastructure Fund -  Direct - IDCW,infrastructure fund,1.0,True,False,False,True,Direct IDCW,,,
118522,Templeton India CHILDREN's ASSET PLAN GIFT - Direct - Dividend,INF090I01KK3,Templeton India CHILDREN's ASSET PLAN GIFT - Direct - Dividend,templeton india children's asset gift,1.0,True,False,False,True,Direct IDCW,,,
119416,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - WEEKLY IDCW OPTION,INF251K01SL8,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - WEEKLY IDCW OPTION,baroda bnp paribas liquid fund weekly,1.0,True,False,False,True,Direct IDCW,,,
133333,SBI DEBT FUND SERIES B - 6 (1111 DAYS) - DIRECT PLAN - DIVIDEND,INF200KA1267,SBI DEBT FUND SERIES B - 6 (1111 DAYS) - DIRECT PLAN - DIVIDEND,debt fund series b 6 1111 days,1.0,True,False,False,True,Direct IDCW,,,
148458,NIPPON INDIA MULTI ASSET ALLOCATION FUND - DIRECT Plan - IDCW Option,INF204KB10W1,NIPPON INDIA MULTI ASSET ALLOCATION FUND - DIRECT Plan - IDCW Option,multi asset allocation fund,1.0,True,False,False,True,Direct IDCW,,,
135096,HDFC FMP 1126D July 2015 (1) - Direct Option - Dividend Option,INF179KB1FX7,HDFC FMP 1126D July 2015 (1) - Direct Option - Dividend Option,fmp 1126d july 2015 1,1.0,True,False,False,True,Direct IDCW,,,
144648,DSP Corporate Bond Fund - Direct - IDCW - Quarterly ,INF740KA1KJ7,DSP Corporate Bond Fund - Direct - IDCW - Quarterly,corporate bond fund quarterly,1.0,True,False,False,True,Direct IDCW,,,
123996,SBI DEBT FUND SERIES - 366 DAYS - 38 - DIRECT PLAN - DIVIDEND,INF200K015R7,SBI DEBT FUND SERIES - 366 DAYS - 38 - DIRECT PLAN - DIVIDEND,debt fund series 366 days 38,1.0,True,False,False,True,Direct IDCW,,,
145033,NIPPON INDIA FIXED HORIZON FUND - XXXIX - SERIES 8 - DIRECT Plan - IDCW Option,INF204KB1K53,NIPPON INDIA FIXED HORIZON FUND - XXXIX - SERIES 8 - DIRECT Plan - IDCW Option,fixed horizon fund xxxix series 8,1.0,True,False,False,True,Direct IDCW,,,
143262,Parag Parikh Liquid Fund- Direct Plan- Monthly IDCW,INF879O01076,Parag Parikh Liquid Fund- Direct Plan- Monthly IDCW,parag parikh liquid fund monthly,1.0,True,False,False,True,Direct IDCW,,,
136473,LIC MF Nifty 100 ETF,INF767K01PC8,LIC MF Nifty 100 ETF,nifty 100 etf,1.0,False,False,False,False,Other,,,
106549,UTI - Fixed Income Interval Fund - Monthly Interval Plan - Institutional Dividend Option,INF789F01EV6,UTI - Fixed Income Interval Fund - Monthly Interval Plan - Institutional Dividend Option,fixed income interval fund monthly interval,1.0,False,False,False,True,Other,,,
145625,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O - Direct Plan Cumulative Option,INF109KC1PJ9,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O - Direct Plan Cumulative Option,fixed maturity series 84 1288 days o cumulative,1.0,True,False,False,False,Other,,,
127121,UTI FTIF Series XVII -X (367 DAYS)-Maturity Div Option,INF789FA1040,UTI FTIF Series XVII -X (367 DAYS)-Maturity Div Option,ftif series xvii x 367 days maturity,1.0,False,False,False,True,Other,,,
110673,Kotak Quarterly Interval Plan Series 10 - Dividend,INF174K01CL6,Kotak Quarterly Interval Plan Series 10 - Dividend,quarterly interval series 10,1.0,False,False,False,True,Other,,,
127234,ICICI Prudential Fixed Maturity Plan-Series 72-367 Days Plan R - Dividend,INF109KA17W9,ICICI Prudential Fixed Maturity Plan-Series 72-367 Days Plan R - Dividend,fixed maturity series 72 367 days r,1.0,False,False,False,True,Other,,,
141611,Nippon India Fixed Horizon Fund XXXIV- Series 8- Dividend Payout Option,INF204KB1PR7,Nippon India Fixed Horizon Fund XXXIV- Series 8- Dividend Payout Option,fixed horizon fund xxxiv series 8,1.0,False,False,False,True,Other,,,
133388,JM Dynamic Bond Fund - (Direct) - Half Yearly Bonus Option - Principal Units,INF192K01IP6,JM Dynamic Bond Fund - (Direct) - Half Yearly Bonus Option - Principal Units,jm dynamic bond fund half yearly principal units,1.0,True,False,False,False,Other,,,
131178,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan H Dividend Option,INF109KA1Q19,ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan H Dividend Option,capital protection oriented fund series vi 1100 days h,1.0,False,False,False,True,Other,,,
133034,Kotak  Arbitrage Fund -Payout of Income Distribution cum capital withdrawal option Bimonthly,INF174K01F18,Kotak  Arbitrage Fund -Payout of Income Distribution cum capital withdrawal option Bimonthly,arbitrage fund of income distribution cum capital withdrawal bimonthly,1.0,False,False,False,True,Other,,,
117239,ICICI Prudential Fixed Maturity Plan-Series 64-367 Days Plan A Dividend,INF109K01C29,ICICI Prudential Fixed Maturity Plan-Series 64-367 Days Plan A Dividend,fixed maturity series 64 367 days a,1.0,False,False,False,True,Other,,,
147859,ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Direct Plan Cumulative Option,INF109KC1G58,ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Direct Plan Cumulative Option,fixed maturity series 87 1214 days a cumulative,1.0,True,False,False,False,Other,,,
146017,ICICI Prudential Fixed Maturity Plan - Series 84 - 1204 Days Plan Y - Cumulative Option,INF109KC1RW8,ICICI Prudential Fixed Maturity Plan - Series 84 - 1204 Days Plan Y - Cumulative Option,fixed maturity series 84 1204 days y cumulative,1.0,False,False,False,False,Other,,,
140153,Nippon India Fixed Horizon Fund XXXII- Series 1- Dividend Payout Option,INF204KB1FN7,Nippon India Fixed Horizon Fund XXXII- Series 1- Dividend Payout Option,fixed horizon fund xxxii series 1,1.0,False,False,False,True,Other,,,
121090,ICICI Prudential Capital Protection Oriented Fund III - PLAN F - 36 Months - Dividend,INF109K012F1,ICICI Prudential Capital Protection Oriented Fund III - PLAN F - 36 Months - Dividend,capital protection oriented fund iii f 36 months,1.0,False,False,False,True,Other,,,
118035,Reliance Fixed Horizon Fund - XXII - Series 33- Grwoth Option,INF204K01WF1,Reliance Fixed Horizon Fund - XXII - Series 33- Grwoth Option,reliance fixed horizon fund xxii series 33 grwoth,1.0,False,False,False,False,Other,,,
116503,Kotak FMP Series 71 (18M) - Dividend,INF174K01HE0,Kotak FMP Series 71 (18M) - Dividend,fmp series 71 18m,1.0,False,False,False,True,Other,,,
148282,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option,INF204KB11T5,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option,equity savings fund segregated portfolio 2 monthly,1.0,False,False,False,True,Other,,,
116445,Birla Sun Life Fixed Term Plan-Series EC-Dividend,INF209K01NW4,Birla Sun Life Fixed Term Plan-Series EC-Dividend,birla sun life fixed term series ec,1.0,False,False,False,True,Other,,,
142582,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Direct Plan Cumulative Option,INF109KC1AC6,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Direct Plan Cumulative Option,fixed maturity series 82 1185 days n cumulative,1.0,True,False,False,False,Other,,,
129832,UTI FTIF Series XVIII - XII (366 Days) - Maturity Div Option,INF789FA1KM0,UTI FTIF Series XVIII - XII (366 Days) - Maturity Div Option,ftif series xviii xii 366 days maturity,1.0,False,False,False,True,Other,,,
150518,Motilal Oswal BSE Enhanced Value Index Fund-Direct plan,INF247L01BF2,Motilal Oswal BSE Enhanced Value Index Fund-Direct plan,bse enhanced value index fund,1.0,True,False,False,False,Other,,,
120965,Reliance Fixed Horizon Fund - XXIII - Series 1 - Dividend Payout Option,INF204K01X51,Reliance Fixed Horizon Fund - XXIII - Series 1 - Dividend Payout Option,reliance fixed horizon fund xxiii series 1,1.0,False,False,False,True,Other,,,
130247,UTI FTIF Series XIX - III (368 Days) - Flexi Div Option,INF789FA1OG4,UTI FTIF Series XIX - III (368 Days) - Flexi Div Option,ftif series xix iii 368 days flexi,1.0,False,False,False,True,Other,,,
115485,DWS Ultra Short Term Fund - Premium Plus Plan - Annual Dividend,INF223J01JN4,DWS Ultra Short Term Fund - Premium Plus Plan - Annual Dividend,dws ultra short term fund premium plus annual,1.0,False,False,False,True,Other,,,
115923,ICICI Prudential Fixed Maturity Plan - Series 57 - 3 Year Plan B Cumulative,INF109K01WC9,ICICI Prudential Fixed Maturity Plan - Series 57 - 3 Year Plan B Cumulative,fixed maturity series 57 3 year b cumulative,1.0,False,False,False,False,Other,,,
149891,Aditya Birla Sun Life Crisil IBX AAA- Jun 2023 Index Fund,INF209KB10H1,Aditya Birla Sun Life Crisil IBX AAA- Jun 2023 Index Fund,crisil ibx aaa jun 2023 index fund,1.0,False,False,False,False,Other,,,
146112,ICICI Prudential Fixed Maturity Plan - Series 84 - 1188 Days Plan Z - Cumulative Option,INF109KC1SC8,ICICI Prudential Fixed Maturity Plan - Series 84 - 1188 Days Plan Z - Cumulative Option,fixed maturity series 84 1188 days z cumulative,1.0,False,False,False,False,Other,,,
109216,Aditya Birla Sun Life Short Term Fund-Institutional Dividend Plan,INF209K01959,Aditya Birla Sun Life Short Term Fund-Institutional Dividend Plan,short term fund,1.0,False,False,False,True,Other,,,
116624,SBI DEBT FUND SERIES - 367 DAYS - 15 - DIVIDEND,INF200K01KM0,SBI DEBT FUND SERIES - 367 DAYS - 15 - DIVIDEND,debt fund series 367 days 15,1.0,False,False,False,True,Other,,,
149443,Franklin India Overnight Fund- Unclaimed IDCW Plan,,Franklin India Overnight Fund- Unclaimed IDCW Plan,india overnight fund unclaimed,1.0,False,False,False,True,Other,,,
117222,Reliance Dual Advantage Fixed Tenure Fund II - Plan C - Dividend Payout Option,INF204KA1X68,Reliance Dual Advantage Fixed Tenure Fund II - Plan C - Dividend Payout Option,reliance dual advantage fixed tenure fund ii c,1.0,False,False,False,True,Other,,,
109744,ICICI Prudential Bond Fund- Institutional Monthly Dividend,INF109K01ES3,ICICI Prudential Bond Fund- Institutional Monthly Dividend,bond fund monthly,1.0,False,False,False,True,Other,,,
152655,SBI Automotive Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option,INF200KB1191,SBI Automotive Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option,automotive opportunities fund income distribution cum capital withdrawal,1.0,True,False,False,False,Other,,,
140562,Nippon India Fixed Horizon Fund - XXXII - Series 9 - Dividend Payout Option,INF204KB1HN3,Nippon India Fixed Horizon Fund - XXXII - Series 9 - Dividend Payout Option,fixed horizon fund xxxii series 9,1.0,False,False,False,True,Other,,,
102545,UTI Low Duration Fund - Regular Plan - Bonus Option,INF789F01OS1,UTI Low Duration Fund - Regular Plan - Bonus Option,low duration fund,1.0,False,True,False,False,Other,,,
142763,ICICI Prudential Fixed Maturity Plan - Series 82 - 1136 Days Plan P - Quarterly IDCW Option,INF109KC1AL7,ICICI Prudential Fixed Maturity Plan - Series 82 - 1136 Days Plan P - Quarterly IDCW Option,fixed maturity series 82 1136 days p quarterly,1.0,False,False,False,True,Other,,,
139472,ICICI Prudential Capital Protection Oriented Fund - Series X - 1375 Days Plan B Dividend Plan,INF109KB1XA3,ICICI Prudential Capital Protection Oriented Fund - Series X - 1375 Days Plan B Dividend Plan,capital protection oriented fund series x 1375 days b,1.0,False,False,False,True,Other,,,
117674,HDFC FMP 371D July 2012 (2)-Dividend Option,INF179K01SP2,HDFC FMP 371D July 2012 (2)-Dividend Option,fmp 371d july 2012 2,1.0,False,False,False,True,Other,,,
143718,ICICI Prudential Fixed Maturity Plan - Series 83 - 1108 Days Plan H - Cumulative Option,INF109KC1FM4,ICICI Prudential Fixed Maturity Plan - Series 83 - 1108 Days Plan H - Cumulative Option,fixed maturity series 83 1108 days h cumulative,1.0,False,False,False,False,Other,,,
127052,ICICI Prudential Fixed Maturity Plan-Series 72-368 Days Plan P - Cumulative,INF109KA12Y6,ICICI Prudential Fixed Maturity Plan-Series 72-368 Days Plan P - Cumulative,fixed maturity series 72 368 days p cumulative,1.0,False,False,False,False,Other,,,
130951,ICICI Prudential Equity Arbitrage Fund - Direct Plan Bonus,INF109KA1C07,ICICI Prudential Equity Arbitrage Fund - Direct Plan Bonus,equity arbitrage fund,1.0,True,False,False,False,Other,,,
130421,HDFC FMP 750D June 2014 (1) - Direct Option - Flexi Option,INF179KA1TD1,HDFC FMP 750D June 2014 (1) - Direct Option - Flexi Option,fmp 750d june 2014 1 flexi,1.0,True,False,False,False,Other,,,
130251,UTI FTIF Series XIX - IV (366 Days) - Quarterly Div Option,INF789FB1B70,UTI FTIF Series XIX - IV (366 Days) - Quarterly Div Option,ftif series xix iv 366 days quarterly,1.0,False,False,False,True,Other,,,
147995,Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Monthly - IDCW,INF090I01UE5,Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Monthly - IDCW,india low duration fund segregated portfolio 2 10 90% vodafone idea ltd 02 sep 2023 monthly,1.0,False,False,False,True,Other,,,
147348,ICICI Prudential MNC Fund - IDCW Option,INF109KC1D77,ICICI Prudential MNC Fund - IDCW Option,mnc fund,1.0,False,False,False,True,Other,,,
149310,Unclaimed Redemption - Upto 3 years (Invested in DSP Overnight Fund),,Unclaimed Redemption - Upto 3 years (Invested in DSP Overnight Fund),unclaimed redemption upto 3 years invested in dsp overnight fund,1.0,False,False,False,False,Other,,,
131007,ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan G Direct Plan Cumulative Option,INF109KA1K80,ICICI Prudential Fixed Maturity Plan - Series 75 - 1100 Days Plan G Direct Plan Cumulative Option,fixed maturity series 75 1100 days g cumulative,1.0,True,False,False,False,Other,,,
116953,TFMP Series 39 Scheme I-Periodic Dividend,INF277K01HF8,TFMP Series 39 Scheme I-Periodic Dividend,tfmp series 39 scheme i periodic,1.0,False,False,False,True,Other,,,
121877,ICICI Prudential Fixed Maturity Plan-Series 67-3 Year Plan F - Dividend,INF109K010V2,ICICI Prudential Fixed Maturity Plan-Series 67-3 Year Plan F - Dividend,fixed maturity series 67 3 year f,1.0,False,False,False,True,Other,,,
141875,DSP Nifty 50 Equal Weight Index Fund - Regular Plan - Growth,INF740KA1CO4,DSP Nifty 50 Equal Weight Index Fund - Regular Plan - Growth,nifty 50 equal weight index fund,1.0,False,True,True,False,Regular Growth,,,
128604,HDFC FMP 390D March 2014 (1) - Regular Option-Growth Option,INF179KA17P6,HDFC FMP 390D March 2014 (1) - Regular Option-Growth Option,fmp 390d march 2014 1,1.0,False,True,True,False,Regular Growth,,,
123763,Sundaram Fixed Term Plan DT Regular Plan Growth,INF903J010U5,Sundaram Fixed Term Plan DT Regular Plan Growth,fixed term dt,1.0,False,True,True,False,Regular Growth,,,
129462,IDFC FTP-S 92(735 Days)_Regular Plan_Growth,INF194KA1D73,IDFC FTP-S 92(735 Days)_Regular Plan_Growth,ftp s 92 735 days _regular plan_growth,1.0,False,True,True,False,Regular Growth,,,
117541,Canara Robeco Gold Savings Fund - Regular Plan - Growth,INF760K01BW1,Canara Robeco Gold Savings Fund - Regular Plan - Growth,canara robeco gold savings fund,1.0,False,True,True,False,Regular Growth,,,
106166,CANARA ROBECO EQUITY HYBRID FUND - REGULAR PLAN - GROWTH OPTION,INF760K01050,CANARA ROBECO EQUITY HYBRID FUND - REGULAR PLAN - GROWTH OPTION,canara robeco equity hybrid fund,1.0,False,True,True,False,Regular Growth,,,
153174,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - Growth option,INF846K016Z8,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - Growth option,crisil ibx aaa bond nbfc hfc jun 2027 index fund,1.0,False,True,True,False,Regular Growth,,,
147405,Shriram Balanced Advantage Fund - Regular Growth,INF680P01174,Shriram Balanced Advantage Fund - Regular Growth,shriram balanced advantage fund,1.0,False,True,True,False,Regular Growth,,,
127684,IDFC FTP S-77(1170 Days)_Regular Plan_Growth,INF194KA1B34,IDFC FTP S-77(1170 Days)_Regular Plan_Growth,ftp s 77 1170 days _regular plan_growth,1.0,False,True,True,False,Regular Growth,,,
151235,Tata Multicap Fund - Regular Plan - Growth,INF277KA1703,Tata Multicap Fund - Regular Plan - Growth,multicap fund,1.0,False,True,True,False,Regular Growth,,,
106060,UTI Quarterly Interval Fund - I - Regular Plan - Growth Option,INF789F01GE7,UTI Quarterly Interval Fund - I - Regular Plan - Growth Option,quarterly interval fund i,1.0,False,True,True,False,Regular Growth,,,
124002,SBI DEBT FUND SERIES - 36 MONTHS - 5 - REGULAR PLAN - GROWTH,INF200K01D67,SBI DEBT FUND SERIES - 36 MONTHS - 5 - REGULAR PLAN - GROWTH,debt fund series 36 months 5,1.0,False,True,True,False,Regular Growth,,,
129435,Aditya Birla Sun Life Fixed Term Plan - Series LG (1157 days) - Regular Plan-Growth,INF209KA1Z65,Aditya Birla Sun Life Fixed Term Plan - Series LG (1157 days) - Regular Plan-Growth,fixed term series lg 1157 days,1.0,False,True,True,False,Regular Growth,,,
128596,SBI DEBT FUND SERIES A - 12 REGULAR PLAN - GROWTH,INF200K010C0,SBI DEBT FUND SERIES A - 12 REGULAR PLAN - GROWTH,debt fund series a 12,1.0,False,True,True,False,Regular Growth,,,
144636,BNP Paribas India Consumption Fund - Regular Plan - Growth Option,INF251K01PQ3,BNP Paribas India Consumption Fund - Regular Plan - Growth Option,bnp paribas india consumption fund,1.0,False,True,True,False,Regular Growth,,,
139405,SBI DEBT FUND SERIES B - 41(1100 DAYS)- REGULAR PALN - GROWTH,INF200KA1JP9,SBI DEBT FUND SERIES B - 41(1100 DAYS)- REGULAR PALN - GROWTH,debt fund series b 41 1100 days paln,1.0,False,True,True,False,Regular Growth,,,
152816,PGIM India Multi Cap Fund - Regular Plan - Growth Option,INF663L01Y87,PGIM India Multi Cap Fund - Regular Plan - Growth Option,pgim india multi cap fund,1.0,False,True,True,False,Regular Growth,,,
131864,Aditya Birla Sun Life Multi Asset Omni FoF- Regular Plan - Growth Option,INF084M01AE2,Aditya Birla Sun Life Multi Asset Omni FoF- Regular Plan - Growth Option,multi asset omni fof,1.0,False,True,True,False,Regular Growth,,,
152439,Edelweiss Technology Fund - Regular Plan - Growth,INF754K01SG1,Edelweiss Technology Fund - Regular Plan - Growth,edelweiss technology fund,1.0,False,True,True,False,Regular Growth,,,
125019,Canara Robeco Capital Protection Oriented Fund- Series 2 (Plan A) - Regular Plan - Growth,INF760K01GW0,Canara Robeco Capital Protection Oriented Fund- Series 2 (Plan A) - Regular Plan - Growth,canara robeco capital protection oriented fund series 2 a,1.0,False,True,True,False,Regular Growth,,,
147752,SBI Fixed Maturity Plan (FMP) - Series 22 (1106 Days) - Regular Plan - Growth,INF200KA1M10,SBI Fixed Maturity Plan (FMP) - Series 22 (1106 Days) - Regular Plan - Growth,fixed maturity fmp series 22 1106 days,1.0,False,True,True,False,Regular Growth,,,
149020,PGIM India Small Cap Fund - Regular Plan - Growth Option,INF663L01W30,PGIM India Small Cap Fund - Regular Plan - Growth Option,pgim india small cap fund,1.0,False,True,True,False,Regular Growth,,,
109175,JPMorgan India Active Bond Fund - Retail Plan - Growth Option,INF843K01344,JPMorgan India Active Bond Fund - Retail Plan - Growth Option,jpmorgan india active bond fund,1.0,False,True,True,False,Regular Growth,,,
128147,Axis Fixed Term Plan - Series 61 (1122 Days) - Regular Plan - Growth,INF846K01MS3,Axis Fixed Term Plan - Series 61 (1122 Days) - Regular Plan - Growth,fixed term series 61 1122 days,1.0,False,True,True,False,Regular Growth,,,
126709,HDFC FMP 370D January 2014 (1)- Regular Option-Growth Option,INF179KA1Y38,HDFC FMP 370D January 2014 (1)- Regular Option-Growth Option,fmp 370d january 2014 1,1.0,False,True,True,False,Regular Growth,,,
