total_primary_observations,unique_scheme_codes,unique_underlying_funds,funds_appearing_once,funds_appearing_twice,funds_appearing_three_times,funds_appearing_four_times,funds_appearing_more_than_four_times,maximum_observations_per_fund
142,111,87,83,25,3,0,0,3
