normalized_underlying_name,direct_scheme_code,regular_scheme_code,mapping_status,direct_scheme_codes,regular_scheme_codes
lic nomura mf fixed maturity series 60,,,rejected,,
lic nomura mf fixed maturity series 61,,,rejected,,
lic nomura mf fixed maturity series 62,,,rejected,,
lic nomura mf fixed maturity series 63,,,rejected,,
lic nomura mf fixed maturity series 66,,,rejected,,
lic nomura mf fixed maturity series 68,123558.0,123556.0,high_confidence_candidate,,
lic nomura mf fixed maturity series 69,123853.0,123852.0,high_confidence_candidate,,
lic nomura mf fixed maturity series 70,124153.0,124151.0,high_confidence_candidate,,
lic nomura mf fixed maturity series 71,124733.0,124731.0,high_confidence_candidate,,
lic nomura mf fixed maturity series 73,125927.0,125928.0,high_confidence_candidate,,
lic nomura mf fixed maturity series 75,127000.0,126998.0,high_confidence_candidate,,
lic nomura mf fixed maturity series 76,127429.0,127431.0,high_confidence_candidate,,
lic nomura mf fixed maturity series 77,128124.0,128126.0,high_confidence_candidate,,
lic nomura mf fixed maturity series 78,128367.0,128369.0,high_confidence_candidate,,
lic nomura mf fixed maturity series 79,128859.0,128857.0,high_confidence_candidate,,
lic nomura mf fixed maturity series 80 366 days,129181.0,129182.0,high_confidence_candidate,,
lic nomura mf fixed maturity series 81 371 days,129308.0,129307.0,high_confidence_candidate,,
lic nomura mf floater mip,,,rejected,,
lic nomura mf floating rate fund short term,,,rejected,,
lic nomura mf india vision fund,,,rejected,,
lic nomura mf opportunities fund,,,rejected,,
lic nomura mf rgess fund series 1,,,rejected,,
lic nomura mf systematic asset allocation fund,,,rejected,,
lic nomura mf top 100 fund,,,rejected,,
liquid fund,,,ambiguous,"[118857, 119568, 120389, 118364, 119091, 120197, 119766, 120249, 118859, 118701, 119800, 119861, 120304, 145834]","[107648, 100042, 112210, 112713, 108690, 101750, 100835, 101185, 111646, 100837, 105280, 102672, 102012, 145946]"
liquid fund formerly known as principal cash management fund,,,rejected,,
liquidity fund,119125.0,103347.0,high_confidence_candidate,,
liquidity management fund,119444.0,103632.0,high_confidence_candidate,,
long duration debt fund,,,rejected,,
long duration fund,,,ambiguous,"[150484, 151179, 151214, 151523, 152520, 152491, 153105]","[150482, 151178, 151212, 151527, 152518, 152489, 153107]"
long term advantage,,,rejected,,
long term advantage fund series i,132933.0,132924.0,high_confidence_candidate,,
long term advantage fund series ii,133364.0,133361.0,high_confidence_candidate,,
long term advantage fund series iii,,,ambiguous,"[136007, 135962]","[136004, 135964]"
long term advantage fund series iv,,,ambiguous,"[140046, 140487]","[140045, 140488]"
long term advantage fund series v,,,ambiguous,"[140454, 142138]","[140455, 142139]"
long term advantage fund series vi,,,ambiguous,"[141892, 143178]","[141893, 143176]"
long term advantage fund series vii,142172.0,142169.0,high_confidence_candidate,,
long term bond fund,,,rejected,,
long term micro cap tax advantage fund series iii,139711.0,139709.0,high_confidence_candidate,,
long term micro cap tax advantage fund series iv,139990.0,139992.0,high_confidence_candidate,,
long term micro cap tax advantage fund series v,141141.0,141139.0,high_confidence_candidate,,
long term micro cap tax advantage fund series vi,141564.0,141565.0,high_confidence_candidate,,
long term tax advantage fund series i,133324.0,133322.0,high_confidence_candidate,,
long term tax advantage fund series ii,135682.0,135684.0,high_confidence_candidate,,
long term tax advantage fund series iii,142153.0,142151.0,high_confidence_candidate,,
long term tax advantage fund series iv,143079.0,143077.0,high_confidence_candidate,,
low duration fund,,,ambiguous,"[119523, 118371, 118942, 120315, 118840, 118702, 118709, 119812, 119680, 119683, 120735, 133925, 133810]","[103192, 108632, 101830, 107705, 111748, 111743, 106212, 105563, 118329, 105564, 102544, 133926, 133805, 133802]"
low duration fund formerly known as principal low duration fund,,,rejected,,
mahindra manulife aggressive hybrid fund,147446.0,147447.0,high_confidence_candidate,,
mahindra manulife arbitrage fund,148468.0,148467.0,high_confidence_candidate,,
mahindra manulife asia pacific reits fof,149230.0,149228.0,high_confidence_candidate,,
mahindra manulife balanced advantage fund,149406.0,149404.0,high_confidence_candidate,,
mahindra manulife banking & financial services fund,153674.0,153675.0,high_confidence_candidate,,
mahindra manulife business cycle fund,152045.0,152046.0,high_confidence_candidate,,
mahindra manulife consumption fund,145356.0,145355.0,high_confidence_candidate,,
mahindra manulife dynamic bond fund,144403.0,144401.0,high_confidence_candidate,,
mahindra manulife elss tax saver fund,139781.0,139783.0,high_confidence_candidate,,
mahindra manulife equity savings fund,140444.0,140447.0,high_confidence_candidate,,
mahindra manulife flexi cap fund,149104.0,149101.0,high_confidence_candidate,,
mahindra manulife focused fund,148567.0,148571.0,high_confidence_candidate,,
mahindra manulife income plus arbitrage active fof,154007.0,154006.0,high_confidence_candidate,,
mahindra manulife innovation opportunities fund,154121.0,154120.0,high_confidence_candidate,,
mahindra manulife large & mid cap fund,147840.0,147843.0,high_confidence_candidate,,
mahindra manulife large cap fund,146549.0,146551.0,high_confidence_candidate,,
mahindra manulife liquid fund,139538.0,139537.0,high_confidence_candidate,,
mahindra manulife low duration fund,140613.0,140620.0,high_confidence_candidate,,
mahindra manulife manufacturing fund,152672.0,152671.0,high_confidence_candidate,,
mahindra manulife mid cap fund,142110.0,142109.0,high_confidence_candidate,,
mahindra manulife multi asset allocation fund,152443.0,152441.0,high_confidence_candidate,,
mahindra manulife multi cap fund,141226.0,141224.0,high_confidence_candidate,,
mahindra manulife overnight fund,147564.0,147565.0,high_confidence_candidate,,
mahindra manulife short duration fund,148729.0,148727.0,high_confidence_candidate,,
mahindra manulife small cap fund,150915.0,150912.0,high_confidence_candidate,,
mahindra manulife ultra short duration fund,147731.0,147734.0,high_confidence_candidate,,
mahindra manulife value fund,153303.0,153304.0,high_confidence_candidate,,
manufacture in india fund,149841.0,149840.0,high_confidence_candidate,,
manufacturing equity fund,133516.0,133513.0,high_confidence_candidate,,
manufacturing fund,,,ambiguous,"[152600, 152920, 152760]","[152602, 152922]"
master plus unit scheme,,,rejected,,
master value fund,,,rejected,,
medium duration fund,,,ambiguous,"[118401, 119824, 130050, 134503]","[108728, 102053, 134499]"
medium duration fund formerly known as sundaram medium term bond fund,,,ambiguous,"[119673, 119675]","[100603, 100604]"
medium duration fund segregated portfolio 1,,,rejected,,
medium duration fund segregated portfolio 2,,,rejected,,
medium term,119539.0,111803.0,high_confidence_candidate,,
medium term bond fund,,,rejected,,
medium term debt fund,,,rejected,,
medium term fund,,,ambiguous,"[119127, 128006]",[101703]
medium term fund segregated 06032020,148257.0,148252.0,high_confidence_candidate,,
medium term fund segregated 07072020,148441.0,148433.0,high_confidence_candidate,,
medium term fund segregated 17022020,148136.0,148138.0,high_confidence_candidate,,
medium term fund segregated portfolio 1,147385.0,147384.0,high_confidence_candidate,,
medium term segregated portfolio 1,147816.0,147820.0,high_confidence_candidate,,
medium to long duration fund,,,ambiguous,"[118394, 120279, 118679, 118687, 119714, 120689]","[108765, 100315, 100639, 100741]"
mf mip stp,,,rejected,,
mid cap fund,,,ambiguous,"[118989, 118665, 118668, 119581, 119182, 119178, 120726, 152002]","[101539, 102328, 102329, 152001]"
midcap fund,,,ambiguous,"[119620, 120505, 119071, 120381, 119775, 119716, 127042, 147445, 150404]","[114564, 104481, 104908, 102941, 127039, 147479, 150402]"
mip,,,ambiguous,"[120704, 120668]",[100970]
mip ii savings 5 / payment,,,rejected,,
mip ii savings 5 monthly /payment,,,rejected,,
mip plus fund,119977.0,102283.0,high_confidence_candidate,,
mis,,,rejected,,
mmf,120299.0,112077.0,high_confidence_candidate,,
mnc fund,,,ambiguous,"[119646, 119711, 120682, 147346, 151458, 152910, 153693]","[100064, 103034, 100740, 152913, 153691]"
momentum fund,153083.0,153085.0,high_confidence_candidate,,
money fund,,,ambiguous,[119686],"[103397, 100618]"
money manager fund,119511.0,101971.0,high_confidence_candidate,,
money manager fund investment,118379.0,108736.0,high_confidence_candidate,,
money market fund,,,ambiguous,"[118384, 119092, 120211, 118715, 118719, 119424, 119746, 145050, 147567, 149112, 150392]","[102153, 108756, 101847, 145042, 147568, 149115, 150393]"
monthly income,120572.0,103185.0,high_confidence_candidate,,
monthly income moderate,,,rejected,,
monthly interval fund series i,,,rejected,,
monthly interval fund series ii,,,rejected,,
monthly interval series 4,146837.0,146835.0,high_confidence_candidate,,
morgan stanley a c e fund,119150.0,108197.0,high_confidence_candidate,,
morgan stanley active bond fund,119165.0,111965.0,high_confidence_candidate,,
morgan stanley fund,119140.0,100347.0,high_confidence_candidate,,
morgan stanley gilt fund,121624.0,121622.0,high_confidence_candidate,,
morgan stanley liquid fund,,,rejected,,
morgan stanley multi asset fund a,119208.0,116697.0,high_confidence_candidate,,
morgan stanley multi asset fund b,119215.0,116698.0,high_confidence_candidate,,
morgan stanley short term bond fund,119227.0,111950.0,high_confidence_candidate,,
morgan stanley ultra short term fund,123141.0,123120.0,high_confidence_candidate,,
most 10 year gilt fund,,,rejected,,
msci eafe top 100 select index fund,149349.0,149350.0,high_confidence_candidate,,
multi asset active fof,,,ambiguous,"[148903, 153960, 154316]","[153963, 154319]"
multi asset allocation fund,,,ambiguous,"[120160, 120524, 119843, 120760, 148053, 148457, 151307, 152056, 152064, 152324, 152344, 152314, 153246]","[113064, 103408, 111599, 148050, 148459, 151309, 152053, 152065, 152326, 152347, 152311, 153248]"
multi asset fund,,,ambiguous,"[119131, 120334, 119572, 148454]",[148455]
multi asset omni fof,,,ambiguous,"[119777, 131865, 148666]","[102574, 131864, 148663]"
multi asset omni fund of funds,154167.0,154165.0,high_confidence_candidate,,
multi asset passive fof,,,ambiguous,"[118489, 150688]","[112329, 150690]"
multi asset passive fund of fund,148747.0,148748.0,high_confidence_candidate,,
multi cap fund,,,ambiguous,"[118651, 118650, 131164, 148921, 149303, 149368, 150659, 152651, 153515]","[148918, 149305, 150661, 152650, 153516]"
multi cap fund formerly known as principal multi cap fund,,,rejected,,
multi cap fund series i,143828.0,143830.0,high_confidence_candidate,,
multi cap fund series ii,144200.0,144197.0,high_confidence_candidate,,
multi factor fund,,,ambiguous,"[153669, 153722]","[153667, 153721]"
multi factor passive fof,,,ambiguous,"[149847, 153816, 154275]","[149844, 153818, 154276]"
multi sector passive fof,,,rejected,,
multicap fund,,,ambiguous,"[120599, 149185, 149383, 149882, 151232, 151810, 152310]","[149182, 149382, 149886, 151235, 151812, 152307]"
nasdaq 100 fund of fund,145552.0,145551.0,high_confidence_candidate,,
nasdaq 100 index fund,,,rejected,,
nasdaq 100 us specific equity passive fof,150751.0,150750.0,high_confidence_candidate,,
natural resources and new energy fund,119028.0,108202.0,high_confidence_candidate,,
navi 3 in 1 fund,,,rejected,,
navi aggressive hybrid fund,143163.0,143162.0,high_confidence_candidate,,
navi arbitrage fund,144658.0,144784.0,high_confidence_candidate,,
navi bse sensex index fund,152062.0,152061.0,high_confidence_candidate,,
navi conservative hybrid fund,,,rejected,,
navi elss tax saver fund,135654.0,135655.0,high_confidence_candidate,,
navi elss tax saver nifty 50 index fund,151471.0,151472.0,high_confidence_candidate,,
navi flexi cap fund,143793.0,143787.0,high_confidence_candidate,,
navi large & midcap fund,135677.0,135678.0,high_confidence_candidate,,
navi large cap equity fund,,,rejected,,
navi liquid fund,,,ambiguous,[119164],"[112636, 112644]"
navi nasdaq100 us specific equity passive fof,149910.0,149911.0,high_confidence_candidate,,
navi nifty 50 index fund,149039.0,149040.0,high_confidence_candidate,,
navi nifty bank index fund,149804.0,149805.0,high_confidence_candidate,,
navi nifty india manufacturing index fund,150515.0,150516.0,high_confidence_candidate,,
navi nifty midcap 150 index fund,149892.0,149893.0,high_confidence_candidate,,
navi nifty midsmallcap 400 index fund,,,rejected,,
navi nifty next 50 index fund,149447.0,149448.0,high_confidence_candidate,,
navi niftyit index fund,152535.0,152536.0,high_confidence_candidate,,
navi overnight fund,151875.0,151868.0,high_confidence_candidate,,
navi total stock market us specific equity passive fof,149830.0,149831.0,high_confidence_candidate,,
navi ultra short term fund,,,ambiguous,[119186],"[112408, 112656]"
nifty 100 equal weight fund formerly known as principal nifty 100 equal weight fund,,,rejected,,
nifty 100 equal weight index fund,,,ambiguous,"[149870, 153146]",[153145]
nifty 100 esg sector leaders fund of fund,148574.0,148576.0,high_confidence_candidate,,
nifty 100 index fund,,,ambiguous,"[147666, 149832, 149868]","[147665, 149833]"
nifty 100 low volatility 30 etf fof,,,rejected,,
nifty 100 low volatility 30 index fund,152663.0,152664.0,high_confidence_candidate,,
nifty 200 momentum 30 index fund,,,ambiguous,"[148703, 150452, 151781]","[148704, 151783]"
nifty 200 quality 30 index fund,,,ambiguous,"[152859, 153114, 153660]","[152858, 153113, 153659]"
nifty 50 equal weight index fund,,,ambiguous,"[141877, 148962, 153150]","[141875, 148965, 153148]"
nifty 50 index fund,,,ambiguous,"[119648, 118482, 120307, 120716, 146376, 147794, 148978, 149373, 152972]","[101314, 112877, 101201, 100822, 146379, 147795, 148974, 149371, 152974]"
nifty 50 value 20 index fund,148721.0,148719.0,high_confidence_candidate,,
nifty 500 equal weight index fund,152842.0,152840.0,high_confidence_candidate,,
nifty 500 index fund,,,ambiguous,"[152731, 152908, 153161, 154088]","[152730, 152906, 154090]"
nifty 500 low volatility 50 index fund,153474.0,153475.0,high_confidence_candidate,,
nifty 500 momentum 50 index fund,,,ambiguous,"[152875, 152881, 153003]","[152876, 152883, 153002]"
nifty 500 quality 50 index fund,153470.0,153472.0,high_confidence_candidate,,
nifty 500 value 50 index fund,,,ambiguous,"[151739, 152990]","[151738, 152991]"
nifty aaa bond financial services mar 2028 index fund,153680.0,153683.0,high_confidence_candidate,,
nifty aaa bond jun 2025 htm index fund,152549.0,152547.0,high_confidence_candidate,,
nifty aaa bond plus sdl apr 2026 50:50 etf fof,149243.0,149242.0,high_confidence_candidate,,
nifty aaa cpse bond plus sdl apr 2027 maturity 60:40 index fund,150012.0,150011.0,high_confidence_candidate,,
nifty aaa psu bond plus sdl apr 2026 50:50 index fund,150788.0,150786.0,high_confidence_candidate,,
nifty aaa psu bond plus sdl sep 2026 maturity 50:50 index fund,150754.0,150752.0,high_confidence_candidate,,
nifty alpha 50 index fund,,,ambiguous,"[152177, 153781]","[152179, 153784]"
nifty alpha low volatility 30 etf fof,,,rejected,,
nifty alpha low volatility 30 index fund,,,ambiguous,"[150487, 153213, 153086, 154388]","[150490, 153212, 153087, 154389]"
nifty auto index fund,,,ambiguous,"[150643, 152557, 153064, 154427]","[152560, 153066]"
nifty bank index fund,,,ambiguous,"[149858, 152389, 152629, 152654, 152793, 153250]","[152387, 152632, 152653, 152792, 153253]"
nifty capital market index fund,153138.0,153137.0,high_confidence_candidate,,
nifty capital markets index fund,152951.0,152954.0,high_confidence_candidate,,
nifty commodities index fund,153353.0,153351.0,high_confidence_candidate,,
nifty ev & new age automotive etf fof,,,rejected,,
nifty financial services ex bank index fund,151911.0,151909.0,high_confidence_candidate,,
nifty financial services index fund,152577.0,152574.0,high_confidence_candidate,,
nifty g sec apr 2029 index fund,,,rejected,,
nifty g sec dec 2026 index fund,,,ambiguous,"[150845, 151301]",[151306]
nifty g sec dec 2029 index fund,151273.0,151275.0,high_confidence_candidate,,
nifty g sec dec 2030 index fund,,,rejected,,
nifty g sec jul 2031 index fund,154372.0,154362.0,high_confidence_candidate,,
nifty g sec july 2031 index fund,,,rejected,,
nifty g sec july 2033 index fund,152098.0,152100.0,high_confidence_candidate,,
nifty g sec jun 2027 index fund,,,rejected,,
nifty g sec jun 2036 index fund,,,rejected,,
nifty g sec jun 2036 maturity index fund,150920.0,150923.0,high_confidence_candidate,,
nifty g sec may 2029 index fund,,,rejected,,
nifty g sec oct 2028 maturity index fund,151440.0,151439.0,high_confidence_candidate,,
nifty g sec sep 2027 maturity index fund,150906.0,150904.0,high_confidence_candidate,,
nifty g sec sep 2032 index fund,,,rejected,,
nifty healthcare index fund,153594.0,153592.0,high_confidence_candidate,,
nifty index fund,119827.0,102272.0,high_confidence_candidate,,
nifty india consumption index fund,,,ambiguous,"[153015, 154179]","[153012, 154180]"
nifty india defence index fund,,,ambiguous,"[152712, 152798, 154326]","[152711, 152800, 154327]"
nifty india digital etf fund of fund,150344.0,150345.0,high_confidence_candidate,,
nifty india digital index fund,153097.0,153096.0,high_confidence_candidate,,
nifty india manufacturing etf fof,149790.0,149788.0,high_confidence_candidate,,
nifty india manufacturing index fund,,,ambiguous,"[153270, 153806]",[153271]
nifty india new age consumption etf fund of fund,153192.0,153194.0,high_confidence_candidate,,
nifty india tourism index fund,,,ambiguous,"[152742, 152870]","[152746, 152872]"
nifty it index fund,,,ambiguous,"[150468, 151785, 152041, 152392, 153320, 153590]","[151787, 152043, 152391, 153323, 153588]"
nifty largemidcap 250 index fund,,,ambiguous,"[152482, 152889, 152976]",[152978]
nifty metal etf fof,154216.0,154218.0,high_confidence_candidate,,
nifty microcap 250 index fund,151814.0,151815.0,high_confidence_candidate,,
nifty midcap 150 index fund,,,ambiguous,"[148726, 148807, 149389, 150673, 151724, 152855, 153089, 153401, 153581, 154014]","[148723, 148805, 150672, 152856, 153088, 153399, 153580, 154012]"
nifty midcap 150 momentum 50 index fund,,,ambiguous,"[150738, 152916]","[150741, 152918]"
nifty midcap 150 quality 50 index fund,,,ambiguous,"[150313, 150428]","[150312, 150427]"
nifty midcap 50 index fund,,,ambiguous,"[149936, 152767]","[149938, 152765]"
nifty midsmall financial services index fund,153027.0,153026.0,high_confidence_candidate,,
nifty midsmall healthcare index fund,,,ambiguous,"[152564, 153023]","[152567, 153022]"
nifty midsmall india consumption index fund,153025.0,153024.0,high_confidence_candidate,,
nifty midsmall it and telecom index fund,153029.0,153028.0,high_confidence_candidate,,
nifty midsmallcap 400 momentum quality 100 index fund,153272.0,153273.0,high_confidence_candidate,,
nifty midsmallcap400 momentum quality 100 etf fund of fund,152645.0,152647.0,high_confidence_candidate,,
nifty next 50 index fund,,,ambiguous,"[120684, 143341, 146381, 147796, 148745, 148945, 149288, 149466, 149838, 151937, 153350, 153858]","[143340, 146380, 147797, 148743, 148943, 149467, 149837, 151935, 153349, 153855]"
nifty next 50 junior bees fof,,,rejected,,
nifty pharma index fund,,,rejected,,
nifty private bank index fund,,,ambiguous,"[152864, 153348, 153679]","[152865, 153347]"
nifty psu bond plus sdl sep 2027 40:60 index fund,,,rejected,,
nifty realty index fund,,,ambiguous,"[152570, 153060]","[152573, 153061]"
nifty sdl apr 2027 index fund,149794.0,149792.0,high_confidence_candidate,,
nifty sdl apr 2027 top 12 equal weight index fund,149855.0,149852.0,high_confidence_candidate,,
nifty sdl apr 2032 top 12 equal weight index fund,149865.0,149862.0,high_confidence_candidate,,
nifty sdl dec 2028 index fund,,,rejected,,
nifty sdl jul 2026 index fund,151218.0,151216.0,high_confidence_candidate,,
nifty sdl jul 2028 index fund,151608.0,151607.0,high_confidence_candidate,,
nifty sdl jul 2033 index fund,151420.0,151417.0,high_confidence_candidate,,
nifty sdl jun 2027 index fund,150358.0,150360.0,high_confidence_candidate,,
nifty sdl june 2028 index fund,151691.0,151694.0,high_confidence_candidate,,
nifty sdl oct 2026 index fund,,,rejected,,
nifty sdl plus aaa psu bond apr 2026 75:25 index fund,151364.0,151363.0,high_confidence_candidate,,
nifty sdl plus aaa psu bond apr 2028 75:25 index fund,151487.0,151488.0,high_confidence_candidate,,
nifty sdl plus aaa psu bond dec 6040 index fund,150326.0,150330.0,high_confidence_candidate,,
nifty sdl plus aaa psu bond jul 2028 60:40 index fund,150725.0,150723.0,high_confidence_candidate,,
nifty sdl plus g sec jun 2027 40:60 index fund,,,rejected,,
nifty sdl plus g sec jun 2028 30:70 index fund,149970.0,149968.0,high_confidence_candidate,,
nifty sdl plus g sec jun 2028 maturity 70:30 index fund,150824.0,150825.0,high_confidence_candidate,,
nifty sdl plus g sec jun 2029 maturity 70:30 index fund,151390.0,151392.0,high_confidence_candidate,,
nifty sdl plus g sec sep 2027 50:50 index fund,151373.0,151370.0,high_confidence_candidate,,
nifty sdl plus psu bond sep 2026 60:40 index fund,149199.0,149198.0,high_confidence_candidate,,
nifty sdl sep 2025 index fund,150663.0,150665.0,high_confidence_candidate,,
nifty sdl sep 2026 index fund,,,rejected,,
nifty sdl sep 2027 index fund,,,ambiguous,"[149999, 151562]",[151560]
nifty sdl september 2026 debt index fund,150854.0,150851.0,high_confidence_candidate,,
nifty smallcap 250 index fund,,,ambiguous,"[148519, 149283, 150677, 151727, 152264, 153223, 154018]","[148518, 150676, 152266, 153221, 154016]"
nifty smallcap 250 momentum quality 100 etf fund of fund,152459.0,152457.0,high_confidence_candidate,,
nifty smallcap 50 index fund,,,ambiguous,"[148815, 149894, 151649]","[148811, 149896, 151647]"
nifty smallcap250 quality 50 index fund,152243.0,152245.0,high_confidence_candidate,,
nifty top 10 equal weight index fund,,,ambiguous,"[152814, 153461]","[152813, 153463]"
nifty top 15 equal weight index fund,,,rejected,,
nifty total market index fund,,,ambiguous,"[152716, 152968]","[152717, 152970]"
nifty100 low volatility 30 index fund,,,ambiguous,"[150636, 153718]","[150633, 153716]"
nifty200 alpha 30 etf fund of fund,152718.0,152720.0,high_confidence_candidate,,
nifty200 alpha 30 index fund,152836.0,152834.0,high_confidence_candidate,,
nifty200 momentum 30 index fund,,,ambiguous,"[150591, 153662]","[150592, 153663]"
nifty200 quality 30 index fund,,,ambiguous,"[153546, 153555]",[153554]
nifty200 value 30 index fund,,,ambiguous,"[152936, 154145]",[154148]
nifty50 equal weight index fund,,,ambiguous,"[149107, 150639, 151762, 152370]","[151761, 152372]"
nifty50 value 20 index fund,,,rejected,,
nifty500 flexicap quality 30 index fund,153801.0,153802.0,high_confidence_candidate,,
nifty500 momentum 50 index fund,,,ambiguous,"[153244, 154032]","[153245, 154030]"
nifty500 multicap india manufacturing 50:30:20 index fund,152588.0,152590.0,high_confidence_candidate,,
nifty500 multicap infrastructure 50:30:20 index fund,152595.0,152596.0,high_confidence_candidate,,
nifty500 quality 50 index fund,153829.0,153830.0,high_confidence_candidate,,
nifty500 shariah index fund,154197.0,154198.0,high_confidence_candidate,,
nifty500 value 50 index fund,152949.0,152950.0,high_confidence_candidate,,
nivesh lakshya long duration fund,,,rejected,,
nj arbitrage fund,150367.0,150366.0,high_confidence_candidate,,
nj balanced advantage fund,149264.0,149266.0,high_confidence_candidate,,
nj elss tax saver scheme,151611.0,151609.0,high_confidence_candidate,,
nj flexi cap fund,151917.0,151920.0,high_confidence_candidate,,
nj overnight fund,150369.0,150368.0,high_confidence_candidate,,
nyse fang + etf fund of fund,148928.0,148929.0,high_confidence_candidate,,
old bridge arbitrage fund,153979.0,153977.0,high_confidence_candidate,,
old bridge flexi cap fund,154225.0,154226.0,high_confidence_candidate,,
old bridge focused fund,152358.0,152361.0,high_confidence_candidate,,
overnight fund,,,ambiguous,"[119110, 119833, 120785, 145486, 145536, 146191, 146062, 146141, 145810, 146675, 146963, 146980, 147515, 147736]","[101206, 100814, 146187, 146061, 146142, 145811, 146678, 146959, 146977, 147519, 147739]"
parag parikh arbitrage fund,152109.0,152110.0,high_confidence_candidate,,
parag parikh conservative hybrid fund,148958.0,148959.0,high_confidence_candidate,,
parag parikh dynamic asset allocation fund,152468.0,152464.0,high_confidence_candidate,,
parag parikh elss tax saver fund,147481.0,147482.0,high_confidence_candidate,,
parag parikh flexi cap fund,122639.0,122640.0,high_confidence_candidate,,
parag parikh large cap fund,154155.0,154154.0,high_confidence_candidate,,
parag parikh liquid fund,143269.0,143260.0,high_confidence_candidate,,
passive multi asset fund of funds,,,rejected,,
peerless fmp series 1,121958.0,121960.0,high_confidence_candidate,,
peerless fmp series 3,123656.0,123658.0,high_confidence_candidate,,
peerless fmp series 5,125467.0,125466.0,high_confidence_candidate,,
peerless fmp series 6,127036.0,127038.0,high_confidence_candidate,,
pgim india aggressive hybrid equity fund,,,rejected,,
pgim india arbitrage fund,138875.0,138876.0,high_confidence_candidate,,
pgim india balanced advantage fund,148658.0,148657.0,high_confidence_candidate,,
pgim india banking and psu debt fund,,,rejected,,
pgim india corporate bond fund,,,rejected,,
pgim india credit risk fund,138898.0,138905.0,high_confidence_candidate,,
pgim india credit risk fund segregated portfolio 1,148207.0,148217.0,high_confidence_candidate,,
pgim india crisil ibx gilt index apr 2028 fund,151407.0,151404.0,high_confidence_candidate,,
pgim india dual advantage fund series 1,140824.0,140821.0,high_confidence_candidate,,
pgim india dynamic bond fund,,,rejected,,
pgim india elss tax saver fund,135601.0,135598.0,high_confidence_candidate,,
pgim india emerging markets equity fund of fund,,,rejected,,
pgim india equity savings fund,,,rejected,,
pgim india fixed duration fund series 29,139655.0,139657.0,high_confidence_candidate,,
pgim india fixed duration fund series 31,139663.0,139665.0,high_confidence_candidate,,
pgim india fixed duration fund series aa,140136.0,140139.0,high_confidence_candidate,,
pgim india fixed duration fund series ab,140564.0,140563.0,high_confidence_candidate,,
pgim india fixed duration fund series ac,140672.0,140671.0,high_confidence_candidate,,
pgim india fixed duration fund series ae,,,rejected,,
pgim india fixed duration fund series af,,,rejected,,
pgim india fixed duration fund series ag,140994.0,140992.0,high_confidence_candidate,,
pgim india fixed duration fund series ah,141638.0,141635.0,high_confidence_candidate,,
pgim india fixed duration fund series ap,142562.0,142557.0,high_confidence_candidate,,
pgim india fixed duration fund series aq,142607.0,142610.0,high_confidence_candidate,,
pgim india fixed duration fund series ar,142613.0,142614.0,high_confidence_candidate,,
pgim india fixed duration fund series at,142689.0,142687.0,high_confidence_candidate,,
pgim india fixed duration fund series au,142800.0,142799.0,high_confidence_candidate,,
pgim india fixed duration fund series ay,143471.0,143476.0,high_confidence_candidate,,
pgim india fixed duration fund series az,143677.0,143682.0,high_confidence_candidate,,
pgim india fixed duration fund series ba,143683.0,143686.0,high_confidence_candidate,,
pgim india fixed duration fund series bb,144125.0,144129.0,high_confidence_candidate,,
pgim india fixed duration fund series bc,144369.0,144374.0,high_confidence_candidate,,
pgim india fixed duration fund series be,144641.0,144638.0,high_confidence_candidate,,
pgim india flexi cap fund,133839.0,133836.0,high_confidence_candidate,,
pgim india gilt fund,,,rejected,,
pgim india global equity opportunities fund of fund,,,rejected,,
pgim india global select real estate securities fund of fund,149298.0,149299.0,high_confidence_candidate,,
pgim india healthcare fund,153039.0,153040.0,high_confidence_candidate,,
pgim india hybrid debt fund,,,rejected,,
pgim india hybrid fixed term fund series 12,138583.0,138584.0,high_confidence_candidate,,
pgim india large and midcap fund,152382.0,152383.0,high_confidence_candidate,,
pgim india large cap fund,,,rejected,,
pgim india large cap fund series 2,138991.0,138990.0,high_confidence_candidate,,
pgim india liquid fund,,,rejected,,
pgim india low duration fund,,,rejected,,
pgim india low duration fund segregated portfolio 1,149806.0,149810.0,high_confidence_candidate,,
pgim india midcap fund,125307.0,125305.0,high_confidence_candidate,,
pgim india money market fund,148161.0,148159.0,high_confidence_candidate,,
pgim india money market fund segregated portfolio 1,152114.0,152122.0,high_confidence_candidate,,
pgim india multi asset allocation fund,153987.0,153988.0,high_confidence_candidate,,
pgim india multi cap fund,152815.0,152816.0,high_confidence_candidate,,
pgim india overnight fund,147606.0,147600.0,high_confidence_candidate,,
pgim india retirement fund,152537.0,152538.0,high_confidence_candidate,,
pgim india short duration fund,,,rejected,,
pgim india small cap fund,149019.0,149020.0,high_confidence_candidate,,
pgim india tax,,,rejected,,
pgim india ultra short duration fund,138358.0,138337.0,high_confidence_candidate,,
pharma and healthcare fund,,,ambiguous,"[147409, 152082]",[147407]
pharma fund,,,rejected,,
pinebridge india equity fund,,,rejected,,
pinebridge india liquid fund,119360.0,106514.0,high_confidence_candidate,,
pinebridge india short term fund,119385.0,107715.0,high_confidence_candidate,,
pinebridge india total return bond fund,119376.0,106521.0,high_confidence_candidate,,
pinebridge india us equity fund,,,rejected,,
pinebridge infrastructure & economic reform fund,,,rejected,,
pinebridge quarterly interval fund series i,,,rejected,,
pinebridge quarterly interval fund series ii,,,rejected,,
