normalized_underlying_name,direct_scheme_code,regular_scheme_code,mapping_status,direct_scheme_codes,regular_scheme_codes
debt fund series b 9 1105 days,134320.0,134317.0,high_confidence_candidate,,
debt fund series c 1 1100 days,141524.0,141522.0,high_confidence_candidate,,
debt fund series c 10 1150 days,142550.0,142553.0,high_confidence_candidate,,
debt fund series c 11 91 days,142868.0,142865.0,high_confidence_candidate,,
debt fund series c 12 1122 days,142871.0,142869.0,high_confidence_candidate,,
debt fund series c 13 91 days,142953.0,142954.0,high_confidence_candidate,,
debt fund series c 14 1122 days,142959.0,142958.0,high_confidence_candidate,,
debt fund series c 15 91 days,143486.0,143488.0,high_confidence_candidate,,
debt fund series c 16 1100 days,143489.0,143491.0,high_confidence_candidate,,
debt fund series c 17 91 days,143771.0,143769.0,high_confidence_candidate,,
debt fund series c 18 1100 days,143775.0,143773.0,high_confidence_candidate,,
debt fund series c 19 1100 days,144037.0,144035.0,high_confidence_candidate,,
debt fund series c 2 1100 days,141745.0,141747.0,high_confidence_candidate,,
debt fund series c 20 1100 days,144349.0,144347.0,high_confidence_candidate,,
debt fund series c 21 1100 days,144366.0,144365.0,high_confidence_candidate,,
debt fund series c 22 1100 days,144494.0,144492.0,high_confidence_candidate,,
debt fund series c 23 1100 days,144842.0,144840.0,high_confidence_candidate,,
debt fund series c 24 1100 days,144918.0,144919.0,high_confidence_candidate,,
debt fund series c 25 1100 days,144992.0,144990.0,high_confidence_candidate,,
debt fund series c 26 1125 days,145229.0,145232.0,high_confidence_candidate,,
debt fund series c 27 391 days,145372.0,145371.0,high_confidence_candidate,,
debt fund series c 28 386 days,145499.0,145500.0,high_confidence_candidate,,
debt fund series c 29 366 days,145504.0,145501.0,high_confidence_candidate,,
debt fund series c 30 385 days,145647.0,145646.0,high_confidence_candidate,,
debt fund series c 31 365 days,145740.0,145742.0,high_confidence_candidate,,
debt fund series c 32 380 days,145746.0,145745.0,high_confidence_candidate,,
debt fund series c 33 1216 days,145855.0,145856.0,high_confidence_candidate,,
debt fund series c 34 1211 days,145947.0,145949.0,high_confidence_candidate,,
debt fund series c 35 376 days,145987.0,145989.0,high_confidence_candidate,,
debt fund series c 36 365 days,145994.0,145991.0,high_confidence_candidate,,
debt fund series c 37 365 days,146023.0,146024.0,high_confidence_candidate,,
debt fund series c 38 389 days,146174.0,146173.0,high_confidence_candidate,,
debt fund series c 39 88 days,146177.0,146178.0,high_confidence_candidate,,
debt fund series c 40 1177 days,146289.0,146288.0,high_confidence_candidate,,
debt fund series c 41 1178 days,146312.0,146314.0,high_confidence_candidate,,
debt fund series c 42 365 days,146365.0,146362.0,high_confidence_candidate,,
debt fund series c 43 384 days,146367.0,146369.0,high_confidence_candidate,,
debt fund series c 44 378 days,146495.0,146493.0,high_confidence_candidate,,
debt fund series c 45 92 days,146558.0,146557.0,high_confidence_candidate,,
debt fund series c 46 376 days,146592.0,146590.0,high_confidence_candidate,,
debt fund series c 47 360 days,146651.0,146652.0,high_confidence_candidate,,
debt fund series c 48 385 days,146656.0,146655.0,high_confidence_candidate,,
debt fund series c 49 390 days,146765.0,146768.0,high_confidence_candidate,,
debt fund series c 50 383 days,146878.0,146877.0,high_confidence_candidate,,
debt fund series c 7 1190 days,142177.0,142179.0,high_confidence_candidate,,
debt fund series c 8 1175 days,142332.0,142330.0,high_confidence_candidate,,
debt fund series c 9 1150 days,142485.0,142488.0,high_confidence_candidate,,
debt funds series a 39 1100 days,,,rejected,,
debt funds series b 42 1100 days,139567.0,139566.0,high_confidence_candidate,,
debt hybrid,,,rejected,,
defence fund,,,rejected,,
developed market ex us etfs fund of funds,152090.0,152091.0,high_confidence_candidate,,
developed world overseas equity passive fof,,,rejected,,
dhfl pramerica credit opportunities fund,,,rejected,,
dhfl pramerica dynamic asset allocation fund,,,rejected,,
dhfl pramerica dynamic monthly income fund,,,rejected,,
dhfl pramerica fixed duration fund series aw,143355.0,143358.0,high_confidence_candidate,,
dhfl pramerica fixed duration fund series ax,143466.0,143468.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 31,138606.0,138608.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 32,138621.0,138618.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 33,138630.0,138625.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 34,138634.0,138636.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 37,138638.0,138639.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 38,138642.0,138643.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 39,138647.0,138646.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 45,138667.0,138671.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 47,138677.0,138679.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 49,138688.0,138685.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 54,138709.0,138711.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 56,138717.0,138719.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 57,138735.0,138736.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 58,138727.0,138729.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 60,138740.0,138746.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 61,138753.0,138751.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 62,138757.0,138759.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 63,138765.0,138766.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 64,138781.0,138783.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 66,138773.0,138777.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 68,138797.0,138799.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 69,138810.0,138804.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 70,138820.0,138822.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 71,138834.0,138831.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 72,138841.0,138837.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 75,138853.0,138855.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 77,138911.0,138913.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 78,138921.0,138919.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 82,138942.0,138947.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 85,138980.0,138982.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 86,139002.0,139008.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 87,139016.0,139012.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 91,139029.0,139030.0,high_confidence_candidate,,
dhfl pramerica fixed maturity series 95,139074.0,139075.0,high_confidence_candidate,,
dhfl pramerica floating rate fund,,,rejected,,
dhfl pramerica hybrid fixed term dund series 26,,,rejected,,
dhfl pramerica hybrid fixed term fund series 11,,,rejected,,
dhfl pramerica hybrid fixed term fund series 13,138588.0,138587.0,high_confidence_candidate,,
dhfl pramerica hybrid fixed term fund series 14,138601.0,138599.0,high_confidence_candidate,,
dhfl pramerica hybrid fixed term fund series 17,138651.0,138650.0,high_confidence_candidate,,
dhfl pramerica hybrid fixed term fund series 19,138654.0,138656.0,high_confidence_candidate,,
dhfl pramerica hybrid fixed term fund series 21,138789.0,138791.0,high_confidence_candidate,,
dhfl pramerica hybrid fixed term fund series 22,138813.0,138817.0,high_confidence_candidate,,
dhfl pramerica hybrid fixed term fund series 23,138847.0,138848.0,high_confidence_candidate,,
dhfl pramerica hybrid fixed term fund series 27,138860.0,138866.0,high_confidence_candidate,,
dhfl pramerica hybrid fixed term fund series 29,138891.0,138893.0,high_confidence_candidate,,
dhfl pramerica hybrid fixed term fund series 31,138927.0,138929.0,high_confidence_candidate,,
dhfl pramerica hybrid fixed term fund series 32,138934.0,138937.0,high_confidence_candidate,,
dhfl pramerica hybrid fixed term fund series 33,,,rejected,,
dhfl pramerica hybrid fixed term fund series 34,138962.0,138965.0,high_confidence_candidate,,
dhfl pramerica hybrid fixed term fund series 35,138971.0,138973.0,high_confidence_candidate,,
dhfl pramerica hybrid fixed term fund series 37,138999.0,138995.0,high_confidence_candidate,,
dhfl pramerica hybrid fixed term fund series 39,139023.0,139025.0,high_confidence_candidate,,
dhfl pramerica hybrid fixed term fund series 40,139049.0,139045.0,high_confidence_candidate,,
dhfl pramerica hybrid fixed term fund series 41,139054.0,139056.0,high_confidence_candidate,,
dhfl pramerica income fund,127967.0,127969.0,high_confidence_candidate,,
dhfl pramerica interval fund annual series 1 dif 1,138592.0,138595.0,high_confidence_candidate,,
dhfl pramerica large cap equity fund,,,rejected,,
dhfl pramerica large cap fund series 1,138986.0,138987.0,high_confidence_candidate,,
dhfl pramerica large cap fund series 3,139017.0,139019.0,high_confidence_candidate,,
dhfl pramerica liquid fund,,,rejected,,
dhfl pramerica medium term fund,138693.0,138694.0,high_confidence_candidate,,
dhfl pramerica mid cap fund series 1,138950.0,138952.0,high_confidence_candidate,,
dhfl pramerica short term floating rate fund,,,rejected,,
dhfl pramerica short term income fund,,,rejected,,
dhfl pramerica strategic debt fund,138659.0,138663.0,high_confidence_candidate,,
dhfl pramerica treasury advantage fund,,,rejected,,
dhfl pramerica ultra short term bond fund,,,rejected,,
digital india fund,,,ambiguous,"[120539, 135800, 152964]","[103168, 135797, 152966]"
diversified debt strategy active fof,,,rejected,,
diversified equity all cap active fof,,,ambiguous,"[153860, 154266]",[153861]
diversified equity all cap omni fof,,,rejected,,
diversified equity allocator passive fof,148500.0,148502.0,high_confidence_candidate,,
diversified equity flexicap passive fof,148642.0,148641.0,high_confidence_candidate,,
diversified equity flexicap passive fund of funds,154112.0,154113.0,high_confidence_candidate,,
diversified equity fund series 1,131048.0,131050.0,high_confidence_candidate,,
diversified equity fund series 2,132916.0,132915.0,high_confidence_candidate,,
dual advantage fixed tenure fund ix d,,,rejected,,
dual advantage fixed tenure fund ix e,,,rejected,,
dual advantage fixed tenure fund ix f,,,rejected,,
dual advantage fixed tenure fund x a,,,rejected,,
dual advantage fixed tenure fund x b,,,rejected,,
dual advantage fixed tenure fund x c,,,rejected,,
dual advantage fixed tenure fund x d,,,rejected,,
dual advantage fixed tenure fund x e,,,rejected,,
dual advantage fixed tenure fund x f,,,rejected,,
dual advantage fixed tenure fund xi a,,,rejected,,
dual advantage fixed tenure fund xi b,,,rejected,,
dual advantage fixed tenure fund xi c,,,rejected,,
dual advantage fixed tenure fund xi d,,,rejected,,
dual advantage fixed tenure fund xi e,,,rejected,,
dual advantage fixed tenure fund xii a,,,rejected,,
dual advantage fixed term fund series i i 1100 days,,,rejected,,
dual advantage fixed term fund series i ii 1145 days,,,rejected,,
dual advantage fixed term fund series i iii 1111 days,,,rejected,,
dual advantage fixed term fund series i iv 1099 days,134215.0,134218.0,high_confidence_candidate,,
dual advantage fixed term fund series i v 1099 days,134518.0,134520.0,high_confidence_candidate,,
dual advantage fixed term fund series ii i 1998 days,135302.0,135301.0,high_confidence_candidate,,
dual advantage fixed term fund series ii ii 1997 days,135359.0,135360.0,high_confidence_candidate,,
dual advantage fixed term fund series ii iii 1998 days,135513.0,135511.0,high_confidence_candidate,,
dual advantage fixed term fund series v i 1103 days,141781.0,141779.0,high_confidence_candidate,,
dual advantage fixed term series 1,134726.0,134728.0,high_confidence_candidate,,
dual advantage fixed term series 2,135346.0,135348.0,high_confidence_candidate,,
dual advantage fixed term series 3,135589.0,135591.0,high_confidence_candidate,,
dual advantage fixed term series ii iv 1997 days,135863.0,135860.0,high_confidence_candidate,,
dual advantage fixed term series ii v 1997 days,136124.0,136122.0,high_confidence_candidate,,
dual advantage fixed term series iii i 1998 days,136419.0,136420.0,high_confidence_candidate,,
dual advantage fixed term series iii ii 1278 days,139506.0,139504.0,high_confidence_candidate,,
dual advantage fixed term series iii iii 1102 days,139648.0,139650.0,high_confidence_candidate,,
dual advantage fixed term series iv i 1279 days,140170.0,140168.0,high_confidence_candidate,,
dual advantage fixed term series iv ii 1278 days,140507.0,140505.0,high_confidence_candidate,,
dual advantage fixed term series iv iii 1279 days,140543.0,140541.0,high_confidence_candidate,,
dual advantage fixed term series iv iv 1997 days,140655.0,140656.0,high_confidence_candidate,,
dual advantage fund scheme a plan:growth,,,rejected,,
dual advantage fund scheme b,,,rejected,,
dual advantage fund scheme c,,,rejected,,
dual advantage fund series 2,146201.0,146203.0,high_confidence_candidate,,
dual advantage fund series 2 scheme a,,,rejected,,
dual advantage fund series 2 scheme b,,,rejected,,
dual advantage fund series 2 scheme c,,,rejected,,
dual advantage fund series 3 scheme a,,,rejected,,
dual advantage fund series 39 36m,135340.0,135337.0,high_confidence_candidate,,
dual advantage fund series 44 39m,139231.0,139229.0,high_confidence_candidate,,
dual advantage fund series 45 38m,139329.0,139327.0,high_confidence_candidate,,
dual advantage fund series 46 36m,139468.0,139467.0,high_confidence_candidate,,
dual advantage fund series 49 42m,140063.0,140062.0,high_confidence_candidate,,
dual advantage fund series i,,,ambiguous,"[126465, 139440]","[126463, 139441]"
dual advantage fund series ii,129421.0,129424.0,high_confidence_candidate,,
dual advantage fund series iii,130024.0,130021.0,high_confidence_candidate,,
dual advantage fund series iv,131131.0,131133.0,high_confidence_candidate,,
dual advantage fund series ix,134614.0,134611.0,high_confidence_candidate,,
dual advantage fund series v,132919.0,132921.0,high_confidence_candidate,,
dual advantage fund series vi,133282.0,133281.0,high_confidence_candidate,,
dual advantage fund series vii,133716.0,133718.0,high_confidence_candidate,,
dual advantage fund series viii,134196.0,134195.0,high_confidence_candidate,,
dual advantage fund series x,135154.0,135153.0,high_confidence_candidate,,
dual advantage fund series xi,135376.0,135378.0,high_confidence_candidate,,
dual advantage fund series xii,135778.0,135779.0,high_confidence_candidate,,
dual advantage fund series xiii,136043.0,136042.0,high_confidence_candidate,,
dual advantage fund series xiv,136359.0,136360.0,high_confidence_candidate,,
dual advantage fund series xix,140597.0,140595.0,high_confidence_candidate,,
dual advantage fund series xv,139123.0,139121.0,high_confidence_candidate,,
dual advantage fund series xvi,139526.0,139533.0,high_confidence_candidate,,
dual advantage fund series xvii,,,rejected,,
dual advantage fund series xviii,140396.0,140394.0,high_confidence_candidate,,
dual advantage fund series xxii,141348.0,141349.0,high_confidence_candidate,,
dual advantage fund series xxiii,141634.0,141631.0,high_confidence_candidate,,
dual advantage fund series xxiv,141832.0,141833.0,high_confidence_candidate,,
dual advantage fund series xxix,144114.0,144111.0,high_confidence_candidate,,
dual advantage fund series xxv,141960.0,141959.0,high_confidence_candidate,,
dual advantage fund series xxvi,142259.0,142257.0,high_confidence_candidate,,
dual advantage fund series xxvii,142751.0,142749.0,high_confidence_candidate,,
dual advantage fund series xxviii,143363.0,143362.0,high_confidence_candidate,,
dual advantage fund series xxx,145161.0,145162.0,high_confidence_candidate,,
dws alpha equity fund,,,rejected,,
dws arbitrage fund,130994.0,131022.0,high_confidence_candidate,,
dws banking and psu debt fund,,,rejected,,
dws cash opportunities fund,,,rejected,,
dws corporate debt opportunities fund,131136.0,131143.0,high_confidence_candidate,,
dws equity income fund,,,rejected,,
dws fixed maturity series 23 dfmp 23,,,rejected,,
dws fixed maturity series 24 dfmp 24,121223.0,121226.0,high_confidence_candidate,,
dws fixed maturity series 26 dfmp 26,121445.0,121447.0,high_confidence_candidate,,
dws fixed maturity series 27 dfmp 27,121647.0,121646.0,high_confidence_candidate,,
dws fixed maturity series 28,122028.0,122033.0,high_confidence_candidate,,
dws fixed maturity series 29,122036.0,122039.0,high_confidence_candidate,,
dws fixed maturity series 30,122047.0,122050.0,high_confidence_candidate,,
dws fixed maturity series 31,122961.0,122963.0,high_confidence_candidate,,
dws fixed maturity series 32,123245.0,123242.0,high_confidence_candidate,,
dws fixed maturity series 33,123390.0,123385.0,high_confidence_candidate,,
dws fixed maturity series 34,123855.0,123857.0,high_confidence_candidate,,
dws fixed maturity series 35,124004.0,124006.0,high_confidence_candidate,,
dws fixed maturity series 36,124007.0,124009.0,high_confidence_candidate,,
dws fixed maturity series 37,124155.0,124156.0,high_confidence_candidate,,
dws fixed maturity series 38,124323.0,124324.0,high_confidence_candidate,,
dws fixed maturity series 39,124587.0,124586.0,high_confidence_candidate,,
dws fixed maturity series 42,125174.0,125179.0,high_confidence_candidate,,
dws fixed maturity series 43,125688.0,125689.0,high_confidence_candidate,,
dws fixed maturity series 45,126849.0,126853.0,high_confidence_candidate,,
dws fixed maturity series 46,126926.0,126922.0,high_confidence_candidate,,
dws fixed maturity series 47,127093.0,127095.0,high_confidence_candidate,,
dws fixed maturity series 48,127085.0,127088.0,high_confidence_candidate,,
dws fixed maturity series 49,127326.0,127323.0,high_confidence_candidate,,
dws fixed maturity series 50,127416.0,127418.0,high_confidence_candidate,,
dws fixed maturity series 51,127507.0,127509.0,high_confidence_candidate,,
dws fixed maturity series 52,127530.0,127529.0,high_confidence_candidate,,
dws fixed maturity series 53,127880.0,127882.0,high_confidence_candidate,,
dws fixed maturity series 54,127978.0,127980.0,high_confidence_candidate,,
dws fixed maturity series 55,128086.0,128088.0,high_confidence_candidate,,
dws fixed maturity series 56,128024.0,128026.0,high_confidence_candidate,,
dws fixed maturity series 57,128384.0,128385.0,high_confidence_candidate,,
dws fixed maturity series 58,128096.0,128098.0,high_confidence_candidate,,
dws fixed maturity series 60,128615.0,128621.0,high_confidence_candidate,,
dws fixed maturity series 61,128659.0,128657.0,high_confidence_candidate,,
dws fixed maturity series 62,128716.0,128718.0,high_confidence_candidate,,
dws fixed maturity series 63,128729.0,128730.0,high_confidence_candidate,,
dws fixed maturity series 64,129161.0,129163.0,high_confidence_candidate,,
dws fixed maturity series 66,129141.0,129145.0,high_confidence_candidate,,
dws fixed maturity series 68,129565.0,129567.0,high_confidence_candidate,,
dws fixed maturity series 69,129581.0,129575.0,high_confidence_candidate,,
dws fixed maturity series 70,130014.0,130016.0,high_confidence_candidate,,
dws fixed maturity series 71,130036.0,130033.0,high_confidence_candidate,,
dws fixed maturity series 72,130115.0,130111.0,high_confidence_candidate,,
dws fixed maturity series 75,130811.0,130813.0,high_confidence_candidate,,
dws fixed maturity series 77,131366.0,131368.0,high_confidence_candidate,,
dws fixed maturity series 78,131493.0,131491.0,high_confidence_candidate,,
dws fixed maturity series 82,133009.0,133014.0,high_confidence_candidate,,
dws fixed maturity series 85,133932.0,133934.0,high_confidence_candidate,,
dws fixed maturity series 86,134220.0,134226.0,high_confidence_candidate,,
dws fixed maturity series 87,134234.0,134230.0,high_confidence_candidate,,
dws fixed maturity series 91,134754.0,134780.0,high_confidence_candidate,,
dws fixed maturity series 95,135741.0,135742.0,high_confidence_candidate,,
dws gilt fund,,,rejected,,
dws global agribusiness offshore fund,,,rejected,,
dws hybrid fixed term dund series 26,,,rejected,,
dws hybrid fixed term fund series 11,120907.0,120906.0,high_confidence_candidate,,
dws hybrid fixed term fund series 12,121401.0,121402.0,high_confidence_candidate,,
dws hybrid fixed term fund series 13,121750.0,121749.0,high_confidence_candidate,,
dws hybrid fixed term fund series 14,122596.0,122594.0,high_confidence_candidate,,
dws hybrid fixed term fund series 17,124899.0,124898.0,high_confidence_candidate,,
dws hybrid fixed term fund series 19,125423.0,125425.0,high_confidence_candidate,,
dws hybrid fixed term fund series 21,129154.0,129156.0,high_confidence_candidate,,
dws hybrid fixed term fund series 22,129747.0,129751.0,high_confidence_candidate,,
dws hybrid fixed term fund series 23,130277.0,130278.0,high_confidence_candidate,,
dws hybrid fixed term fund series 27,130818.0,130824.0,high_confidence_candidate,,
dws hybrid fixed term fund series 29,131114.0,131116.0,high_confidence_candidate,,
dws hybrid fixed term fund series 31,131499.0,131501.0,high_confidence_candidate,,
dws hybrid fixed term fund series 32,132936.0,132939.0,high_confidence_candidate,,
dws hybrid fixed term fund series 33,,,rejected,,
dws hybrid fixed term fund series 34,133621.0,133624.0,high_confidence_candidate,,
dws hybrid fixed term fund series 35,133727.0,133729.0,high_confidence_candidate,,
dws hybrid fixed term fund series 37,134146.0,134142.0,high_confidence_candidate,,
dws hybrid fixed term fund series 39,134699.0,134701.0,high_confidence_candidate,,
dws hybrid fixed term fund series 40,134852.0,134848.0,high_confidence_candidate,,
dws hybrid fixed term fund series 41,135077.0,135079.0,high_confidence_candidate,,
dws income advantage fund,,,rejected,,
dws inflation indexed bond fund,126455.0,126459.0,high_confidence_candidate,,
dws insta cash plus fund,,,rejected,,
dws interval fund annual series 1 dif 1,122448.0,122451.0,high_confidence_candidate,,
dws investment opportunity fund,,,rejected,,
dws large cap fund series 1,134001.0,134002.0,high_confidence_candidate,,
dws large cap fund series 2,134134.0,134133.0,high_confidence_candidate,,
dws large cap fund series 3,134413.0,134415.0,high_confidence_candidate,,
dws low duration fund,119033.0,103591.0,high_confidence_candidate,,
dws medium term income fund,127423.0,127424.0,high_confidence_candidate,,
dws mid cap fund series 1,133144.0,133146.0,high_confidence_candidate,,
dws premier bond fund,,,rejected,,
dws short maturity fund,,,rejected,,
dws tax saving fund,,,rejected,,
dws top euroland offshore fund,,,rejected,,
dws treasury fund cash,,,rejected,,
dws treasury fund investment,,,rejected,,
dws ultra short term fund,119038.0,107820.0,high_confidence_candidate,,
dynamic asset allocation active fof,,,ambiguous,"[120679, 153832]",[153831]
dynamic asset allocation fund,,,ambiguous,"[126393, 134110]","[126394, 134109]"
dynamic asset allocation omni fof,132186.0,132180.0,high_confidence_candidate,,
dynamic bond fund,,,ambiguous,"[120582, 119505, 120451, 118416, 119755, 118747, 119671, 119097, 120762, 140769]","[102767, 115068, 108511, 102205, 101909, 113077, 140771]"
dynamic bond fund segregated 17022020,148118.0,148117.0,high_confidence_candidate,,
dynamic bond fund segregated portfolio 1,147808.0,147804.0,high_confidence_candidate,,
dynamic debt fund,,,rejected,,
edelweiss aggressive hybrid fund,118624.0,112108.0,high_confidence_candidate,,
edelweiss arbitrage fund,130206.0,130205.0,high_confidence_candidate,,
edelweiss asean equity off shore fund,140256.0,140255.0,high_confidence_candidate,,
edelweiss balanced advantage fund,118615.0,112117.0,high_confidence_candidate,,
edelweiss balanced advantage fund deactivated,140357.0,140359.0,high_confidence_candidate,,
edelweiss banking and psu debt fund,140286.0,140283.0,high_confidence_candidate,,
edelweiss bond fund,118648.0,109949.0,high_confidence_candidate,,
edelweiss bse internet economy index fund,153497.0,153495.0,high_confidence_candidate,,
edelweiss business cycle fund,152710.0,152724.0,high_confidence_candidate,,
edelweiss consumption fund,153214.0,153255.0,high_confidence_candidate,,
edelweiss corporate bond fund,140333.0,140336.0,high_confidence_candidate,,
edelweiss crisil ibx 50:50 gilt plus sdl april 2037 index fund,150671.0,150720.0,high_confidence_candidate,,
edelweiss crisil ibx 50:50 gilt plus sdl june 2027 index fund,150727.0,150771.0,high_confidence_candidate,,
edelweiss crisil ibx 50:50 gilt plus sdl sep 2028 index fund,150807.0,150848.0,high_confidence_candidate,,
edelweiss crisil ibx 50:50 gilt plus sdl short duration index fund,151365.0,151398.0,high_confidence_candidate,,
edelweiss crisil ibx aaa bond nbfc hfc jun 2027 index fund,153335.0,153334.0,high_confidence_candidate,,
edelweiss crisil ibx aaa financial services jan 2028 index fund,153115.0,153130.0,high_confidence_candidate,,
edelweiss crisil psu plus sdl 50:50 oct 2025 index fund,149950.0,149949.0,high_confidence_candidate,,
edelweiss elss tax saver fund,118620.0,111638.0,high_confidence_candidate,,
edelweiss emerging leaders fund,,,rejected,,
edelweiss emerging markets opportunities equity offshore fund,140327.0,140328.0,high_confidence_candidate,,
edelweiss equity savings advantage fund,,,rejected,,
edelweiss equity savings fund,140347.0,140351.0,high_confidence_candidate,,
edelweiss europe dynamic equity offshore fund,140296.0,140295.0,high_confidence_candidate,,
edelweiss financial services fund,154108.0,154107.0,high_confidence_candidate,,
edelweiss fixed maturity series 20,140271.0,140269.0,high_confidence_candidate,,
edelweiss fixed maturity series 35,,,rejected,,
edelweiss fixed maturity series 38,140321.0,140319.0,high_confidence_candidate,,
edelweiss fixed maturity series 40,140330.0,140329.0,high_confidence_candidate,,
edelweiss fixed maturity series 41,141056.0,141059.0,high_confidence_candidate,,
edelweiss fixed maturity series 49,143978.0,143981.0,high_confidence_candidate,,
edelweiss fixed maturity series 55,146733.0,146703.0,high_confidence_candidate,,
edelweiss fixed maturity sr 14,140263.0,140261.0,high_confidence_candidate,,
edelweiss fixed maturity sr 37,140318.0,140315.0,high_confidence_candidate,,
edelweiss flexi cap fund,140353.0,140355.0,high_confidence_candidate,,
edelweiss focused fund,150376.0,150382.0,high_confidence_candidate,,
edelweiss gilt fund,,,rejected,,
edelweiss gold and silver etf fof,150581.0,150579.0,high_confidence_candidate,,
edelweiss gold etf fund of fund,154208.0,154209.0,high_confidence_candidate,,
edelweiss government securities fund,140298.0,140297.0,high_confidence_candidate,,
edelweiss greater china equity off shore fund,140243.0,140242.0,high_confidence_candidate,,
edelweiss income plus arbitrage active fund of funds,153712.0,153713.0,high_confidence_candidate,,
edelweiss large & mid cap fund,140175.0,140172.0,high_confidence_candidate,,
edelweiss large cap fund,118617.0,111940.0,high_confidence_candidate,,
edelweiss liquid fund,,,ambiguous,"[118636, 140196]","[109940, 140182, 140176]"
edelweiss low duration fund,,,ambiguous,"[140220, 153416]","[140207, 140201, 153419]"
edelweiss mid cap fund,140228.0,140225.0,high_confidence_candidate,,
edelweiss money market fund,140237.0,140229.0,high_confidence_candidate,,
edelweiss msci india domestic & world healthcare 45 index fund,148555.0,148557.0,high_confidence_candidate,,
edelweiss multi asset allocation fund,151792.0,151795.0,high_confidence_candidate,,
edelweiss multi asset omni fund of fund,153776.0,153779.0,high_confidence_candidate,,
edelweiss multi cap fund,152094.0,152095.0,high_confidence_candidate,,
edelweiss nifty 100 quality 30 index fund,149254.0,149256.0,high_confidence_candidate,,
edelweiss nifty 50 index fund,149250.0,149252.0,high_confidence_candidate,,
edelweiss nifty alpha low volatility 30 index fund,152616.0,152617.0,high_confidence_candidate,,
edelweiss nifty large midcap 250 index fund,149343.0,149341.0,high_confidence_candidate,,
edelweiss nifty largemidcap 250 plus 8 13 yr g sec 70 30 index fund,154310.0,154312.0,high_confidence_candidate,,
edelweiss nifty midcap150 momentum 50 index fund,150902.0,150900.0,high_confidence_candidate,,
edelweiss nifty next 50 index fund,150899.0,150897.0,high_confidence_candidate,,
edelweiss nifty psu bond plus sdl apr 2026 50:50 index fund,148795.0,148797.0,high_confidence_candidate,,
edelweiss nifty psu bond plus sdl apr 2027 50:50 index fund,149247.0,149249.0,high_confidence_candidate,,
edelweiss nifty smallcap 250 index fund,150892.0,150894.0,high_confidence_candidate,,
edelweiss nifty500 multicap momentum quality 50 index fund,152985.0,152988.0,high_confidence_candidate,,
edelweiss overnight fund,147570.0,147569.0,high_confidence_candidate,,
edelweiss recently listed ipo fund,142388.0,142383.0,high_confidence_candidate,,
edelweiss short term fund,140251.0,140244.0,high_confidence_candidate,,
edelweiss short term income fund,,,rejected,,
edelweiss silver etf fund of fund,154072.0,154075.0,high_confidence_candidate,,
edelweiss small cap fund,146196.0,146193.0,high_confidence_candidate,,
edelweiss tax advantage fund,140241.0,140238.0,high_confidence_candidate,,
edelweiss technology fund,152437.0,152439.0,high_confidence_candidate,,
edelweiss us technology equity fund of fund,148063.0,148064.0,high_confidence_candidate,,
edelweiss us value equity offshore fund,140274.0,140273.0,high_confidence_candidate,,
edge fund,119685.0,117906.0,high_confidence_candidate,,
elss fund,132756.0,132757.0,high_confidence_candidate,,
elss tax saver,,,ambiguous,"[119060, 120270]",[100865]
elss tax saver fund,,,ambiguous,"[119544, 120503, 118473, 119242, 120592, 119773, 118803, 119723, 120715, 133386, 135781, 149570]","[112323, 111569, 104772, 105628, 100821, 133385, 135784, 149569]"
emerging leaders fund series 1,129402.0,129403.0,high_confidence_candidate,,
