scheme_code,latest_name,name_prefix
138725,DHFL Pramerica FIXED MATURITY PLAN - SERIES 58 - REGULAR PLAN -REGULAR DIVIDEND,dhfl pramerica fixed maturity plan - series 58 - regular pla
138729,DHFL Pramerica FIXED MATURITY PLAN - SERIES 58 - REGULAR PLAN -GROWTH,dhfl pramerica fixed maturity plan - series 58 - regular pla
138730,DHFL Pramerica FIXED MATURITY PLAN - SERIES 58 - REGULAR PLAN -QUARTERLY DIVIDEND,dhfl pramerica fixed maturity plan - series 58 - regular pla
138739,DHFL Pramerica FIXED MATURITY PLAN - SERIES 60 - DIRECT PLAN -ANNUAL DIVIDEND,dhfl pramerica fixed maturity plan - series 60 - direct plan
138740,DHFL Pramerica FIXED MATURITY PLAN - SERIES 60 - DIRECT PLAN -GROWTH,dhfl pramerica fixed maturity plan - series 60 - direct plan
138743,DHFL Pramerica FIXED MATURITY PLAN - SERIES 60 - REGULAR PLAN -REGULAR DIVIDEND,dhfl pramerica fixed maturity plan - series 60 - regular pla
138746,DHFL Pramerica FIXED MATURITY PLAN - SERIES 60 - REGULAR PLAN -GROWTH,dhfl pramerica fixed maturity plan - series 60 - regular pla
138759,DHFL Pramerica FIXED MATURITY PLAN - SERIES 62 - REGULAR PLAN -GROWTH,dhfl pramerica fixed maturity plan - series 62 - regular pla
138760,DHFL Pramerica FIXED MATURITY PLAN - SERIES 62 - REGULAR PLAN -REGULAR DIVIDEND,dhfl pramerica fixed maturity plan - series 62 - regular pla
138763,DHFL Pramerica FIXED MATURITY PLAN - SERIES 63 - DIRECT PLAN -ANNUAL DIVIDEND,dhfl pramerica fixed maturity plan - series 63 - direct plan
138765,DHFL Pramerica FIXED MATURITY PLAN - SERIES 63 - DIRECT PLAN -GROWTH,dhfl pramerica fixed maturity plan - series 63 - direct plan
138774,DHFL Pramerica FIXED MATURITY PLAN - SERIES 66 - REGULAR PLAN -REGULAR DIVIDEND,dhfl pramerica fixed maturity plan - series 66 - regular pla
138777,DHFL Pramerica FIXED MATURITY PLAN - SERIES 66 - REGULAR PLAN -GROWTH,dhfl pramerica fixed maturity plan - series 66 - regular pla
138778,DHFL Pramerica FIXED MATURITY PLAN - SERIES 66 - REGULAR PLAN -QUARTERLY DIVIDEND,dhfl pramerica fixed maturity plan - series 66 - regular pla
138783,DHFL Pramerica FIXED MATURITY PLAN - SERIES 64 - REGULAR PLAN -GROWTH,dhfl pramerica fixed maturity plan - series 64 - regular pla
138784,DHFL Pramerica FIXED MATURITY PLAN - SERIES 64 - REGULAR PLAN -QUARTERLY DIVIDEND,dhfl pramerica fixed maturity plan - series 64 - regular pla
138785,DHFL Pramerica FIXED MATURITY PLAN - SERIES 64 - REGULAR PLAN -REGULAR DIVIDEND,dhfl pramerica fixed maturity plan - series 64 - regular pla
138791,DHFL Pramerica Hybrid Fixed Term Fund - Series 21  - REGULAR PLAN -GROWTH,dhfl pramerica hybrid fixed term fund - series 21  - regular
138792,DHFL Pramerica Hybrid Fixed Term Fund - Series 21  - REGULAR PLAN -QUARTERLY DIVIDEND,dhfl pramerica hybrid fixed term fund - series 21  - regular
138793,DHFL Pramerica Hybrid Fixed Term Fund - Series 21  - REGULAR PLAN -REGULAR DIVIDEND,dhfl pramerica hybrid fixed term fund - series 21  - regular
138799,DHFL Pramerica FIXED MATURITY PLAN - SERIES 68 - REGULAR PLAN-GROWTH,dhfl pramerica fixed maturity plan - series 68 - regular pla
138800,DHFL Pramerica FIXED MATURITY PLAN - SERIES 68 - REGULAR PLAN -QUARTERLY DIVIDEND,dhfl pramerica fixed maturity plan - series 68 - regular pla
138801,DHFL Pramerica FIXED MATURITY PLAN - SERIES 68 - REGULAR PLAN -REGULAR DIVIDEND,dhfl pramerica fixed maturity plan - series 68 - regular pla
138802,DHFL Pramerica FIXED MATURITY PLAN - SERIES 68 - REGULAR PLAN -ANNUAL DIVIDEND,dhfl pramerica fixed maturity plan - series 68 - regular pla
138804,DHFL Pramerica FIXED MATURITY PLAN - SERIES 69 - REGULAR PLAN -GROWTH,dhfl pramerica fixed maturity plan - series 69 - regular pla
138806,DHFL Pramerica FIXED MATURITY PLAN - SERIES 69 - REGULAR PLAN -REGULAR DIVIDEND,dhfl pramerica fixed maturity plan - series 69 - regular pla
138807,DHFL Pramerica FIXED MATURITY PLAN - SERIES 69 - REGULAR PLAN -QUARTERLY DIVIDEND,dhfl pramerica fixed maturity plan - series 69 - regular pla
138809,DHFL Pramerica FIXED MATURITY PLAN - SERIES 69 - REGULAR PLAN -ANNUAL DIVIDEND,dhfl pramerica fixed maturity plan - series 69 - regular pla
138816,DHFL Pramerica Hybrid Fixed Term Fund - Series 22 - REGULAR PLAN -ANNUAL DIVIDEND,dhfl pramerica hybrid fixed term fund - series 22 - regular
138817,DHFL Pramerica Hybrid Fixed Term Fund - Series 22 - REGULAR PLAN -GROWTH,dhfl pramerica hybrid fixed term fund - series 22 - regular
138818,DHFL Pramerica Hybrid Fixed Term Fund - Series 22 - REGULAR PLAN -REGULAR DIVIDEND,dhfl pramerica hybrid fixed term fund - series 22 - regular
138822,DHFL Pramerica FIXED MATURITY PLAN - SERIES 70 - REGULAR PLAN -GROWTH,dhfl pramerica fixed maturity plan - series 70 - regular pla
138823,DHFL Pramerica FIXED MATURITY PLAN - SERIES 70 - REGULAR PLAN -QUARTERLY DIVIDEND,dhfl pramerica fixed maturity plan - series 70 - regular pla
138824,DHFL Pramerica FIXED MATURITY PLAN - SERIES 70 - REGULAR PLAN -REGULAR DIVIDEND,dhfl pramerica fixed maturity plan - series 70 - regular pla
138825,DHFL Pramerica FIXED MATURITY PLAN - SERIES 70 - REGULAR PLAN -ANNUAL DIVIDEND,dhfl pramerica fixed maturity plan - series 70 - regular pla
138830,DHFL Pramerica Fixed Maturity Plan - Series 71 - Regular Plan -Annual Dividend,dhfl pramerica fixed maturity plan - series 71 - regular pla
138831,DHFL Pramerica Fixed Maturity Plan - Series 71 - Regular Plan - Growth,dhfl pramerica fixed maturity plan - series 71 - regular pla
138832,DHFL Pramerica Fixed Maturity Plan - Series 71 - Regular Plan -Quarterly Dividend,dhfl pramerica fixed maturity plan - series 71 - regular pla
138833,DHFL Pramerica Fixed Maturity Plan - Series 71 - Regular Plan -Regular Dividend,dhfl pramerica fixed maturity plan - series 71 - regular pla
138837,DHFL Pramerica Fixed Maturity Plan - Series 72 - Regular Plan -Growth,dhfl pramerica fixed maturity plan - series 72 - regular pla
138838,DHFL Pramerica Fixed Maturity Plan - Series 72 - Regular Plan -Quarterly Dividend,dhfl pramerica fixed maturity plan - series 72 - regular pla
138839,DHFL Pramerica Fixed Maturity Plan - Series 72 - Regular Plan -Regular Dividend,dhfl pramerica fixed maturity plan - series 72 - regular pla
138840,DHFL Pramerica Fixed Maturity Plan - Series 72 - Regular Plan -Annual Dividend,dhfl pramerica fixed maturity plan - series 72 - regular pla
138845,DHFL Pramerica Hybrid Fixed Term Fund - Series 23 - Regular Plan -Annual Dividend,dhfl pramerica hybrid fixed term fund - series 23 - regular
138848,DHFL Pramerica Hybrid Fixed Term Fund - Series 23 - Regular Plan -Growth,dhfl pramerica hybrid fixed term fund - series 23 - regular
138849,DHFL Pramerica Hybrid Fixed Term Fund - Series 23 - Regular Plan -Quarterly Dividend,dhfl pramerica hybrid fixed term fund - series 23 - regular
138850,DHFL Pramerica Hybrid Fixed Term Fund - Series 23 - Regular Plan -Regular Dividend,dhfl pramerica hybrid fixed term fund - series 23 - regular
138855,DHFL Pramerica Fixed Maturity Plan - Series 75 - Regular Plan - Growth,dhfl pramerica fixed maturity plan - series 75 - regular pla
138856,DHFL Pramerica Fixed Maturity Plan - Series 75 - Regular Plan - Quarterly Dividend,dhfl pramerica fixed maturity plan - series 75 - regular pla
138857,DHFL Pramerica Fixed Maturity Plan - Series 75 - Regular Plan - Regular Dividend,dhfl pramerica fixed maturity plan - series 75 - regular pla
138860,DHFL Pramerica Hybrid Fixed Term Fund - Series 27 - Direct Plan - Growth,dhfl pramerica hybrid fixed term fund - series 27 - direct p
138861,DHFL Pramerica Hybrid Fixed Term Fund - Series 27 - Direct Plan - Dividend,dhfl pramerica hybrid fixed term fund - series 27 - direct p
138865,DHFL Pramerica Hybrid Fixed Term Fund - Series 27 - Regular Plan - Regular Dividend,dhfl pramerica hybrid fixed term fund - series 27 - regular
138866,DHFL Pramerica Hybrid Fixed Term Fund - Series 27 - Regular Plan - Growth,dhfl pramerica hybrid fixed term fund - series 27 - regular
138871,DHFL Pramerica Hybrid Fixed Term Fund - Series 26 - Regular Plan - Growth,dhfl pramerica hybrid fixed term fund - series 26 - regular
138872,DHFL Pramerica Hybrid Fixed Term Fund - Series 26 - Regular Plan - Quarterly Dividend,dhfl pramerica hybrid fixed term fund - series 26 - regular
138873,DHFL Pramerica Hybrid Fixed Term Fund - Series 26 - Regular Plan - Regular Dividend,dhfl pramerica hybrid fixed term fund - series 26 - regular
138874,DHFL Pramerica Hybrid Fixed Term Fund - Series 26 - Regular Plan - Annual Dividend,dhfl pramerica hybrid fixed term fund - series 26 - regular
138893,DHFL Pramerica Hybrid Fixed Term Fund - Series 29 - Regular Plan - Growth,dhfl pramerica hybrid fixed term fund - series 29 - regular
138894,DHFL Pramerica Hybrid Fixed Term Fund - Series 29 - Regular Plan - Quarterly Dividend,dhfl pramerica hybrid fixed term fund - series 29 - regular
138895,DHFL Pramerica Hybrid Fixed Term Fund - Series 29 - Regular Plan - Regular Dividend,dhfl pramerica hybrid fixed term fund - series 29 - regular
138896,DHFL Pramerica Hybrid Fixed Term Fund - Series 29 - Regular Plan - Annual Dividend,dhfl pramerica hybrid fixed term fund - series 29 - regular
138913,DHFL Pramerica Fixed Maturity Plan - Series 77 - Regular Plan - Growth,dhfl pramerica fixed maturity plan - series 77 - regular pla
138915,DHFL Pramerica Fixed Maturity Plan - Series 77 - Regular Plan - Quarterly Dividend,dhfl pramerica fixed maturity plan - series 77 - regular pla
138917,DHFL Pramerica Fixed Maturity Plan - Series 78 - Direct Plan - Annual Dividend,dhfl pramerica fixed maturity plan - series 78 - direct plan
138921,DHFL Pramerica Fixed Maturity Plan - Series 78 - Direct Plan - Growth,dhfl pramerica fixed maturity plan - series 78 - direct plan
138929,DHFL Pramerica Hybrid Fixed Term Fund - Series 31 - Regular Plan - Growth,dhfl pramerica hybrid fixed term fund - series 31 - regular
138930,DHFL Pramerica Hybrid Fixed Term Fund - Series 31 - Regular Plan - Quarterly Dividend,dhfl pramerica hybrid fixed term fund - series 31 - regular
138931,DHFL Pramerica Hybrid Fixed Term Fund - Series 31 - Regular Plan - Regular Dividend,dhfl pramerica hybrid fixed term fund - series 31 - regular
138932,DHFL Pramerica Hybrid Fixed Term Fund - Series 31 - Regular Plan - Annual Dividend,dhfl pramerica hybrid fixed term fund - series 31 - regular
138937,DHFL Pramerica Hybrid Fixed Term Fund - Series 32 - Regular Plan - Growth,dhfl pramerica hybrid fixed term fund - series 32 - regular
138938,DHFL Pramerica Hybrid Fixed Term Fund - Series 32 - Regular Plan - Annual Dividend,dhfl pramerica hybrid fixed term fund - series 32 - regular
138939,DHFL Pramerica Hybrid Fixed Term Fund - Series 32 - Regular Plan - Quarterly Dividend,dhfl pramerica hybrid fixed term fund - series 32 - regular
138940,DHFL Pramerica Hybrid Fixed Term Fund - Series 32 - Regular Plan - Regular Dividend,dhfl pramerica hybrid fixed term fund - series 32 - regular
138947,DHFL Pramerica Fixed Maturity Plan - Series 82 - Regular Plan - Growth,dhfl pramerica fixed maturity plan - series 82 - regular pla
138948,DHFL Pramerica Fixed Maturity Plan - Series 82 - Regular Plan - Quarterly Dividend,dhfl pramerica fixed maturity plan - series 82 - regular pla
138957,DHFL Pramerica Hybrid Fixed Term Fund - Series 33 - Regular Plan - Quarterly Dividend,dhfl pramerica hybrid fixed term fund - series 33 - regular
138958,DHFL Pramerica Hybrid Fixed Term Fund - Series 33 - Regular Plan - Regular Dividend,dhfl pramerica hybrid fixed term fund - series 33 - regular
138959,DHFL Pramerica Hybrid Fixed term Fund - Series 33 - Regular Plan - Annual Dividend,dhfl pramerica hybrid fixed term fund - series 33 - regular
138965,DHFL Pramerica Hybrid Fixed Term Fund - Series 34 - Regular Plan - Growth,dhfl pramerica hybrid fixed term fund - series 34 - regular
138966,DHFL Pramerica Hybrid Fixed Term Fund - Series 34 - Regular Plan - Regular Dividend,dhfl pramerica hybrid fixed term fund - series 34 - regular
138967,DHFL Pramerica Hybrid Fixed Term Fund - Series 34 - Regular Plan - Annual Dividend,dhfl pramerica hybrid fixed term fund - series 34 - regular
138968,DHFL Pramerica Hybrid Fixed Term Fund - Series 34 - Regular Plan - Quarterly Dividend,dhfl pramerica hybrid fixed term fund - series 34 - regular
138970,DHFL Pramerica Hybrid Fixed Term Fund - Series 35 - Direct Plan - Dividend,dhfl pramerica hybrid fixed term fund - series 35 - direct p
138971,DHFL Pramerica Hybrid fixed Term Fund - Series 35 - Direct Plan - Growth,dhfl pramerica hybrid fixed term fund - series 35 - direct p
138973,DHFL Pramerica Hybrid Fixed Term Fund - Series 35 - Regular Plan - Growth,dhfl pramerica hybrid fixed term fund - series 35 - regular
138974,DHFL Pramerica Hybrid Fixed Term Fund - Series 35 - Regular Plan - Quarterly Dividend,dhfl pramerica hybrid fixed term fund - series 35 - regular
138975,DHFL Pramerica Hybrid Fixed Term Fund - Series 35 - Regular Plan - Regular Dividend,dhfl pramerica hybrid fixed term fund - series 35 - regular
138976,DHFL Pramerica Hybrid Fixed Term Fund - Series 35 - Regular Plan - Annual Dividend,dhfl pramerica hybrid fixed term fund - series 35 - regular
138979,DHFL Pramerica Fixed Maturity Plan - Series 85 - Regular Plan - Quarterly Dividend,dhfl pramerica fixed maturity plan - series 85 - regular pla
138982,DHFL Pramerica Fixed Maturity Plan - Series 85 - Regular Plan - Growth,dhfl pramerica fixed maturity plan - series 85 - regular pla
138983,DHFL Pramerica Fixed Maturity Plan - Series 85 - Regular Plan - Regular Dividend,dhfl pramerica fixed maturity plan - series 85 - regular pla
138995,DHFL Pramerica Hybrid Fixed Term Fund - Series 37 - Regular Plan - Growth,dhfl pramerica hybrid fixed term fund - series 37 - regular
138996,DHFL Pramerica Hybrid Fixed Term Fund - Series 37 - Regular Plan - Quarterly Dividend,dhfl pramerica hybrid fixed term fund - series 37 - regular
138997,DHFL Pramerica Hybrid Fixed Term Fund - Series 37 - Regular Plan - Regular Dividend,dhfl pramerica hybrid fixed term fund - series 37 - regular
138998,DHFL Pramerica hybrid Fixed Term Fund - Series 37 - Regular Plan - Annual Dividend,dhfl pramerica hybrid fixed term fund - series 37 - regular
139005,DHFL Pramerica Fixed Maturity Plan - Series 86 - Regular Plan - Regular Dividend,dhfl pramerica fixed maturity plan - series 86 - regular pla
139008,DHFL Pramerica Fixed Maturity Plan - Series 86 - Regular Plan - Growth,dhfl pramerica fixed maturity plan - series 86 - regular pla
139021,DHFL Pramerica Hybrid Fixed Term Fund - Series 39 - Direct Plan - Regular Dividend,dhfl pramerica hybrid fixed term fund - series 39 - direct p
139023,DHFL Pramerica Hybrid Fixed Term Fund - Series 39 - Direct Plan - Growth,dhfl pramerica hybrid fixed term fund - series 39 - direct p
139025,DHFL Pramerica Hybrid Fixed Term Fund - Series 39 - Regular Plan - Growth,dhfl pramerica hybrid fixed term fund - series 39 - regular
139026,DHFL Pramerica Hybrid Fixed Term Fund - Series 39 - Regular Plan - Quarterly Dividend,dhfl pramerica hybrid fixed term fund - series 39 - regular
139027,DHFL Pramerica Hybrid Fixed Term Fund - Series 39 - Regular Plan - Regular Dividend,dhfl pramerica hybrid fixed term fund - series 39 - regular
139028,DHFL Pramerica Hybrid Fixed Term Fund - Series 39 - Regular Plan - Annual Dividend,dhfl pramerica hybrid fixed term fund - series 39 - regular
139045,DHFL Pramerica Hybrid Fixed Term Fund - Series 40 - Regular Plan - Growth,dhfl pramerica hybrid fixed term fund - series 40 - regular
139048,DHFL Pramerica Hybrid Fixed Term fund - Series 40 - Direct Plan - Regular Dividend,dhfl pramerica hybrid fixed term fund - series 40 - direct p
139049,DHFL Pramerica Hybrid Fixed Term Fund - Series 40 - Direct Plan - Growth,dhfl pramerica hybrid fixed term fund - series 40 - direct p
139050,DHFL Pramerica Hybrid Fixed Term Fund - Series 40 - Regular Plan - Quarterly Dividend,dhfl pramerica hybrid fixed term fund - series 40 - regular
139051,DHFL Pramerica Hybrid Fixed Term Fund - Series 40 - Regular Plan - Regular Dividend,dhfl pramerica hybrid fixed term fund - series 40 - regular
139052,DHFL Pramerica Hybrid Fixed Term Fund - Series 40 - Regular Plan - Annual Dividend,dhfl pramerica hybrid fixed term fund - series 40 - regular
139053,DHFL Pramerica Hybrid Fixed Term Fund - Series 41 - Direct Plan - Regular Dividend,dhfl pramerica hybrid fixed term fund - series 41 - direct p
139054,DHFL Pramerica Hybrid Fixed Term Fund - Series 41 - Direct Plan - Growth,dhfl pramerica hybrid fixed term fund - series 41 - direct p
139055,DHFL Pramerica Hybrid Fixed Term Fund - Series 41 - Direct Plan - Quarterly Dividend,dhfl pramerica hybrid fixed term fund - series 41 - direct p
139056,DHFL Pramerica Hybrid Fixed Term Fund - Series 41 - Regular Plan - Growth,dhfl pramerica hybrid fixed term fund - series 41 - regular
139057,DHFL Pramerica Hybrid Fixed Term Fund - Series 41 - Regular Plan - Quarterly Dividend,dhfl pramerica hybrid fixed term fund - series 41 - regular
139058,DHFL Pramerica Hybrid Fixed Term Fund - Series 41 - Regular Plan - Regular Dividend,dhfl pramerica hybrid fixed term fund - series 41 - regular
139060,DHFL Pramerica Hybrid Fixed Term Fund - Series 41 - Regular Plan - Annual Dividend,dhfl pramerica hybrid fixed term fund - series 41 - regular
139072,DHFL Pramerica Fixed Maturity Plan - Series 95 - Regular Option - Regular Dividend,dhfl pramerica fixed maturity plan - series 95 - regular opt
139075,DHFL Pramerica Fixed Maturity Plan - Series 95 - Regular Option - Growth,dhfl pramerica fixed maturity plan - series 95 - regular opt
139099,ICICI Prudential Fixed Maturity Plan - Series 78 - 1156 Days Plan U Direct Plan Cumulative Option,icici prudential fixed maturity plan - series 78 - 1156 days
139101,ICICI Prudential Fixed Maturity Plan - Series 78 - 1156 Days Plan U Cumulative Option,icici prudential fixed maturity plan - series 78 - 1156 days
139102,ICICI Prudential Fixed Maturity Plan - Series 78 - 1156 Days Plan U Dividend Option,icici prudential fixed maturity plan - series 78 - 1156 days
139103,ICICI Prudential Fixed Maturity Plan - Series 78 - 1135 Days Plan W Cumulative Option,icici prudential fixed maturity plan - series 78 - 1135 days
139104,ICICI Prudential Fixed Maturity Plan - Series 78 - 1135 Days Plan W Direct Plan Cumulative Option,icici prudential fixed maturity plan - series 78 - 1135 days
139107,ICICI Prudential Fixed Maturity Plan - Series 78 - 1130 Days Plan T Cumulative Option,icici prudential fixed maturity plan - series 78 - 1130 days
139109,ICICI Prudential Fixed Maturity Plan - Series 78 - 1130 Days Plan T Direct Plan Cumulative Option,icici prudential fixed maturity plan - series 78 - 1130 days
139110,ICICI Prudential Fixed Maturity Plan - Series 78 - 1130 Days Plan T Direct Plan Dividend Option,icici prudential fixed maturity plan - series 78 - 1130 days
139111,ICICI Prudential Fixed Maturity Plan - Series 78 - 1281 Days Plan V Direct Plan Dividend Option,icici prudential fixed maturity plan - series 78 - 1281 days
139112,ICICI Prudential Fixed Maturity Plan - Series 78 - 1281 Days Plan V Dividend Option,icici prudential fixed maturity plan - series 78 - 1281 days
139113,ICICI Prudential Fixed Maturity Plan - Series 78 - 1281 Days Plan V Direct Plan Cumulative Option,icici prudential fixed maturity plan - series 78 - 1281 days
139114,ICICI Prudential Fixed Maturity Plan - Series 78 - 1281 Days Plan V Cumulative Option,icici prudential fixed maturity plan - series 78 - 1281 days
139116,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Dividend Option,icici prudential capital protection oriented fund - series i
139117,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Direct Plan Cumulative Option,icici prudential capital protection oriented fund - series i
139119,ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Cumulative Option,icici prudential capital protection oriented fund - series i
139163,Aditya Birla Sun Life Fixed Term Plan - Series NP (1163 days) - Regular Plan-Growth,aditya birla sun life fixed term plan - series np (1163 days
139164,Aditya Birla Sun Life Fixed Term Plan - Series NP (1163 days) - Regular Plan-Normal Dividend,aditya birla sun life fixed term plan - series np (1163 days
139165,Aditya Birla Sun Life Fixed Term Plan - Series NP (1163 days) - Regular Plan-Quarterly Dividend,aditya birla sun life fixed term plan - series np (1163 days
139166,Aditya Birla Sun Life Fixed Term Plan - Series NP (1163 days) - Direct Plan-Normal Dividend,aditya birla sun life fixed term plan - series np (1163 days
139168,Aditya Birla Sun Life Fixed Term Plan - Series NP (1163 days) - Direct Plan-Growth,aditya birla sun life fixed term plan - series np (1163 days
139178,ICICI Prudential Fixed Maturity Plan - Series 78 - 1115 Days Plan X Cumulative Option,icici prudential fixed maturity plan - series 78 - 1115 days
139179,ICICI Prudential Fixed Maturity Plan - Series 78 - 1115 Days Plan X Direct Plan Dividend Option,icici prudential fixed maturity plan - series 78 - 1115 days
139180,ICICI Prudential Fixed Maturity Plan - Series 78 - 1115 Days Plan X Direct Plan Cumulative Option,icici prudential fixed maturity plan - series 78 - 1115 days
139249,Reliance Dual Advantage Fixed Tenure Fund IX- Plan C- Direct Plan-Growth Option,reliance dual advantage fixed tenure fund ix- plan c- direct
139251,Reliance Dual Advantage Fixed Tenure Fund IX- Plan C- Direct Plan-Dividend Payout Option,reliance dual advantage fixed tenure fund ix- plan c- direct
139253,ICICI Prudential Fixed Maturity Plan - Series 78 - 1102 Days Plan Z Cumulative Option,icici prudential fixed maturity plan - series 78 - 1102 days
139254,ICICI Prudential Fixed Maturity Plan - Series 78 - 1102 Days Plan Z Dividend Option,icici prudential fixed maturity plan - series 78 - 1102 days
139255,ICICI Prudential Fixed Maturity Plan - Series 78 - 1102 Days Plan Z Direct Plan Cumulative Option,icici prudential fixed maturity plan - series 78 - 1102 days
139256,ICICI Prudential Fixed Maturity Plan - Series 78 - 1102 Days Plan Z Direct Plan Dividend Option,icici prudential fixed maturity plan - series 78 - 1102 days
139261,ICICI Prudential India Recovery Fund - Series 5 Direct Plan Dividend Option,icici prudential india recovery fund - series 5 direct plan
139264,ICICI Prudential India Recovery Fund - Series 5 Direct Plan Cumulative Option,icici prudential india recovery fund - series 5 direct plan
139295,ICICI Prudential Fixed Maturity Plan - Series 79 - 1218 Days Plan A Cumulative Option,icici prudential fixed maturity plan - series 79 - 1218 days
139296,ICICI Prudential Fixed Maturity Plan - Series 79 - 1218 Days Plan A Dividend Option,icici prudential fixed maturity plan - series 79 - 1218 days
139297,ICICI Prudential Fixed Maturity Plan - Series 79 - 1218 Days Plan A Direct Plan Cumulative Option,icici prudential fixed maturity plan - series 79 - 1218 days
139298,ICICI Prudential Fixed Maturity Plan - Series 79 - 1218 Days Plan A Direct Plan Dividend Option,icici prudential fixed maturity plan - series 79 - 1218 days
139299,UTI Capital Protection Oriented Scheme Series VII-IV (1278 Days) - Direct Plan - Growth Option,uti capital protection oriented scheme series vii-iv (1278 d
139300,UTI Capital Protection Oriented Scheme Series VII-IV (1278 Days) - Regular Plan - Growth Option,uti capital protection oriented scheme series vii-iv (1278 d
139301,UTI Capital Protection Oriented Scheme Series VII-IV (1278 Days) - Direct Plan - Dividend Option,uti capital protection oriented scheme series vii-iv (1278 d
139302,UTI Capital Protection Oriented Scheme Series VII-IV (1278 Days) - Regular Plan - Dividend Option,uti capital protection oriented scheme series vii-iv (1278 d
139336,Nippon India Dual Advantage Fixed Tenure Fund IX- Plan D- Dividend Payout Option,nippon india dual advantage fixed tenure fund ix- plan d- di
139337,Nippon India Dual Advantage Fixed Tenure Fund IX- Plan D- Direct Plan-Growth Option,nippon india dual advantage fixed tenure fund ix- plan d- di
139338,Nippon India Dual Advantage Fixed Tenure Fund IX- Plan D- Direct Plan-Dividend Payout Option,nippon india dual advantage fixed tenure fund ix- plan d- di
139340,ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Dividend Option,icici prudential fixed maturity plan - series 79 - 1105 days
139341,ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Direct Plan Cumulative Option,icici prudential fixed maturity plan - series 79 - 1105 days
139342,ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Cumulative Option,icici prudential fixed maturity plan - series 79 - 1105 days
139343,ICICI Prudential Fixed Maturity Plan - Series 79 - 1105 Days Plan B Direct Plan Dividend Option,icici prudential fixed maturity plan - series 79 - 1105 days
139359,Kotak Capital Protection Oriented Scheme - Series 4 - Regular Dividend,kotak capital protection oriented scheme - series 4 - regula
139360,Kotak Capital Protection Oriented Scheme - Series 4 - Regular Growth,kotak capital protection oriented scheme - series 4 - regula
139361,Kotak Capital Protection Oriented Scheme - Series 4 - Direct Dividend,kotak capital protection oriented scheme - series 4 - direct
139362,Kotak Capital Protection Oriented Scheme - Series 4 - Direct Growth,kotak capital protection oriented scheme - series 4 - direct
139368,ICICI Prudential Capital Protection Oriented Fund - Series X - 1235 Days Plan A Cumulative Option,icici prudential capital protection oriented fund - series x
139369,ICICI Prudential Capital Protection Oriented Fund - Series X - 1235 Days Plan A Dividend Option,icici prudential capital protection oriented fund - series x
139370,ICICI Prudential Capital Protection Oriented Fund - Series X - 1235 Days Plan A Direct Plan Dividend Option,icici prudential capital protection oriented fund - series x
139371,ICICI Prudential Capital Protection Oriented Fund - Series X - 1235 Days Plan A Direct Plan Cumulative Option,icici prudential capital protection oriented fund - series x
139372,UTI Capital Protection Oriented Scheme Series VII-V (1281 Days) - Direct Plan - Growth Option,uti capital protection oriented scheme series vii-v (1281 da
139373,UTI Capital Protection Oriented Scheme Series VII-V (1281 Days) - Regular Plan - Growth Option,uti capital protection oriented scheme series vii-v (1281 da
139374,UTI Capital Protection Oriented Scheme Series VII-V (1281 Days) - Regular Plan - Dividend Option,uti capital protection oriented scheme series vii-v (1281 da
139375,UTI Capital Protection Oriented Scheme Series VII-V (1281 Days) - Direct Plan - Dividend Option,uti capital protection oriented scheme series vii-v (1281 da
139439,Aditya Birla Sun Life Dual Advantage Fund - Series I - Regular Plan - Dividend Payout,aditya birla sun life dual advantage fund - series i - regul
139440,Aditya Birla Sun Life Dual Advantage Fund - Series I - Direct Plan - Growth,aditya birla sun life dual advantage fund - series i - direc
139441,Aditya Birla Sun Life Dual Advantage Fund - Series I - Regular Plan - Growth,aditya birla sun life dual advantage fund - series i - regul
139442,Aditya Birla Sun Life Dual Advantage Fund - Series I - Direct Plan - Dividend Payout,aditya birla sun life dual advantage fund - series i - direc
139451,ICICI Prudential Fixed Maturity Plan - Series 79 - 1140 Days Plan D  Cumulative Option,icici prudential fixed maturity plan - series 79 - 1140 days
139452,ICICI Prudential Fixed Maturity Plan - Series 79 - 1140 Days Plan D  Direct Plan Dividend Option,icici prudential fixed maturity plan - series 79 - 1140 days
139453,ICICI Prudential Fixed Maturity Plan - Series 79 - 1140 Days Plan D  Direct Plan Cumulative Option,icici prudential fixed maturity plan - series 79 - 1140 days
139454,ICICI Prudential Fixed Maturity Plan - Series 79 - 1140 Days Plan D  Dividend Option,icici prudential fixed maturity plan - series 79 - 1140 days
139470,ICICI Prudential Capital Protection Oriented Fund - Series X - 1375 Days Plan B Cumulative Plan,icici prudential capital protection oriented fund - series x
139471,ICICI Prudential Capital Protection Oriented Fund - Series X - 1375 Days Plan B Direct Plan Cumulative Plan,icici prudential capital protection oriented fund - series x
139472,ICICI Prudential Capital Protection Oriented Fund - Series X - 1375 Days Plan B Dividend Plan,icici prudential capital protection oriented fund - series x
