scheme_code,last_nav_date
121032,2016-03-23
121033,2022-05-11
121034,2022-05-11
121035,2014-02-13
121036,2014-02-13
121037,2014-02-13
121038,2014-02-13
121039,2014-02-13
121040,2014-02-13
121041,2014-02-13
121042,2014-02-13
121043,2014-02-20
121044,2014-02-20
121045,2014-02-20
121046,2014-02-20
121047,2014-02-20
121048,2014-02-20
121049,2014-08-26
121050,2014-08-26
121051,2014-08-26
121052,2014-08-26
121054,2014-04-07
121055,2014-04-07
121061,2014-04-07
121062,2014-04-07
121063,2017-03-02
121064,2017-03-02
121065,2017-03-02
121066,2015-02-26
121067,2014-02-17
121068,2014-02-17
121069,2014-02-17
121070,2014-02-17
121071,2014-04-16
121072,2014-04-16
121073,2014-04-16
121074,2014-04-16
121076,2014-05-12
121077,2014-05-12
121080,2014-07-14
121081,2014-07-14
121083,2016-03-21
121084,2016-03-21
121085,2016-03-21
121086,2016-03-21
121087,2016-03-02
121088,2016-03-02
121089,2016-03-02
121090,2016-03-02
121091,2016-04-04
121092,2016-04-04
121093,2016-01-05
121094,2016-04-04
121095,2016-04-07
121096,2016-01-05
121097,2016-04-07
121098,2016-04-07
121099,2014-04-09
121100,2014-04-09
121101,2014-04-09
121102,2014-04-09
121103,2013-05-15
121104,2013-05-15
121105,2013-05-15
121106,2013-05-15
121107,2013-05-15
121108,2013-05-15
121110,2014-02-18
121111,2014-02-18
121112,2014-02-18
121113,2014-02-18
121114,2014-02-18
121115,2014-02-18
121116,2014-02-18
121117,2014-02-18
121118,2014-03-04
121119,2014-03-04
121120,2014-03-04
121121,2014-03-04
121122,2014-03-04
121123,2014-03-04
121124,2014-03-04
121125,2014-03-04
121126,2014-02-24
121127,2017-03-14
121129,2017-03-14
121130,2014-04-03
121131,2014-04-03
121132,2014-04-03
121133,2014-04-03
121134,2014-03-28
121135,2014-03-28
121136,2014-03-28
121137,2014-03-28
121138,2014-02-24
121139,2014-02-24
121140,2014-02-24
121143,2018-03-01
121144,2018-03-01
121145,2018-03-01
121147,2014-03-03
121148,2014-03-03
121149,2014-03-03
121150,2014-03-03
121151,2014-03-03
121152,2014-03-03
121153,2021-03-31
121154,2021-03-31
121155,2021-03-31
121156,2021-03-31
121157,2021-03-31
121158,2021-03-31
121159,2021-03-31
121160,2021-03-31
121161,2014-02-20
121162,2014-02-20
121163,2014-02-20
121164,2014-02-20
121165,2014-03-04
121166,2014-03-04
121167,2014-03-04
121168,2014-03-04
121173,2016-03-21
121174,2016-03-21
121175,2016-03-21
121176,2016-03-21
121177,2017-03-15
121178,2017-03-15
121180,2017-03-15
121183,2015-02-26
121184,2015-02-26
121185,2016-03-11
121186,2016-03-11
121187,2014-02-24
121188,2014-02-24
121189,2014-02-24
121190,2014-02-24
121191,2014-03-03
121192,2014-03-03
121193,2014-03-03
121194,2014-03-03
121195,2014-02-28
121196,2014-02-28
121197,2014-02-28
121198,2014-02-28
121199,2014-02-28
121200,2014-02-28
121201,2014-02-28
121202,2014-02-28
121203,2014-04-07
121204,2014-04-07
121209,2014-04-07
121211,2014-04-07
121213,2014-04-16
121214,2014-04-16
121215,2014-04-16
121221,2014-05-12
121223,2014-02-24
121224,2014-02-24
121225,2014-02-24
121226,2014-02-24
121233,2014-02-24
121234,2014-02-24
121235,2014-02-24
121237,2014-02-24
121238,2014-02-24
121247,2014-04-22
121248,2014-04-22
121249,2014-04-22
121250,2014-04-22
121251,2016-03-17
121252,2016-03-17
121253,2016-03-17
121254,2016-03-17
121255,2014-03-06
121256,2014-03-06
121257,2014-03-06
121258,2014-03-06
121259,2016-05-30
121260,2016-05-30
121261,2016-05-30
121262,2016-05-30
121263,2016-03-21
121264,2016-03-21
121265,2016-03-21
121266,2016-03-21
121267,2016-03-02
121268,2016-03-02
121269,2016-03-02
121270,2016-03-02
121271,2016-11-24
121272,2016-11-24
121273,2016-11-24
121274,2016-11-24
121275,2014-04-15
121276,2014-04-15
121277,2014-04-15
121278,2014-04-15
121285,2017-03-17
121286,2017-03-17
121287,2017-03-17
121288,2017-03-17
121289,2014-03-06
121290,2014-03-06
121291,2014-03-06
121292,2014-03-06
121293,2014-03-10
121294,2014-03-10
121295,2014-03-10
121296,2014-03-10
121297,2014-03-10
121298,2014-03-10
121299,2014-04-02
121301,2014-04-02
121303,2014-04-25
121304,2014-04-25
121305,2014-04-25
121306,2014-04-25
121309,2014-02-27
121310,2014-02-27
121311,2014-04-03
121316,2014-02-27
121317,2014-02-27
121318,2014-02-27
121319,2014-02-27
121320,2014-04-03
121321,2014-04-03
121322,2014-04-03
121323,2014-04-03
121324,2014-04-03
121325,2015-03-05
121327,2015-03-09
121328,2013-03-07
121329,2015-03-09
121330,2015-03-09
121347,2015-02-23
121348,2014-04-09
121350,2014-04-09
121352,2016-03-23
121354,2016-03-23
121356,2016-03-23
121357,2016-03-23
121358,2014-04-15
121359,2014-04-15
121360,2014-04-15
121361,2014-04-15
121362,2018-04-06
121364,2018-04-06
121368,2014-03-10
121369,2014-03-10
121370,2014-03-10
121371,2014-04-07
121378,2014-04-07
121380,2014-04-07
121381,2014-03-10
121387,2014-03-10
121389,2014-03-10
121391,2014-04-03
121392,2014-04-03
121393,2014-04-03
121394,2014-04-03
121395,2013-03-19
121396,2014-02-26
121397,2014-02-26
121398,2014-02-26
121399,2016-03-02
121401,2016-03-02
121402,2016-03-02
121405,2014-04-03
121406,2014-04-03
121407,2014-04-03
121409,2014-04-03
121412,2022-05-11
121413,2022-05-11
121414,2014-04-03
121415,2014-04-03
121416,2014-04-03
121417,2014-04-03
121418,2014-04-02
121419,2014-04-02
121420,2014-04-02
121421,2014-04-02
121422,2014-04-09
121423,2014-04-09
121424,2014-04-09
121425,2014-04-09
121426,2014-04-09
121427,2014-04-09
121429,2014-04-07
121430,2014-04-07
121431,2014-04-07
121432,2014-03-10
121433,2014-03-10
121434,2014-03-10
121435,2014-03-10
121436,2014-03-06
121438,2014-03-06
121439,2014-03-06
121440,2018-04-09
121441,2018-04-09
121442,2015-03-20
121445,2014-04-09
121447,2014-04-09
121448,2014-04-03
121449,2014-04-03
121450,2014-04-03
121451,2014-04-03
121458,2013-06-05
121459,2013-06-05
121460,2013-06-05
121461,2013-06-05
121462,2014-04-09
121463,2014-04-09
121464,2014-04-09
121465,2014-04-09
121469,2014-04-04
121470,2014-04-04
121471,2014-04-04
121473,2014-03-18
121477,2014-03-18
121479,2014-03-18
121484,2014-04-15
121485,2014-04-15
121491,2014-04-15
121492,2014-04-03
121493,2014-04-03
121494,2014-04-03
121495,2014-04-03
121496,2014-04-03
121497,2014-04-03
121498,2014-04-21
121499,2014-04-21
121500,2014-04-21
121501,2014-04-21
121502,2014-03-19
121504,2014-03-19
121505,2014-03-19
121506,2014-03-19
121508,2014-03-19
121510,2016-03-30
121511,2016-03-30
121512,2016-03-30
121513,2016-03-30
121514,2014-04-10
121515,2014-04-10
121516,2014-04-10
121517,2014-04-10
121518,2014-04-10
121519,2014-04-10
121528,2014-04-02
121529,2014-04-02
121530,2014-04-02
121531,2014-04-02
121532,2014-03-10
121533,2014-03-10
121535,2014-03-10
121536,2018-04-26
121537,2018-04-26
121538,2014-11-07
121540,2014-11-07
121541,2018-04-26
121542,2014-11-07
121544,2014-11-07
121545,2018-04-26
121546,2017-04-26
121547,2017-04-26
121549,2017-04-26
121550,2014-11-07
121552,2017-04-26
121553,2017-04-26
121554,2017-04-26
121555,2014-11-07
121556,2014-04-09
121557,2014-04-09
121558,2013-03-14
121559,2014-04-09
121560,2014-04-09
121561,2014-04-09
121562,2014-04-09
121563,2014-04-09
121564,2014-04-15
121565,2014-04-15
121566,2014-04-15
121567,2014-04-15
121568,2014-04-15
121569,2013-03-14
121570,2014-04-15
121571,2013-03-14
121572,2014-04-15
121573,2014-04-15
121574,2014-04-15
121575,2014-04-15
121576,2014-04-15
121577,2014-04-15
121578,2014-04-15
121579,2014-04-15
121580,2014-04-03
121581,2014-04-03
121582,2014-04-03
121583,2014-04-03
121586,2014-02-28
121587,2014-02-28
121588,2014-02-28
121590,2014-02-28
121591,2014-02-28
121592,2014-02-28
121593,2014-02-28
121594,2014-04-10
121598,2014-04-10
121599,2014-04-10
121600,2014-04-10
121601,2014-04-10
121602,2014-04-16
121604,2014-04-16
121605,2014-04-16
121606,2014-04-16
121607,2014-04-16
121608,2014-04-16
121609,2014-04-16
121610,2018-08-09
121611,2018-08-09
121612,2015-08-10
121613,2018-08-09
121614,2014-04-07
121615,2014-04-07
121617,2014-04-07
121618,2014-03-18
121620,2014-03-18
121621,2014-03-18
121622,2014-06-26
121623,2014-06-26
121624,2014-06-26
121625,2014-06-06
121626,2014-04-10
121628,2014-04-10
121629,2014-04-10
121630,2014-04-21
121631,2014-04-21
121632,2014-04-21
121634,2016-04-05
121635,2016-01-15
121636,2016-01-15
121637,2016-04-05
121642,2014-04-10
121643,2014-04-10
121644,2014-04-10
121645,2014-03-24
121646,2014-03-24
121647,2014-03-24
121648,2014-03-24
121649,2014-04-10
121651,2014-04-03
121655,2014-04-03
121656,2014-04-03
121657,2014-03-06
121658,2014-03-06
121659,2014-03-06
121660,2014-03-06
121661,2015-12-14
121662,2015-12-14
121663,2014-04-02
121665,2014-04-02
121666,2014-04-02
121677,2014-04-21
121678,2014-04-21
121679,2014-04-21
121680,2014-04-21
121681,2014-04-21
121687,2014-04-02
121688,2014-04-02
121689,2014-04-02
121691,2014-04-02
121692,2014-04-02
121693,2014-04-02
121694,2014-04-02
121695,2014-04-11
121696,2014-04-11
121697,2014-04-11
121698,2014-04-11
121699,2017-04-06
121701,2017-04-06
121704,2014-04-21
121705,2014-04-21
121706,2014-04-21
121711,2014-03-24
121712,2014-03-24
121713,2014-03-24
121714,2014-03-24
121716,2014-03-24
121717,2014-04-02
121718,2014-04-02
121719,2014-04-02
121720,2014-04-02
121723,2014-03-20
121724,2014-03-20
121725,2014-03-20
121726,2014-03-20
121727,2014-03-27
121729,2014-03-27
121730,2014-03-27
121731,2014-04-02
121732,2014-04-02
121733,2014-04-02
121734,2014-04-02
121735,2014-03-13
121736,2014-03-13
121737,2014-03-13
121738,2014-03-13
121739,2014-04-02
121740,2014-04-02
121741,2014-04-02
121743,2014-04-09
121744,2014-04-09
121745,2014-04-09
121746,2014-04-09
121748,2016-03-02
121749,2016-03-02
121750,2016-03-02
121751,2014-04-03
121752,2014-04-03
121753,2014-04-03
121755,2017-04-07
121756,2016-04-04
121757,2016-04-04
121758,2017-04-07
121759,2014-03-13
121760,2014-03-13
121761,2014-03-13
121762,2014-03-13
121765,2014-04-03
121767,2014-04-03
121768,2014-04-03
121770,2014-04-03
121771,2014-04-02
121772,2014-04-02
121773,2014-04-02
121774,2014-04-02
121777,2014-03-27
121780,2014-03-27
121782,2014-03-27
121785,2014-03-27
121786,2014-03-27
121787,2014-03-27
121790,2014-03-27
121793,2018-04-06
121794,2018-04-06
121795,2018-04-06
121796,2018-04-06
121797,2014-04-03
121798,2014-04-03
121799,2014-04-03
121800,2014-04-03
121801,2014-04-03
121802,2014-04-03
121809,2014-04-03
121811,2014-04-03
121812,2014-04-03
121813,2014-04-03
121815,2017-11-13
121816,2017-11-13
121820,2017-11-13
121821,2014-03-26
121822,2014-03-26
121823,2014-03-26
121824,2014-03-26
121825,2014-04-09
121826,2014-04-09
121827,2014-04-09
121828,2014-04-09
121830,2014-04-09
121837,2014-04-02
121838,2014-04-02
121839,2014-04-02
121840,2014-04-02
121845,2014-03-18
121846,2014-03-18
121848,2014-03-18
121853,2014-04-09
121855,2014-04-09
121856,2014-04-09
121857,2014-04-09
121858,2014-04-09
121859,2016-04-11
121861,2016-04-11
121862,2016-04-11
121864,2014-04-09
121865,2014-04-09
121867,2016-04-27
121869,2016-04-27
121870,2016-04-27
121871,2014-03-24
121873,2014-03-24
121874,2014-03-24
121875,2016-04-07
121876,2016-04-07
121877,2016-04-07
121878,2016-04-07
121879,2014-03-26
121880,2014-03-26
121881,2014-03-26
121882,2014-03-26
121887,2014-04-02
121889,2014-04-02
121890,2014-04-02
121893,2014-04-07
121894,2014-04-07
121895,2014-04-07
121896,2014-04-07
121898,2016-04-06
121899,2015-07-27
121900,2016-04-06
121901,2014-03-12
121902,2014-03-12
121906,2014-03-12
121909,2014-03-20
121910,2014-03-20
121911,2014-03-20
121912,2014-03-20
121913,2014-03-20
121914,2014-03-20
121915,2014-03-20
121916,2014-03-20
121917,2014-04-07
121918,2014-04-07
121919,2014-04-07
121920,2014-04-07
121921,2014-04-07
121922,2014-04-07
121923,2014-03-18
121924,2014-03-18
121925,2014-03-18
121926,2014-03-18
121928,2014-04-03
121929,2014-04-03
121930,2014-04-03
121939,2014-04-15
121941,2014-04-15
121942,2014-04-15
121945,2014-04-22
121946,2014-04-22
121947,2014-04-22
121948,2014-04-22
121949,2014-04-03
121950,2014-04-03
121951,2014-04-03
121952,2014-04-03
121953,2016-04-13
121954,2017-05-23
121955,2017-05-23
121956,2017-05-23
121958,2014-03-27
121959,2014-03-27
121960,2014-03-27
121965,2014-04-03
121967,2014-04-03
121968,2014-04-03
121969,2014-04-02
121971,2014-04-02
121972,2014-04-02
121973,2014-03-27
121975,2014-03-27
121981,2014-03-26
121983,2014-03-26
121985,2014-03-27
121987,2014-03-27
121988,2014-03-27
121989,2014-03-27
121990,2014-03-27
121991,2013-09-26
121992,2014-04-04
121993,2014-04-04
121994,2014-04-04
121995,2013-09-26
121996,2014-04-04
121997,2014-04-04
121998,2014-04-04
121999,2014-04-28
122000,2014-04-28
122001,2014-04-28
122002,2013-06-28
122003,2014-04-28
122004,2014-04-28
122005,2014-04-28
122006,2014-04-28
122007,2014-04-03
122008,2014-04-03
122010,2014-04-03
122011,2014-03-21
122012,2014-03-21
122013,2014-03-21
122014,2014-03-21
122015,2014-05-22
122016,2014-05-22
122017,2014-05-22
122018,2014-05-22
122019,2014-04-03
122020,2014-04-03
122021,2014-04-03
122025,2014-04-03
122026,2014-04-03
122028,2014-04-03
122033,2014-04-03
122036,2014-03-27
122038,2014-03-27
122039,2014-03-27
122044,2014-04-09
122045,2014-04-09
122047,2014-04-09
122050,2014-04-09
122054,2014-04-03
122055,2014-04-03
122056,2014-04-03
122057,2014-04-03
122058,2014-04-03
122061,2014-04-03
122062,2014-04-02
122064,2014-04-02
122070,2016-03-02
122072,2013-04-02
122073,2016-03-02
122074,2016-03-02
122076,2016-04-18
122077,2016-04-18
122078,2016-03-21
122079,2017-04-24
122080,2017-04-24
122081,2017-04-24
122084,2014-04-07
122086,2014-04-07
122087,2014-04-07
122088,2014-04-03
122090,2014-04-03
122091,2014-04-03
122092,2014-04-25
122093,2014-04-25
122094,2014-04-25
122095,2014-04-25
122096,2014-03-24
122097,2014-03-24
122099,2014-03-24
122100,2014-03-24
122101,2014-03-24
122108,2014-04-08
122109,2014-04-08
122110,2014-04-08
122111,2014-04-08
122112,2014-04-15
122113,2014-04-15
122114,2014-04-15
122115,2014-04-15
122116,2014-04-15
122117,2014-04-15
122118,2014-04-03
122119,2014-04-03
122121,2014-04-03
122122,2014-04-03
122123,2014-04-03
122124,2014-04-03
122132,2014-03-27
122133,2014-03-27
122134,2014-03-27
122135,2014-03-27
122138,2014-03-25
122139,2014-03-25
122140,2014-07-02
122141,2014-07-02
122142,2014-07-02
122143,2014-07-02
122144,2014-04-02
122145,2014-04-02
122146,2014-04-02
122147,2014-04-02
122153,2014-03-25
122154,2014-03-25
122155,2014-03-21
122156,2014-03-21
122157,2013-09-26
122158,2014-03-21
122159,2016-05-03
122160,2016-05-03
122161,2016-05-03
122162,2016-05-03
122163,2016-03-02
122164,2016-03-02
122169,2014-04-09
122170,2014-04-09
122171,2014-04-09
122172,2014-04-09
122173,2014-04-09
122174,2014-04-09
122175,2014-04-09
122176,2014-04-09
122177,2014-04-16
122178,2014-04-16
122179,2014-04-16
122180,2014-04-16
122181,2014-04-16
122182,2014-04-16
122183,2014-04-16
122184,2014-04-16
122185,2014-04-22
122186,2014-04-22
122187,2014-04-22
122188,2014-04-22
122189,2014-04-22
122190,2014-04-22
122191,2014-04-22
122192,2014-04-22
122193,2014-04-23
122194,2014-04-23
122195,2014-04-23
122196,2014-04-23
122197,2014-04-23
122198,2014-04-23
122199,2014-04-23
122200,2014-04-23
122205,2016-03-04
122206,2016-03-04
122207,2016-03-02
122208,2016-03-02
122209,2016-03-04
122210,2016-03-04
122211,2016-03-02
122212,2016-03-02
122213,2016-03-02
122214,2016-03-02
122215,2015-09-03
122216,2015-09-03
122217,2016-03-02
122218,2016-03-02
122219,2016-03-02
122220,2016-03-02
122221,2016-03-02
122222,2016-03-02
122223,2016-03-02
122224,2016-03-02
122225,2017-05-11
122226,2017-05-11
122227,2017-05-11
122228,2017-05-11
122229,2014-04-16
122230,2014-04-16
122231,2014-04-16
122232,2014-04-16
122233,2014-04-16
122234,2014-04-16
122235,2022-11-25
122237,2016-05-18
122238,2016-05-18
122239,2016-05-18
122240,2016-05-18
122245,2014-04-30
122246,2014-04-30
122247,2014-04-30
122248,2014-04-30
122249,2016-05-06
122250,2016-05-06
122251,2016-05-06
122252,2016-05-06
122253,2014-04-15
122254,2014-04-15
122255,2014-04-15
122256,2014-04-15
122257,2016-03-07
122258,2014-12-17
122259,2015-06-16
122260,2017-06-20
122261,2014-12-17
122262,2016-03-03
122263,2016-03-03
122264,2015-06-16
122265,2014-12-17
122267,2015-08-06
122268,2015-06-16
122269,2015-01-29
122270,2015-02-26
122271,2014-07-02
122272,2013-05-15
122273,2016-05-17
122274,2016-05-17
122275,2016-05-17
122276,2016-05-17
122285,2016-07-07
122286,2016-07-07
122288,2016-07-07
122289,2018-02-14
122290,2018-02-14
122291,2018-02-14
122293,2018-02-14
122314,2017-04-27
122316,2020-09-25
122317,2020-09-25
122318,2018-05-24
122319,2018-05-24
122320,2018-05-24
122321,2018-05-24
122322,2017-04-27
122324,2016-05-06
122326,2016-05-06
122327,2016-05-06
122332,2014-06-03
122333,2014-06-03
122334,2014-06-03
122335,2014-06-03
122336,2014-06-03
122337,2014-06-03
122338,2014-06-03
122339,2014-06-03
122344,2014-04-29
122345,2014-04-29
122346,2014-04-22
122347,2014-04-22
122348,2014-04-22
122349,2014-04-22
122350,2014-05-05
122351,2014-05-05
122352,2014-05-05
122353,2014-05-05
122354,2014-05-05
122356,2014-04-28
122357,2014-04-28
122358,2014-04-28
122359,2014-04-28
122360,2014-04-28
122361,2014-05-02
122362,2014-04-21
122363,2014-04-21
122364,2014-04-21
122365,2014-04-21
122366,2014-04-21
122367,2014-04-21
122368,2014-04-21
122369,2014-04-21
122370,2014-05-30
122371,2014-05-30
122372,2014-05-30
122373,2014-05-30
122374,2018-02-14
122376,2018-02-14
122379,2015-07-07
122380,2015-07-07
122381,2015-07-07
122382,2013-05-13
122383,2016-11-24
122384,2016-11-24
122385,2016-11-24
122386,2016-11-24
122393,2018-02-14
122400,2018-02-14
122401,2016-05-23
122402,2019-04-12
122403,2019-04-12
122404,2016-05-23
122405,2014-04-23
122406,2014-04-23
122407,2014-04-23
122408,2014-04-23
122418,2014-04-29
122426,2014-05-15
122427,2014-05-15
122428,2014-05-15
122429,2014-05-15
122430,2014-05-15
122431,2014-05-15
122433,2014-05-08
122434,2014-05-08
122435,2014-05-08
122437,2014-05-08
122438,2014-05-08
122439,2019-04-12
122440,2019-04-12
122441,2019-04-12
122442,2019-04-12
122448,2016-03-02
122450,2016-03-02
122451,2016-03-02
122452,2016-02-03
122455,2016-05-30
122457,2016-05-30
122458,2016-05-30
122459,2014-05-28
122460,2014-05-28
122461,2014-05-28
122462,2014-05-28
122463,2014-05-12
122464,2014-05-12
122465,2014-05-12
122466,2014-05-12
122467,2014-05-12
122468,2014-05-12
122469,2014-05-12
122470,2014-05-12
122471,2014-05-15
122472,2014-05-15
122473,2014-05-15
122474,2014-05-15
122475,2014-05-15
122476,2014-05-15
122477,2014-05-15
122478,2014-05-15
122479,2014-05-28
122480,2014-05-28
122481,2014-05-28
122482,2014-05-28
122483,2014-05-28
122484,2014-05-28
122485,2014-05-28
122486,2014-05-28
122487,2016-07-04
122488,2016-07-04
122489,2016-07-04
122490,2016-07-04
122509,2019-07-29
122510,2019-07-29
122511,2019-07-29
122512,2019-07-29
122513,2014-05-02
122514,2014-05-02
122515,2014-05-02
122516,2014-05-02
122517,2014-05-02
122518,2014-05-02
122519,2014-05-02
122520,2014-05-02
122532,2018-06-01
122533,2018-06-01
122534,2018-06-01
122535,2018-06-01
122536,2014-06-02
122537,2014-06-02
122539,2014-06-02
122540,2016-05-16
122541,2016-05-16
122542,2016-05-16
122543,2015-05-13
122544,2014-06-02
122545,2014-06-02
122546,2014-06-02
122547,2014-06-02
122554,2014-05-16
122555,2014-05-16
122556,2014-05-16
122557,2014-05-16
122558,2014-05-16
122561,2014-05-16
122582,2016-06-02
122583,2016-06-02
122584,2016-06-02
122585,2016-06-02
122586,2016-06-02
122587,2016-06-02
122588,2016-06-02
122589,2016-06-02
122590,2014-05-22
122591,2014-05-22
122592,2014-05-22
122594,2016-03-02
122595,2016-03-02
122596,2016-03-02
122606,2022-09-16
122607,2022-09-16
122608,2016-06-24
122609,2015-06-23
122610,2016-06-24
122611,2016-06-24
122613,2018-05-24
122614,2017-07-14
122615,2017-07-14
122617,2016-06-28
122620,2014-06-03
122621,2014-06-03
122622,2014-06-03
122624,2014-05-26
122626,2014-05-26
122627,2013-06-03
122628,2014-05-26
122629,2014-05-26
122630,2014-05-26
122631,2014-06-10
122632,2014-06-10
122633,2014-06-10
122634,2014-06-10
122635,2014-06-10
122636,2014-06-10
122637,2014-06-10
122638,2014-06-10
122641,2022-05-11
122642,2022-05-11
122652,2017-06-27
122653,2017-06-27
122654,2014-06-16
122655,2017-06-27
122657,2018-06-29
122658,2018-06-29
122659,2018-06-29
122660,2018-06-29
122661,2016-07-05
122662,2016-07-05
122663,2016-07-05
122664,2016-07-05
122673,2020-04-24
122674,2020-04-24
122675,2016-03-04
122676,2016-03-04
122677,2016-03-02
122678,2016-03-02
122679,2015-02-18
122680,2014-06-18
122683,2016-03-02
122684,2016-03-02
122688,2016-03-02
122691,2014-06-26
122692,2014-06-26
122693,2014-06-26
122694,2014-06-26
122695,2016-07-04
122696,2016-07-04
122698,2016-07-04
122699,2016-08-02
122700,2016-08-02
122701,2016-08-02
122702,2016-08-02
122703,2014-06-17
122704,2014-06-17
122705,2014-06-17
122706,2014-06-17
122722,2015-01-08
122726,2017-07-13
122727,2017-07-13
122729,2017-07-13
122730,2014-06-26
122731,2014-06-26
122732,2014-06-26
122736,2014-06-26
122737,2014-06-26
122740,2014-07-02
122741,2014-07-02
122742,2014-07-02
122743,2014-07-02
122744,2016-07-19
122745,2016-07-19
122746,2016-07-19
122747,2016-07-19
122749,2014-06-16
122750,2014-06-16
122751,2014-06-16
122752,2014-06-16
122753,2018-07-02
122754,2018-07-02
122755,2018-07-02
122756,2018-07-02
122757,2014-06-11
122758,2014-06-11
122759,2014-06-11
122760,2014-06-11
122761,2014-06-11
122762,2014-06-11
122763,2014-06-11
122764,2014-06-11
122768,2014-06-24
122769,2014-06-24
122770,2014-06-24
122771,2014-06-24
122772,2014-06-30
122773,2014-06-30
122774,2014-06-30
122775,2014-06-30
122776,2016-09-19
122777,2016-09-19
122778,2016-09-19
122779,2016-09-19
122780,2014-07-02
122781,2014-07-02
122782,2014-07-02
122783,2014-07-02
122784,2018-12-20
122785,2021-06-09
122787,2015-11-19
122788,2014-06-20
122789,2014-06-20
122790,2014-06-20
122791,2014-06-20
122792,2016-01-24
122793,2016-01-14
122794,2015-12-03
122795,2016-03-30
122796,2014-01-07
122797,2016-03-30
122798,2015-06-08
122799,2017-01-06
122800,2015-12-22
122801,2015-12-22
122802,2017-01-06
122803,2016-01-29
122805,2016-01-29
122806,2017-01-06
122812,2014-06-24
122813,2014-06-24
122814,2014-06-24
122815,2014-06-24
122816,2016-07-21
122817,2016-07-21
122818,2016-07-21
122819,2016-07-21
122820,2014-06-30
122821,2014-06-30
122822,2013-06-28
122823,2014-06-30
122824,2014-06-30
122825,2014-06-30
122826,2013-12-19
122827,2013-06-28
122828,2014-06-30
122829,2014-06-30
122830,2014-06-30
122831,2014-06-30
122832,2014-06-30
122833,2014-06-30
122834,2014-06-30
122835,2014-06-30
122836,2014-07-15
122838,2014-07-15
122839,2014-07-15
122840,2014-07-10
122841,2014-07-10
122842,2014-07-10
122843,2014-07-10
122844,2014-07-10
122845,2014-07-10
122846,2014-07-14
122847,2014-07-14
122848,2014-07-14
122850,2016-07-27
122851,2016-07-27
122852,2016-07-27
122853,2016-07-27
122854,2016-07-04
122855,2016-08-03
122856,2016-08-03
122857,2016-07-04
122858,2016-07-13
122863,2016-07-13
122864,2016-07-13
122865,2016-07-13
122866,2016-07-13
122869,2014-07-14
122870,2014-07-14
122871,2014-07-14
122872,2014-07-14
122873,2014-07-14
122874,2014-07-14
122875,2014-07-14
122876,2014-07-14
122891,2022-09-16
122892,2016-08-01
122893,2016-08-01
122894,2014-07-21
122895,2014-07-21
122896,2017-09-29
122898,2017-09-29
122900,2019-09-13
122901,2016-08-09
122902,2019-09-13
122903,2019-09-13
122905,2014-07-15
122906,2014-07-15
122907,2014-07-15
122908,2014-07-15
122909,2019-05-27
122910,2019-07-30
122911,2016-08-09
122912,2016-08-09
122913,2019-07-30
122914,2014-07-07
122915,2014-07-07
122917,2014-07-07
122918,2014-07-07
122919,2014-07-07
122920,2014-07-07
122921,2014-07-07
122922,2016-05-06
122923,2016-05-24
122924,2014-07-21
122925,2014-07-21
122926,2014-07-21
122927,2014-07-21
122928,2014-07-21
122929,2014-07-21
122930,2014-07-21
122931,2014-07-21
122933,2014-07-15
122934,2014-07-15
122936,2014-07-15
122938,2016-07-28
122939,2014-07-28
122940,2016-07-28
122941,2016-07-28
122942,2016-07-28
122943,2014-07-28
122944,2014-07-17
122945,2014-07-17
122946,2014-07-17
122947,2014-07-17
122948,2014-07-17
122949,2014-07-17
122950,2020-09-30
122951,2020-09-30
122952,2017-01-24
122953,2020-09-30
122954,2018-08-03
122956,2018-08-03
122957,2018-08-03
122958,2015-07-28
122960,2015-07-28
122961,2016-03-02
122962,2015-07-28
122963,2016-03-02
122966,2016-03-02
122967,2016-03-02
122968,2016-07-27
122971,2015-07-28
122975,2015-07-28
122976,2016-07-27
122978,2016-03-02
122979,2016-03-02
122980,2016-03-02
122981,2016-03-02
122983,2017-08-31
122984,2017-08-31
122985,2017-08-31
122986,2017-08-31
122987,2016-08-31
122988,2016-08-31
122989,2017-08-31
122990,2014-11-07
122991,2014-07-23
122992,2014-07-23
122993,2014-07-23
122994,2014-07-23
122996,2017-09-29
122998,2017-09-29
122999,2017-09-29
123000,2016-08-01
123001,2014-07-28
123002,2016-08-01
123003,2016-08-01
123005,2016-07-26
123006,2016-07-26
123007,2016-07-26
123008,2015-04-06
123009,2016-07-26
123010,2016-07-26
123011,2016-11-23
123012,2016-11-23
123013,2016-08-02
123015,2016-08-02
123016,2014-08-04
123017,2014-08-04
123018,2016-08-02
123020,2014-08-04
123028,2016-08-09
123030,2016-08-09
123031,2016-08-04
123032,2014-08-05
123033,2014-08-05
123034,2016-08-04
123035,2014-08-05
123036,2014-08-05
123037,2014-08-04
123040,2014-08-04
123043,2014-08-04
123045,2013-11-05
123046,2013-11-05
123047,2013-11-05
123048,2013-11-05
123049,2013-11-05
123050,2013-11-05
123051,2018-06-22
123052,2018-06-22
123053,2016-08-09
123054,2016-08-09
123055,2014-01-17
123062,2017-02-15
123063,2020-09-30
123064,2020-09-30
123065,2020-09-30
123066,2013-10-31
123067,2013-10-31
123068,2013-10-31
123069,2013-10-31
123070,2018-07-02
123071,2016-09-12
123072,2018-07-02
123073,2016-09-12
123074,2017-10-16
123075,2014-08-04
123076,2017-10-16
123077,2014-08-04
