scheme_code,last_nav_date
126683,2017-02-20
126684,2017-02-20
126691,2017-04-25
126692,2017-04-25
126693,2014-11-05
126694,2014-11-05
126695,2014-11-05
126696,2014-11-05
126697,2018-04-09
126698,2018-04-09
126699,2018-04-09
126701,2017-04-24
126702,2017-04-24
126703,2015-04-15
126705,2014-03-25
126706,2017-02-13
126707,2014-03-25
126708,2015-01-28
126709,2017-02-13
126710,2014-03-25
126711,2014-03-25
126712,2015-01-28
126713,2017-02-07
126719,2017-02-07
126720,2017-02-07
126722,2017-02-07
126733,2015-01-27
126735,2015-01-27
126736,2015-01-27
126737,2015-01-27
126738,2015-01-27
126743,2017-04-12
126744,2017-04-12
126745,2017-04-12
126746,2017-04-12
126747,2015-01-21
126748,2017-01-24
126749,2017-01-24
126750,2015-01-21
126756,2018-04-17
126757,2018-04-17
126758,2015-04-15
126759,2018-04-17
126765,2014-03-25
126766,2019-06-03
126767,2019-06-03
126768,2019-06-03
126769,2019-06-03
126770,2019-06-03
126771,2019-06-03
126772,2019-06-03
126773,2015-05-14
126774,2015-05-14
126775,2017-06-01
126776,2014-03-25
126777,2015-05-14
126778,2017-06-01
126779,2017-06-01
126780,2017-06-01
126782,2017-05-15
126783,2017-05-15
126784,2017-05-15
126786,2015-05-11
126787,2017-05-15
126788,2017-05-15
126789,2015-05-11
126790,2015-05-11
126791,2017-02-20
126796,2017-02-20
126798,2015-02-23
126799,2017-02-20
126801,2017-05-19
126802,2018-07-09
126803,2017-05-19
126804,2018-07-09
126805,2018-06-20
126807,2015-04-08
126808,2018-06-20
126810,2018-06-20
126815,2017-06-14
126816,2017-02-20
126817,2018-09-24
126818,2015-02-05
126819,2017-02-07
126820,2017-02-07
126823,2017-02-07
126829,2017-05-15
126830,2017-05-15
126831,2017-05-15
126832,2017-05-15
126833,2015-02-09
126836,2015-02-09
126839,2015-04-07
126840,2015-04-07
126843,2015-04-07
126844,2015-04-07
126845,2019-02-18
126846,2019-02-18
126847,2019-02-18
126848,2019-02-18
126849,2016-03-02
126853,2016-03-02
126854,2015-04-13
126855,2015-04-13
126865,2015-02-03
126866,2015-02-03
126867,2014-05-01
126869,2014-05-01
126870,2014-05-01
126872,2014-05-01
126873,2017-02-06
126874,2017-02-06
126877,2017-04-17
126878,2014-03-25
126879,2017-04-17
126880,2015-02-03
126881,2015-02-03
126882,2015-02-03
126883,2017-04-17
126884,2017-04-17
126885,2014-04-29
126886,2014-04-29
126887,2014-04-29
126888,2014-04-29
126889,2017-05-05
126890,2015-02-10
126891,2017-05-05
126892,2015-02-10
126893,2017-03-14
126894,2017-03-14
126895,2017-03-14
126896,2017-03-14
126898,2017-03-01
126899,2017-03-01
126900,2017-03-01
126901,2017-03-01
126902,2019-02-18
126903,2019-02-18
126904,2019-02-18
126905,2019-02-18
126908,2018-04-09
126909,2015-04-06
126911,2018-04-09
126912,2017-04-05
126914,2017-04-05
126915,2017-04-05
126917,2015-01-28
126918,2015-01-28
126919,2015-01-28
126922,2015-02-10
126926,2015-02-10
126927,2017-06-14
126928,2017-06-14
126929,2017-06-14
126930,2015-02-12
126931,2015-04-10
126932,2015-04-10
126934,2015-04-10
126935,2018-04-25
126936,2018-04-25
126943,2015-04-08
126946,2015-04-08
126949,2015-04-08
126955,2017-08-18
126956,2017-08-18
126957,2017-08-18
126958,2017-08-18
126959,2015-02-09
126960,2017-02-06
126961,2017-02-06
126962,2017-02-06
126963,2017-02-13
126964,2017-02-13
126965,2017-02-13
126967,2018-04-10
126968,2018-04-10
126969,2018-04-10
126970,2018-04-10
126971,2018-04-09
126972,2018-04-09
126973,2018-04-09
126974,2015-04-06
126975,2018-08-16
126976,2018-08-16
126977,2018-08-16
126978,2018-08-16
126983,2017-04-10
126984,2017-04-10
126985,2017-02-06
126986,2017-04-10
126987,2017-04-10
126988,2015-02-05
126989,2017-04-10
126990,2017-04-10
126991,2017-04-10
126992,2017-04-10
126993,2014-03-25
126994,2017-04-10
126995,2017-04-10
126996,2014-03-25
126997,2015-02-18
126998,2015-02-18
126999,2015-02-18
127000,2015-02-18
127001,2017-04-27
127002,2015-04-20
127003,2015-04-20
127004,2017-04-27
127005,2015-05-05
127006,2014-03-25
127007,2017-06-13
127008,2017-06-13
127009,2017-06-13
127010,2017-06-13
127011,2017-06-13
127012,2017-06-13
127014,2015-02-16
127015,2015-02-16
127016,2015-02-16
127017,2015-02-16
127018,2015-02-16
127019,2017-04-17
127020,2017-04-17
127021,2015-02-10
127022,2015-02-10
127023,2017-04-17
127024,2017-04-17
127025,2017-04-17
127026,2017-04-17
127027,2014-04-29
127028,2014-04-29
127029,2014-04-29
127030,2014-04-29
127031,2018-07-09
127032,2018-07-09
127033,2018-07-09
127035,2014-05-13
127036,2014-05-13
127038,2014-05-13
127041,2014-03-13
127043,2014-03-13
127045,2014-04-03
127046,2014-04-03
127047,2014-04-03
127048,2014-04-03
127049,2017-03-10
127050,2017-03-10
127051,2017-03-10
127052,2017-03-10
127054,2015-02-09
127055,2015-02-09
127056,2015-02-09
127057,2015-02-09
127058,2015-02-09
127060,2015-04-06
127062,2017-04-10
127063,2017-04-10
127064,2017-04-10
127066,2017-04-24
127067,2017-04-24
127068,2015-04-17
127069,2017-04-24
127074,2017-03-23
127075,2017-03-23
127076,2015-02-09
127078,2015-02-09
127080,2017-04-24
127081,2015-04-16
127082,2017-04-24
127083,2017-04-24
127085,2015-02-23
127086,2015-02-23
127087,2015-02-23
127088,2015-02-23
127093,2016-03-02
127095,2016-03-02
127097,2015-04-13
127099,2015-02-20
127101,2015-02-20
127102,2015-02-20
127111,2017-04-11
127112,2015-04-07
127113,2017-04-11
127114,2017-04-11
127115,2018-04-17
127116,2018-04-17
127118,2017-04-05
127119,2017-04-05
127120,2015-02-09
127121,2015-02-09
127122,2015-02-09
127124,2015-02-09
127126,2017-05-16
127127,2017-05-16
127128,2015-02-20
127129,2017-02-27
127131,2017-02-27
127132,2017-02-27
127134,2017-04-11
127135,2015-05-11
127136,2017-04-11
127145,2015-02-26
127146,2017-06-06
127148,2015-02-26
127149,2017-06-06
127150,2015-02-26
127151,2016-11-24
127152,2016-11-24
127155,2016-11-24
127157,2016-11-24
127158,2015-12-30
127161,2016-11-24
127164,2016-11-24
127165,2018-06-20
127166,2015-04-08
127167,2015-04-08
127168,2015-04-08
127170,2015-04-08
127172,2018-06-20
127173,2015-04-09
127174,2015-04-09
127175,2015-04-09
127177,2015-02-18
127178,2015-02-18
127179,2015-02-18
127185,2017-04-11
127187,2017-04-11
127188,2017-04-11
127197,2015-02-16
127198,2015-02-16
127199,2015-02-16
127200,2015-02-16
127201,2015-02-10
127202,2017-04-17
127203,2017-04-17
127204,2015-02-10
127205,2014-03-25
127206,2015-02-10
127207,2017-04-17
127208,2014-03-25
127209,2017-04-05
127210,2017-04-05
127213,2015-04-16
127214,2015-04-16
127216,2017-04-05
127219,2017-06-13
127220,2014-03-25
127221,2017-06-13
127222,2017-06-13
127223,2017-06-13
127224,2015-05-05
127225,2017-06-13
127226,2017-06-13
127227,2017-05-03
127228,2017-05-03
127229,2017-05-03
127230,2017-05-03
127231,2017-06-14
127232,2015-02-20
127233,2017-06-14
127234,2015-02-20
127235,2016-02-26
127236,2018-03-12
127238,2018-03-12
127239,2017-08-04
127240,2017-08-04
127241,2016-06-06
127242,2017-08-04
127245,2015-02-12
127246,2015-02-12
127247,2015-02-12
127249,2014-05-19
127250,2014-05-19
127251,2014-05-19
127252,2014-05-19
127253,2014-05-19
127254,2014-05-19
127255,2017-02-20
127256,2017-02-20
127257,2015-02-20
127258,2015-02-20
127259,2018-05-23
127260,2018-05-23
127261,2018-05-23
127262,2018-05-23
127264,2017-04-07
127265,2015-02-26
127266,2017-04-07
127268,2017-04-07
127269,2017-04-07
127270,2017-04-07
127271,2017-04-07
127272,2018-04-18
127273,2015-04-16
127274,2018-04-18
127276,2018-04-18
127278,2017-04-06
127279,2017-04-06
127280,2017-04-06
127291,2015-04-06
127292,2015-04-06
127293,2015-04-06
127294,2015-04-06
127296,2018-04-09
127298,2015-04-06
127299,2018-04-09
127300,2017-02-27
127301,2017-02-27
127302,2017-02-27
127303,2015-03-04
127304,2022-03-13
127305,2022-03-13
127307,2022-03-13
127308,2022-03-13
127310,2022-03-13
127311,2022-03-13
127313,2022-03-13
127315,2022-03-13
127319,2022-03-13
127320,2022-03-13
127323,2016-03-02
127324,2015-03-31
127326,2016-03-02
127327,2015-03-31
127328,2015-03-31
127333,2014-05-19
127334,2014-05-19
127335,2014-05-19
127336,2014-05-19
127337,2018-04-16
127338,2017-04-17
127339,2018-04-16
127340,2017-04-17
127341,2015-02-13
127342,2017-02-16
127343,2017-02-16
127344,2017-02-16
127346,2015-02-16
127347,2017-04-17
127348,2015-02-16
127349,2017-04-17
127350,2015-02-16
127351,2017-03-10
127352,2017-03-10
127353,2015-02-26
127354,2017-03-10
127359,2017-04-21
127360,2017-04-21
127361,2017-04-21
127362,2017-04-21
127363,2017-04-17
127364,2015-02-18
127365,2017-04-17
127366,2015-02-18
127367,2017-04-17
127368,2015-02-18
127369,2017-04-17
127370,2015-02-18
127371,2017-04-17
127372,2014-03-25
127373,2015-02-18
127374,2014-03-25
127375,2017-04-17
127376,2017-04-17
127377,2015-02-18
127378,2014-03-25
127379,2017-03-14
127380,2017-03-14
127381,2017-03-14
127382,2017-03-14
127383,2015-02-25
127384,2015-02-25
127386,2015-02-25
127387,2017-05-26
127388,2017-05-26
127389,2017-02-27
127390,2017-02-27
127392,2016-03-02
127393,2015-04-07
127394,2015-04-07
127395,2018-04-10
127396,2015-04-07
127397,2015-04-07
127398,2018-04-10
127399,2017-08-24
127400,2017-05-29
127401,2017-05-29
127402,2017-02-27
127403,2015-05-19
127404,2017-04-05
127405,2017-04-05
127406,2017-04-05
127407,2017-04-05
127409,2015-02-23
127411,2015-02-23
127412,2015-02-23
127416,2015-02-26
127418,2015-02-26
127422,2016-03-02
127423,2016-03-02
127424,2016-03-02
127425,2015-02-23
127426,2015-02-23
127428,2015-04-06
127429,2015-04-06
127431,2015-04-06
127432,2017-06-13
127433,2015-05-05
127434,2017-06-13
127435,2015-05-05
127436,2017-06-13
127437,2017-06-13
127438,2017-06-13
127439,2017-06-13
127440,2015-03-02
127441,2015-03-02
127442,2015-03-02
127444,2018-04-17
127445,2018-04-17
127446,2017-04-13
127447,2017-04-13
127452,2018-04-17
127453,2017-04-13
127456,2017-06-06
127457,2015-03-03
127459,2017-06-06
127460,2018-04-24
127461,2018-04-24
127465,2015-02-18
127466,2015-02-18
127467,2017-04-19
127469,2015-02-18
127472,2017-04-17
127473,2017-04-17
127474,2017-04-17
127475,2017-04-17
127477,2015-02-23
127478,2015-02-23
127479,2015-02-23
127480,2017-05-02
127481,2017-05-02
127483,2015-04-27
127484,2015-02-20
127486,2017-04-05
127487,2015-02-20
127488,2015-02-20
127489,2017-04-05
127490,2018-06-21
127494,2018-06-21
127498,2017-03-06
127499,2017-03-06
127500,2017-03-06
127501,2015-03-09
127502,2015-02-23
127503,2015-02-23
127504,2015-02-23
127507,2015-03-09
127509,2015-03-09
127514,2017-04-11
127515,2018-04-10
127516,2018-04-10
127517,2015-04-07
127518,2014-05-21
127519,2014-05-21
127520,2014-05-21
127521,2014-05-21
127522,2017-04-21
127523,2017-04-21
127525,2017-04-21
127529,2015-04-06
127530,2015-04-06
127532,2015-04-06
127534,2017-04-05
127535,2017-04-05
127536,2015-03-09
127537,2018-07-16
127538,2018-07-16
127539,2015-03-09
127540,2018-06-08
127541,2018-06-08
127542,2015-04-06
127543,2015-04-06
127544,2018-06-08
127545,2015-04-06
127546,2018-06-08
127547,2018-06-08
127548,2015-02-24
127549,2015-02-24
127550,2017-04-17
127551,2015-02-24
127552,2017-04-17
127553,2017-04-17
127554,2017-04-17
127555,2015-02-24
127556,2020-05-26
127557,2020-05-26
127558,2016-04-28
127559,2017-05-03
127560,2020-05-26
127561,2016-04-28
127562,2017-05-03
127563,2020-05-26
127564,2015-03-05
127565,2015-03-05
127566,2015-03-05
127567,2015-03-05
127568,2015-04-06
127569,2015-04-06
127570,2015-04-06
127571,2015-04-06
127574,2017-03-21
127575,2017-03-21
127576,2017-03-21
127577,2017-03-21
127578,2014-06-06
127579,2014-06-06
127580,2014-06-06
127581,2014-06-06
127589,2017-04-05
127590,2015-02-23
127591,2015-02-23
127592,2017-04-05
127593,2015-02-26
127594,2017-04-05
127596,2017-04-05
127597,2017-04-05
127598,2015-02-26
127599,2015-04-07
127600,2015-04-07
127601,2018-04-10
127603,2018-04-10
127604,2018-04-10
127606,2015-03-09
127607,2017-06-19
127608,2015-03-09
127609,2015-03-09
127610,2017-06-19
127611,2015-02-26
127613,2015-02-26
127614,2015-02-26
127616,2015-03-03
127617,2017-04-07
127618,2017-04-07
127619,2017-04-07
127621,2015-02-23
127622,2015-02-23
127623,2015-02-23
127624,2015-02-25
127625,2015-02-25
127626,2015-02-25
127627,2015-02-25
127628,2019-03-22
127629,2019-03-22
127630,2018-04-24
127631,2018-04-24
127633,2015-04-20
127634,2017-04-18
127637,2015-04-20
127640,2019-02-27
127641,2019-02-27
127642,2019-02-27
127644,2019-02-27
127645,2019-02-27
127646,2019-02-27
127648,2019-02-27
127650,2017-04-03
127651,2017-04-03
127652,2015-04-24
127663,2015-04-06
127664,2017-04-11
127665,2017-04-11
127667,2017-04-11
127668,2019-03-11
127669,2019-03-11
127670,2019-03-11
127671,2019-03-11
127672,2015-03-05
127673,2015-03-05
127676,2015-03-05
127678,2015-03-05
127684,2018-06-21
127687,2018-06-21
127690,2017-03-14
127692,2017-03-14
127695,2015-03-02
127697,2015-03-02
127698,2015-03-02
127706,2015-04-07
127708,2018-04-11
127709,2015-04-07
127710,2018-04-11
127711,2018-04-11
127712,2017-04-07
127713,2015-03-05
127714,2017-04-07
127715,2015-03-05
127716,2018-06-25
127717,2018-06-25
127718,2018-06-25
127719,2015-03-09
127720,2018-07-09
127721,2017-04-26
127722,2018-07-09
127724,2020-05-14
127725,2017-04-28
127726,2020-05-14
127727,2020-05-14
127728,2015-04-06
127729,2015-04-06
127730,2015-04-06
127732,2018-06-08
127733,2018-06-08
127734,2018-06-08
127735,2018-06-08
127737,2015-03-12
127740,2015-03-12
127754,2014-03-25
127755,2014-03-25
127756,2017-06-28
127757,2014-03-25
127758,2017-06-28
127759,2014-03-25
127760,2015-03-03
127761,2015-03-03
127762,2017-06-13
127763,2015-05-05
127764,2014-03-25
127765,2017-06-13
127766,2015-05-05
127767,2017-06-13
127768,2014-03-25
127769,2014-03-25
127778,2015-03-09
127779,2015-03-09
127782,2015-03-09
127784,2015-03-09
127792,2015-04-06
127793,2015-04-06
127796,2015-04-06
127797,2015-04-06
127798,2014-06-05
127799,2014-06-05
127800,2014-06-05
127801,2014-06-05
127803,2015-03-02
127804,2015-03-02
127805,2015-03-02
127806,2017-03-08
127807,2017-03-08
127808,2017-03-08
127810,2018-04-09
127811,2018-04-09
127812,2015-03-02
127813,2018-04-09
127815,2018-04-17
127816,2018-04-17
127817,2017-04-13
127818,2015-03-05
127819,2017-04-13
127820,2015-03-05
127821,2015-03-05
127822,2015-03-05
127823,2015-03-05
127824,2015-03-05
127825,2015-03-02
127827,2017-04-05
127829,2017-03-02
127830,2017-04-05
127833,2018-04-11
127834,2015-04-08
127835,2018-04-11
127836,2018-04-11
127837,2015-04-06
127839,2015-04-06
127840,2015-04-06
127841,2015-04-06
127843,2017-04-21
127844,2017-04-21
127845,2015-02-26
127846,2015-02-26
127847,2015-02-26
127848,2015-02-26
127854,2017-03-20
127855,2017-06-19
127856,2015-03-18
127857,2015-03-18
127858,2017-06-19
127859,2018-05-02
127860,2015-04-06
127861,2018-05-02
127862,2018-05-02
127863,2018-03-12
127864,2018-03-12
127871,2018-04-09
127872,2018-04-09
127873,2018-04-09
127874,2018-04-09
127875,2015-03-05
127877,2015-03-05
127878,2015-03-05
127880,2015-04-09
127881,2015-04-09
127882,2015-04-09
127886,2015-03-09
127887,2015-03-09
127890,2015-03-09
127891,2015-03-09
127892,2015-04-06
127893,2015-04-06
127894,2015-04-06
127897,2015-04-06
127898,2017-03-20
127899,2017-03-20
127900,2017-03-21
127901,2017-03-20
127906,2015-04-06
127907,2015-04-06
127908,2015-04-06
127909,2015-04-06
127910,2018-08-16
127911,2018-08-16
127912,2018-08-16
127913,2018-08-16
127914,2015-04-06
127915,2015-04-06
127916,2015-04-06
127917,2015-04-06
127918,2017-03-27
127919,2017-03-27
127920,2017-03-27
127921,2017-03-27
127922,2020-05-26
127923,2015-03-09
127924,2020-05-26
127925,2015-03-09
127926,2015-03-09
127927,2015-03-09
127928,2020-05-26
127929,2015-03-09
127930,2017-06-01
127931,2017-06-01
127932,2017-06-01
127933,2017-06-01
127934,2017-06-01
127935,2017-06-01
127936,2017-06-01
127937,2017-06-01
127938,2018-06-21
127939,2015-04-08
127940,2018-06-21
127944,2018-06-21
127945,2015-04-08
127947,2017-03-14
127950,2017-03-14
127955,2015-03-09
127956,2015-03-09
127957,2015-03-09
127958,2015-04-06
127959,2017-04-06
127960,2015-04-06
127961,2017-04-06
127962,2017-04-25
127963,2017-04-25
127965,2017-04-25
127967,2016-03-03
127968,2014-09-18
127969,2016-03-03
127970,2014-04-21
127971,2015-08-10
127972,2017-04-26
127973,2017-04-26
127974,2017-04-26
127975,2017-04-26
127978,2016-03-02
127980,2016-03-02
127981,2015-04-06
127985,2015-04-06
127986,2015-04-06
127987,2017-04-11
127988,2017-04-11
127989,2015-04-06
127990,2017-04-05
127992,2017-04-05
127993,2017-04-05
127994,2017-03-06
127996,2014-04-03
127997,2014-04-03
127998,2014-04-03
127999,2014-04-03
128000,2015-03-09
128002,2017-04-05
128003,2017-03-09
128004,2015-03-09
128005,2017-04-05
128007,2021-09-17
128008,2021-09-17
128010,2018-06-20
128014,2018-06-20
128016,2015-04-06
128018,2014-06-09
128019,2014-06-09
128020,2014-06-09
128021,2014-06-09
128024,2016-03-02
128026,2016-03-02
128027,2015-04-30
128029,2015-04-30
128038,2018-04-04
128039,2018-04-04
128040,2018-04-04
128041,2015-04-06
128042,2017-04-19
128043,2015-04-06
128044,2017-04-19
128045,2015-04-06
128054,2016-02-02
128055,2016-02-02
128056,2015-04-07
128057,2016-02-02
128058,2017-04-13
128059,2015-03-16
128060,2017-04-13
128061,2015-03-16
128062,2015-03-16
128063,2015-03-16
128064,2015-03-16
128067,2015-03-23
128068,2015-03-23
128072,2015-03-23
128074,2015-04-13
128075,2018-07-09
128076,2018-07-09
128077,2017-04-26
128081,2018-07-16
128082,2018-07-16
128084,2015-04-06
128085,2015-03-16
128086,2015-03-16
128088,2015-03-16
128094,2016-03-02
128096,2016-03-02
128098,2016-03-02
128099,2016-03-02
128105,2015-03-23
128106,2017-06-27
128107,2017-03-27
128108,2017-06-27
128109,2017-06-27
128110,2020-04-24
128111,2017-08-04
128112,2017-08-04
128113,2017-08-04
128114,2017-08-04
128123,2015-04-06
128124,2015-04-06
128126,2015-04-06
128127,2017-04-13
128129,2015-04-06
128130,2017-04-13
128131,2015-04-06
128132,2017-04-13
128133,2015-04-06
128134,2015-04-06
128135,2015-04-06
128136,2015-04-06
128137,2018-06-05
128138,2018-06-05
128139,2014-03-24
128140,2018-06-05
128147,2017-04-17
128148,2017-04-17
128149,2017-04-17
128151,2017-04-17
128157,2017-04-03
128158,2017-04-03
128160,2017-04-03
128161,2017-03-14
128162,2017-03-14
128163,2017-03-14
128164,2017-03-14
128165,2018-04-04
128166,2018-04-04
128167,2018-04-04
128168,2018-04-04
128169,2017-03-14
128171,2017-04-05
128172,2015-03-12
128173,2015-03-12
128174,2017-04-05
128175,2017-04-07
128176,2017-04-07
128177,2017-04-07
128178,2017-04-07
128179,2015-03-23
128180,2017-04-26
128181,2017-04-26
128183,2017-04-24
128184,2017-04-24
128185,2017-04-24
128187,2018-04-18
128188,2015-04-15
128190,2018-04-18
128191,2015-04-15
128193,2014-06-09
128194,2014-06-09
128195,2014-06-09
128196,2014-06-09
128197,2015-03-25
128198,2017-04-26
128199,2017-04-26
128201,2018-07-09
128202,2015-04-06
128203,2018-07-09
128204,2017-04-24
128205,2017-04-21
128206,2017-04-21
128207,2017-04-21
128208,2017-04-21
128209,2017-03-31
128210,2017-03-31
128211,2017-03-31
128212,2017-03-31
128213,2017-04-05
128214,2017-04-05
128221,2018-06-20
128223,2015-04-06
128225,2015-04-06
128226,2018-06-20
128227,2015-04-06
128228,2015-04-06
128229,2014-06-16
128230,2014-06-16
128231,2014-06-16
128232,2014-06-16
128237,2017-05-02
128238,2015-03-10
128239,2014-03-25
128240,2017-05-02
128241,2015-03-10
128242,2015-03-10
128243,2014-03-25
128244,2017-05-02
128245,2017-04-11
128246,2017-04-11
128247,2017-04-11
128253,2015-03-13
128254,2015-03-13
128257,2016-11-24
128258,2016-11-24
128259,2016-11-24
128265,2018-04-09
128266,2018-04-09
128267,2018-04-09
128268,2015-03-31
128269,2017-05-23
128270,2014-03-25
128271,2017-06-28
128272,2015-04-15
128273,2017-06-28
128274,2017-05-23
128275,2017-06-28
128276,2015-04-15
128277,2017-04-05
128279,2015-04-13
128281,2015-04-13
128282,2017-04-05
128286,2017-04-05
128287,2017-04-05
128288,2015-03-17
128290,2017-04-05
128292,2015-03-17
128294,2015-03-17
128295,2017-04-05
128296,2015-03-17
128297,2019-06-26
128298,2019-06-26
128299,2018-04-09
128300,2018-04-09
128301,2018-04-09
128302,2018-04-09
128303,2018-04-16
128304,2018-04-16
128305,2018-04-16
128306,2015-04-13
128308,2018-04-16
128309,2017-04-10
128310,2015-03-16
128311,2017-04-10
128312,2017-04-10
128313,2014-04-09
128314,2014-04-09
128315,2014-04-09
128316,2014-04-09
128317,2019-03-29
128318,2019-03-29
128319,2019-03-29
128320,2019-03-29
128321,2018-04-03
128323,2018-04-03
128324,2015-03-10
128325,2017-04-05
128326,2017-04-05
128327,2017-04-05
128328,2017-04-05
128341,2015-04-06
128342,2017-04-11
128343,2015-04-06
128344,2015-04-06
128345,2017-04-11
128346,2015-03-25
128347,2015-03-25
128350,2017-04-19
128352,2017-04-19
128353,2015-04-06
128354,2017-04-03
128356,2017-04-03
128357,2017-04-03
128358,2017-04-18
128359,2017-04-18
128360,2017-04-18
128361,2017-04-18
128362,2015-03-31
128364,2018-04-09
128365,2018-04-09
128366,2015-04-13
128367,2015-04-13
128368,2015-04-13
128369,2015-04-13
128375,2015-03-30
128376,2017-04-03
128377,2015-03-30
128378,2017-04-03
128379,2017-04-03
128380,2015-03-30
128384,2016-03-02
128385,2016-03-02
128388,2018-04-09
128389,2015-04-06
128390,2018-04-09
128391,2015-04-06
128392,2017-04-10
128393,2015-03-23
128394,2017-04-10
128395,2017-04-10
128396,2018-04-09
128397,2018-04-09
128398,2018-04-09
128399,2018-04-09
128400,2018-04-09
128401,2018-04-09
128402,2018-04-09
128403,2018-04-09
128404,2015-03-30
128405,2015-03-30
128406,2015-03-30
128407,2015-03-30
128408,2017-04-06
128409,2015-04-06
128410,2017-04-06
128411,2017-04-06
128412,2015-04-07
128413,2015-04-07
128414,2015-04-07
128415,2015-04-07
128417,2015-04-07
128418,2015-03-26
128419,2015-03-26
128421,2015-03-26
128423,2015-03-26
128424,2019-04-04
128425,2019-04-04
128426,2019-04-04
128427,2019-04-04
128428,2019-04-04
128429,2019-04-04
128448,2014-06-25
128449,2014-06-25
128450,2014-06-25
128451,2014-06-25
128452,2015-03-16
128453,2015-03-16
128454,2017-04-05
128455,2015-03-16
128456,2017-04-05
128457,2015-03-16
128458,2017-04-21
128459,2017-03-23
128460,2017-04-21
128461,2017-03-23
128474,2018-06-20
128475,2018-06-20
128478,2015-04-06
128479,2015-04-06
128486,2017-04-10
128487,2015-04-06
128488,2015-04-06
128489,2017-04-10
128490,2017-04-10
128492,2019-04-04
128493,2019-04-04
128494,2019-04-04
128495,2019-04-04
128496,2018-07-09
128497,2017-04-24
128498,2018-07-09
128499,2017-04-24
128504,2015-03-23
128506,2017-04-05
128507,2017-03-23
128508,2015-03-23
128509,2017-04-05
128510,2015-04-07
128511,2018-05-02
128512,2015-04-07
128513,2018-05-02
128514,2015-04-08
128515,2018-05-02
128516,2018-05-02
128517,2015-04-08
128518,2017-04-25
128520,2017-04-25
128521,2015-04-13
128535,2015-03-09
128537,2015-03-09
128538,2023-06-06
128539,2023-06-06
128540,2023-06-06
128541,2023-06-06
128542,2023-06-06
128543,2023-06-06
128544,2023-06-06
128545,2023-06-06
128546,2017-04-05
128549,2017-04-05
128550,2017-04-05
128551,2016-04-07
128553,2016-04-07
128554,2017-04-25
128555,2015-04-23
128556,2015-04-23
128557,2018-05-03
128558,2018-05-03
128559,2017-04-25
128560,2015-04-23
128564,2019-03-19
128565,2019-03-19
128567,2019-03-19
128568,2019-03-19
128569,2019-03-19
128570,2019-03-19
128571,2019-03-19
128573,2019-03-19
128574,2018-04-11
128575,2018-04-11
128576,2015-04-07
128578,2017-04-03
128579,2017-04-03
128580,2015-04-15
128582,2018-05-02
128583,2015-04-08
128584,2018-05-02
128585,2018-05-02
128586,2015-04-06
128587,2018-05-03
128588,2018-05-03
128589,2015-04-06
128590,2015-03-31
128591,2015-03-31
128592,2015-03-31
128594,2015-03-19
128595,2015-03-19
128596,2015-03-19
128597,2015-03-19
128598,2017-05-16
128599,2017-05-16
128600,2017-06-28
128601,2015-04-07
128602,2017-06-28
128603,2017-05-16
128604,2017-06-28
128605,2015-04-07
128606,2017-05-02
128607,2017-05-02
128608,2017-05-02
128609,2015-03-16
128610,2014-03-25
128611,2017-05-02
128612,2015-03-16
128613,2017-05-02
128614,2016-03-02
128615,2016-03-02
128618,2016-03-02
128619,2016-03-02
128621,2016-03-02
128635,2018-07-16
128636,2014-04-09
128637,2018-07-16
128638,2017-04-26
128642,2017-04-10
128643,2015-04-06
128644,2017-04-10
128645,2017-04-10
128646,2018-07-09
128648,2018-07-09
128649,2017-04-24
128650,2017-04-17
128651,2015-03-30
128652,2017-04-17
128653,2017-04-17
128657,2016-03-02
128659,2016-03-02
128660,2015-03-31
128661,2017-04-18
128662,2017-04-18
128663,2015-03-23
128665,2015-03-23
128667,2017-04-18
128668,2015-03-23
128669,2015-03-23
128670,2015-03-23
128671,2018-05-11
128673,2017-05-02
128674,2018-05-11
128675,2015-04-06
128676,2015-04-06
128677,2015-04-06
128678,2015-04-06
128685,2017-04-18
128686,2017-04-18
128687,2017-04-18
128688,2017-04-18
128689,2017-05-05
128690,2017-05-05
128691,2017-05-05
128692,2017-05-05
128693,2018-04-10
128694,2017-04-11
128695,2018-04-10
128696,2015-04-07
128697,2015-03-30
128700,2015-03-30
128701,2017-04-06
128702,2017-04-06
128703,2017-04-06
128704,2017-04-06
128706,2016-03-02
128707,2017-05-02
128708,2015-03-19
128709,2015-03-19
128710,2017-05-02
128711,2015-03-19
128712,2017-05-02
128713,2017-05-02
128714,2017-05-02
128716,2016-03-02
128718,2016-03-02
128719,2016-03-02
128724,2015-04-06
128725,2015-04-06
128726,2015-04-06
128727,2015-04-06
128729,2016-03-02
128730,2016-03-02
128735,2014-11-07
128736,2017-03-24
128737,2017-04-10
128738,2017-04-10
128739,2017-04-10
128740,2017-04-10
128741,2017-04-10
128742,2017-04-10
128743,2014-06-19
128744,2014-06-19
128745,2014-06-19
128746,2014-06-19
128747,2015-04-06
128748,2015-04-06
128749,2015-04-06
128751,2016-11-03
128752,2017-04-05
128753,2017-04-05
128754,2017-04-05
128755,2017-04-05
128756,2017-04-03
128758,2017-04-05
128759,2015-04-15
128760,2015-04-06
128761,2015-04-06
128764,2015-04-06
128765,2015-04-06
128767,2015-04-06
128769,2015-04-06
128770,2015-03-25
128772,2015-03-25
128774,2015-03-25
128775,2015-03-25
128776,2017-05-16
128777,2014-11-07
